"","5","10","15","20","25","30","35","40","45","50","cells"
"1",5,10,11,5,23,3,9,30,33,31,"Cell1"
"2",3,9,3,10,10,27,1,17,30,49,"Cell2"
"3",5,10,10,3,1,14,9,19,8,18,"Cell3"
"4",3,9,3,10,10,27,1,17,30,49,"Cell4"
"5",5,6,8,11,22,17,16,1,35,21,"Cell5"
"6",5,10,11,5,23,3,9,30,19,31,"Cell6"
"7",3,9,3,10,10,27,1,17,30,49,"Cell7"
"8",5,10,10,3,1,14,9,19,8,18,"Cell8"
"9",5,6,13,9,16,7,33,22,15,6,"Cell9"
"10",5,6,13,9,19,13,33,13,12,33,"Cell10"
"11",5,6,1,15,4,25,10,33,5,23,"Cell11"
"12",5,1,8,9,2,10,29,14,2,50,"Cell12"
"13",5,10,14,5,24,28,24,20,3,1,"Cell13"
"14",5,6,13,9,19,13,33,13,12,33,"Cell14"
"15",1,2,6,12,14,15,21,3,21,30,"Cell15"
"16",5,10,11,5,23,3,9,30,33,31,"Cell16"
"17",5,6,1,15,7,20,30,27,24,45,"Cell17"
"18",3,8,3,7,9,27,26,39,22,20,"Cell18"
"19",1,8,6,14,14,11,26,3,21,24,"Cell19"
"20",5,1,8,9,2,10,29,14,2,50,"Cell20"
"21",2,7,4,13,25,24,35,23,13,19,"Cell21"
"22",5,10,10,3,1,14,9,19,8,18,"Cell22"
"23",5,6,1,15,4,25,10,2,44,3,"Cell23"
"24",5,6,8,11,22,17,16,11,23,21,"Cell24"
"25",5,6,1,15,7,26,30,27,24,14,"Cell25"
"26",4,3,7,8,12,30,23,26,14,26,"Cell26"
"27",5,6,1,15,11,29,28,38,31,39,"Cell27"
"28",5,10,11,5,23,3,9,30,33,31,"Cell28"
"29",3,9,15,19,10,22,27,24,20,17,"Cell29"
"30",5,6,1,15,8,9,14,8,10,22,"Cell30"
"31",5,6,13,9,16,7,33,22,15,6,"Cell31"
"32",3,8,3,7,9,27,26,39,7,20,"Cell32"
"33",3,9,15,19,10,22,27,6,9,17,"Cell33"
"34",5,6,1,15,7,20,30,27,24,45,"Cell34"
"35",4,3,4,8,12,1,8,12,29,27,"Cell35"
"36",5,6,1,15,7,20,30,27,24,45,"Cell36"
"37",2,7,4,13,5,5,17,10,18,34,"Cell37"
"38",5,6,1,15,7,20,30,27,24,45,"Cell38"
"39",5,10,14,5,24,28,24,20,6,1,"Cell39"
"40",5,6,1,15,4,25,10,2,44,3,"Cell40"
"41",5,6,1,15,8,9,7,9,45,28,"Cell41"
"42",5,6,1,15,11,29,28,32,31,39,"Cell42"
"43",1,8,6,14,14,11,26,3,21,47,"Cell43"
"44",5,6,8,11,22,17,16,11,23,21,"Cell44"
"45",5,6,1,15,8,9,7,9,45,28,"Cell45"
"46",4,3,12,4,12,1,11,40,27,37,"Cell46"
"47",3,9,15,19,10,22,27,6,9,41,"Cell47"
"48",1,4,3,6,10,27,26,16,38,44,"Cell48"
"49",3,9,7,1,15,22,15,21,39,5,"Cell49"
"50",5,6,1,15,7,20,30,27,24,45,"Cell50"
"51",3,10,7,7,6,30,13,34,25,42,"Cell51"
"52",5,1,15,16,13,19,4,18,16,48,"Cell52"
"53",5,6,1,15,11,29,3,25,28,40,"Cell53"
"54",5,10,14,5,24,28,24,20,3,1,"Cell54"
"55",4,3,12,4,12,1,11,40,27,9,"Cell55"
"56",5,6,1,15,7,20,30,27,24,45,"Cell56"
"57",5,6,1,15,8,9,7,9,45,28,"Cell57"
"58",5,6,8,11,22,17,16,11,23,21,"Cell58"
"59",3,9,7,1,15,22,6,21,39,5,"Cell59"
"60",2,7,4,13,5,4,17,37,18,10,"Cell60"
"61",3,9,3,10,10,27,1,17,30,49,"Cell61"
"62",2,7,4,13,25,24,35,23,13,19,"Cell62"
"63",5,1,15,2,13,19,32,18,36,48,"Cell63"
"64",2,7,4,13,17,24,35,23,40,19,"Cell64"
"65",3,9,15,19,10,22,27,24,20,32,"Cell65"
"66",5,10,14,5,24,28,24,20,6,1,"Cell66"
"67",4,3,4,8,12,1,8,12,29,27,"Cell67"
"68",1,4,3,6,10,27,26,16,38,44,"Cell68"
"69",5,6,1,15,7,20,30,27,24,45,"Cell69"
"70",5,1,8,9,2,10,29,7,2,50,"Cell70"
"71",5,6,1,15,7,20,30,27,24,45,"Cell71"
"72",4,3,9,20,18,18,25,4,41,35,"Cell72"
"73",4,3,4,8,12,1,8,12,29,27,"Cell73"
"74",5,10,11,5,23,3,9,30,19,31,"Cell74"
"75",4,3,7,8,12,30,23,26,14,43,"Cell75"
"76",3,9,15,19,10,22,27,24,20,32,"Cell76"
"77",5,6,1,11,3,8,31,36,4,25,"Cell77"
"78",5,10,10,3,1,14,9,19,8,18,"Cell78"
"79",3,9,15,19,10,22,27,24,34,29,"Cell79"
"80",2,5,2,18,21,21,18,5,43,15,"Cell80"
"81",1,2,6,12,14,15,21,3,21,11,"Cell81"
"82",4,3,7,8,12,30,23,26,14,26,"Cell82"
"83",3,9,15,19,10,22,27,6,34,41,"Cell83"
"84",5,6,1,15,4,25,10,2,44,23,"Cell84"
"85",5,6,1,15,11,29,14,15,10,22,"Cell85"
"86",5,1,8,9,2,10,29,14,2,50,"Cell86"
"87",2,5,2,18,21,21,18,5,43,15,"Cell87"
"88",4,3,7,8,12,30,23,26,14,26,"Cell88"
"89",2,7,4,13,5,4,17,37,18,10,"Cell89"
"90",5,6,1,11,3,8,31,36,4,25,"Cell90"
"91",5,6,13,9,19,13,33,13,12,33,"Cell91"
"92",2,5,5,18,21,21,18,5,43,15,"Cell92"
"93",5,10,14,5,24,28,24,20,3,1,"Cell93"
"94",5,10,14,5,24,28,24,20,3,1,"Cell94"
"95",5,6,8,11,22,17,16,1,35,21,"Cell95"
"96",1,8,6,17,14,12,26,3,21,47,"Cell96"
"97",4,3,9,20,18,18,25,4,41,35,"Cell97"
"98",5,6,1,15,11,29,3,31,28,40,"Cell98"
"99",5,10,10,3,1,14,9,19,8,18,"Cell99"
"100",2,7,4,13,5,4,17,37,18,10,"Cell100"
"101",4,3,7,8,12,30,23,26,14,43,"Cell101"
"102",5,6,1,15,11,29,14,15,10,2,"Cell102"
"103",5,10,11,5,20,3,9,30,11,31,"Cell103"
"104",5,6,1,15,7,20,30,27,24,14,"Cell104"
"105",1,8,6,14,14,11,26,3,21,47,"Cell105"
"106",5,6,1,15,8,9,7,8,45,28,"Cell106"
"107",5,6,13,9,19,13,33,13,12,33,"Cell107"
"108",4,3,9,20,18,18,2,4,32,46,"Cell108"
"109",4,3,9,20,18,18,25,4,41,35,"Cell109"
"110",1,2,6,12,14,15,21,3,21,11,"Cell110"
"111",3,10,7,7,6,30,13,34,25,8,"Cell111"
"112",1,4,3,6,10,27,26,16,37,13,"Cell112"
"113",5,6,13,9,19,13,33,13,12,33,"Cell113"
"114",5,1,15,2,13,19,32,18,36,48,"Cell114"
