"","ns","Value","Name","n_clus","clustering","level"
"1002","5_20",0.99382217035811,"sc3_40-55",40,"sc3_40",55
"1003","5_20",0.82415866162564,"UMAP_KMEANS_35-55",29,"UMAP_KMEANS_35",55
"1004","5_20",0.916018755264157,"UMAP_KMEANS_45-55",38,"UMAP_KMEANS_45",55
"1005","5_20",0.804561237012211,"tSNE_KMEANS_35-55",28,"tSNE_KMEANS_35",55
"1006","5_20",0.998061322591547,"sc3_35-60",35,"sc3_35",60
"1007","5_20",0.99382217035811,"sc3_40-60",40,"sc3_40",60
"1008","5_20",0.834655594122362,"UMAP_KMEANS_35-60",28,"UMAP_KMEANS_35",60
"1009","5_20",0.916018755264157,"UMAP_KMEANS_45-60",38,"UMAP_KMEANS_45",60
"1010","5_20",0.812613791623795,"tSNE_KMEANS_35-60",27,"tSNE_KMEANS_35",60
"1011","5_20",0.998061322591547,"sc3_35-65",35,"sc3_35",65
"1012","5_20",0.99382217035811,"sc3_40-65",40,"sc3_40",65
"1013","5_20",0.844304615476106,"UMAP_KMEANS_35-65",27,"UMAP_KMEANS_35",65
"1014","5_20",0.924554343624501,"UMAP_KMEANS_45-65",37,"UMAP_KMEANS_45",65
"1015","5_20",0.812613791623795,"tSNE_KMEANS_35-65",27,"tSNE_KMEANS_35",65
"1016","5_20",0.998061322591547,"sc3_35-70",35,"sc3_35",70
"1017","5_20",0.99382217035811,"sc3_40-70",40,"sc3_40",70
"1018","5_20",0.844304615476106,"UMAP_KMEANS_35-70",27,"UMAP_KMEANS_35",70
"1019","5_20",0.93463043474743,"UMAP_KMEANS_45-70",36,"UMAP_KMEANS_45",70
"1020","5_20",0.812613791623795,"tSNE_KMEANS_35-70",27,"tSNE_KMEANS_35",70
"1021","5_20",0.998061322591547,"sc3_35-75",35,"sc3_35",75
"1022","5_20",0.99382217035811,"sc3_40-75",40,"sc3_40",75
"1023","5_20",0.844304615476106,"UMAP_KMEANS_35-75",27,"UMAP_KMEANS_35",75
"1024","5_20",0.93463043474743,"UMAP_KMEANS_45-75",36,"UMAP_KMEANS_45",75
"1025","5_20",0.82843520304674,"tSNE_KMEANS_35-75",24,"tSNE_KMEANS_35",75
"1026","5_20",0.998061322591547,"sc3_35-80",35,"sc3_35",80
"1027","5_20",0.99382217035811,"sc3_40-80",40,"sc3_40",80
"1028","5_20",0.854127380967983,"UMAP_KMEANS_35-80",26,"UMAP_KMEANS_35",80
"1029","5_20",0.939247921836399,"UMAP_KMEANS_45-80",35,"UMAP_KMEANS_45",80
"1030","5_20",0.82843520304674,"tSNE_KMEANS_35-80",24,"tSNE_KMEANS_35",80
"1031","5_20",0.998061322591547,"sc3_35-85",35,"sc3_35",85
"1032","5_20",0.99382217035811,"sc3_40-85",40,"sc3_40",85
"1033","5_20",0.854127380967983,"UMAP_KMEANS_35-85",26,"UMAP_KMEANS_35",85
"1034","5_20",0.951756017127478,"UMAP_KMEANS_45-85",33,"UMAP_KMEANS_45",85
"1035","5_20",0.82843520304674,"tSNE_KMEANS_35-85",24,"tSNE_KMEANS_35",85
"1036","5_20",0.998061322591547,"sc3_35-90",35,"sc3_35",90
"1037","5_20",0.99382217035811,"sc3_40-90",40,"sc3_40",90
"1038","5_20",0.854127380967983,"UMAP_KMEANS_35-90",26,"UMAP_KMEANS_35",90
"1039","5_20",0.959661310287531,"UMAP_KMEANS_45-90",31,"UMAP_KMEANS_45",90
"1040","5_20",0.82843520304674,"tSNE_KMEANS_35-90",24,"tSNE_KMEANS_35",90
"1041","5_20",0.998061322591547,"sc3_35-95",35,"sc3_35",95
"1042","5_20",0.99382217035811,"sc3_40-95",40,"sc3_40",95
"1043","5_20",0.860753102359312,"UMAP_KMEANS_35-95",25,"UMAP_KMEANS_35",95
"1044","5_20",0.96918640651212,"UMAP_KMEANS_45-95",29,"UMAP_KMEANS_45",95
"1045","5_20",0.82843520304674,"tSNE_KMEANS_35-95",24,"tSNE_KMEANS_35",95
"1046","5_20",0.999378425615522,"sc3_35-100",31,"sc3_35",100
"1047","5_20",0.997591591630153,"sc3_40-100",31,"sc3_40",100
"1048","5_20",0.860753102359312,"UMAP_KMEANS_35-100",25,"UMAP_KMEANS_35",100
"1049","5_20",0.96918640651212,"UMAP_KMEANS_45-100",29,"UMAP_KMEANS_45",100
"1050","5_20",0.82843520304674,"tSNE_KMEANS_35-100",24,"tSNE_KMEANS_35",100
"1051","5_22",0.998061322591547,"sc3_35-00",35,"sc3_35",0
"1052","5_22",0.99382217035811,"sc3_40-00",40,"sc3_40",0
"1053","5_22",0.770537236197811,"UMAP_KMEANS_35-00",35,"UMAP_KMEANS_35",0
"1054","5_22",0.854850538127996,"UMAP_KMEANS_45-00",45,"UMAP_KMEANS_45",0
"1055","5_22",0.79735255761002,"tSNE_KMEANS_45-00",45,"tSNE_KMEANS_45",0
"1056","5_22",0.998061322591547,"sc3_35-05",35,"sc3_35",5
"1057","5_22",0.99382217035811,"sc3_40-05",40,"sc3_40",5
"1058","5_22",0.780859389253955,"UMAP_KMEANS_35-05",34,"UMAP_KMEANS_35",5
"1059","5_22",0.854850538127996,"UMAP_KMEANS_45-05",45,"UMAP_KMEANS_45",5
"1060","5_22",0.810275807351065,"tSNE_KMEANS_45-05",44,"tSNE_KMEANS_45",5
"1061","5_22",0.998061322591547,"sc3_35-10",35,"sc3_35",10
"1062","5_22",0.99382217035811,"sc3_40-10",40,"sc3_40",10
"1063","5_22",0.790537211926619,"UMAP_KMEANS_35-10",33,"UMAP_KMEANS_35",10
"1064","5_22",0.854850538127996,"UMAP_KMEANS_45-10",45,"UMAP_KMEANS_45",10
"1065","5_22",0.820815214628305,"tSNE_KMEANS_45-10",43,"tSNE_KMEANS_45",10
"1066","5_22",0.998061322591547,"sc3_35-15",35,"sc3_35",15
"1067","5_22",0.99382217035811,"sc3_40-15",40,"sc3_40",15
"1068","5_22",0.790537211926619,"UMAP_KMEANS_35-15",33,"UMAP_KMEANS_35",15
"1069","5_22",0.874699376103365,"UMAP_KMEANS_45-15",43,"UMAP_KMEANS_45",15
"1070","5_22",0.820815214628305,"tSNE_KMEANS_45-15",43,"tSNE_KMEANS_45",15
"1071","5_22",0.998061322591547,"sc3_35-20",35,"sc3_35",20
"1072","5_22",0.99382217035811,"sc3_40-20",40,"sc3_40",20
"1073","5_22",0.790537211926619,"UMAP_KMEANS_35-20",33,"UMAP_KMEANS_35",20
"1074","5_22",0.883960236184692,"UMAP_KMEANS_45-20",42,"UMAP_KMEANS_45",20
"1075","5_22",0.832543718466553,"tSNE_KMEANS_45-20",42,"tSNE_KMEANS_45",20
"1076","5_22",0.998061322591547,"sc3_35-25",35,"sc3_35",25
"1077","5_22",0.99382217035811,"sc3_40-25",40,"sc3_40",25
"1078","5_22",0.790537211926619,"UMAP_KMEANS_35-25",33,"UMAP_KMEANS_35",25
"1079","5_22",0.883960236184692,"UMAP_KMEANS_45-25",42,"UMAP_KMEANS_45",25
"1080","5_22",0.849649009870778,"tSNE_KMEANS_45-25",40,"tSNE_KMEANS_45",25
"1081","5_22",0.998061322591547,"sc3_35-30",35,"sc3_35",30
"1082","5_22",0.99382217035811,"sc3_40-30",40,"sc3_40",30
"1083","5_22",0.790537211926619,"UMAP_KMEANS_35-30",33,"UMAP_KMEANS_35",30
"1084","5_22",0.883960236184692,"UMAP_KMEANS_45-30",42,"UMAP_KMEANS_45",30
"1085","5_22",0.866162723361056,"tSNE_KMEANS_45-30",38,"tSNE_KMEANS_45",30
"1086","5_22",0.998061322591547,"sc3_35-35",35,"sc3_35",35
"1087","5_22",0.99382217035811,"sc3_40-35",40,"sc3_40",35
"1088","5_22",0.805855531734732,"UMAP_KMEANS_35-35",31,"UMAP_KMEANS_35",35
"1089","5_22",0.883960236184692,"UMAP_KMEANS_45-35",42,"UMAP_KMEANS_45",35
"1090","5_22",0.866162723361056,"tSNE_KMEANS_45-35",38,"tSNE_KMEANS_45",35
"1091","5_22",0.998061322591547,"sc3_35-40",35,"sc3_35",40
"1092","5_22",0.99382217035811,"sc3_40-40",40,"sc3_40",40
"1093","5_22",0.82415866162564,"UMAP_KMEANS_35-40",29,"UMAP_KMEANS_35",40
"1094","5_22",0.883960236184692,"UMAP_KMEANS_45-40",42,"UMAP_KMEANS_45",40
"1095","5_22",0.866162723361056,"tSNE_KMEANS_45-40",38,"tSNE_KMEANS_45",40
"1096","5_22",0.998061322591547,"sc3_35-45",35,"sc3_35",45
"1097","5_22",0.99382217035811,"sc3_40-45",40,"sc3_40",45
"1098","5_22",0.82415866162564,"UMAP_KMEANS_35-45",29,"UMAP_KMEANS_35",45
"1099","5_22",0.900220874641202,"UMAP_KMEANS_45-45",40,"UMAP_KMEANS_45",45
"1100","5_22",0.866162723361056,"tSNE_KMEANS_45-45",38,"tSNE_KMEANS_45",45
"1101","5_22",0.998061322591547,"sc3_35-50",35,"sc3_35",50
"1102","5_22",0.99382217035811,"sc3_40-50",40,"sc3_40",50
"1103","5_22",0.82415866162564,"UMAP_KMEANS_35-50",29,"UMAP_KMEANS_35",50
"1104","5_22",0.916018755264157,"UMAP_KMEANS_45-50",38,"UMAP_KMEANS_45",50
"1105","5_22",0.866162723361056,"tSNE_KMEANS_45-50",38,"tSNE_KMEANS_45",50
"1106","5_22",0.998061322591547,"sc3_35-55",35,"sc3_35",55
"1107","5_22",0.99382217035811,"sc3_40-55",40,"sc3_40",55
"1108","5_22",0.834655594122362,"UMAP_KMEANS_35-55",28,"UMAP_KMEANS_35",55
"1109","5_22",0.916018755264157,"UMAP_KMEANS_45-55",38,"UMAP_KMEANS_45",55
"1110","5_22",0.880376857532789,"tSNE_KMEANS_45-55",36,"tSNE_KMEANS_45",55
"1111","5_22",0.998061322591547,"sc3_35-60",35,"sc3_35",60
"1112","5_22",0.99382217035811,"sc3_40-60",40,"sc3_40",60
"1113","5_22",0.834655594122362,"UMAP_KMEANS_35-60",28,"UMAP_KMEANS_35",60
"1114","5_22",0.924554343624501,"UMAP_KMEANS_45-60",37,"UMAP_KMEANS_45",60
"1115","5_22",0.884841703271499,"tSNE_KMEANS_45-60",35,"tSNE_KMEANS_45",60
"1116","5_22",0.998061322591547,"sc3_35-65",35,"sc3_35",65
"1117","5_22",0.99382217035811,"sc3_40-65",40,"sc3_40",65
"1118","5_22",0.844304615476106,"UMAP_KMEANS_35-65",27,"UMAP_KMEANS_35",65
"1119","5_22",0.924554343624501,"UMAP_KMEANS_45-65",37,"UMAP_KMEANS_45",65
"1120","5_22",0.891712142550816,"tSNE_KMEANS_45-65",34,"tSNE_KMEANS_45",65
"1121","5_22",0.998061322591547,"sc3_35-70",35,"sc3_35",70
"1122","5_22",0.99382217035811,"sc3_40-70",40,"sc3_40",70
"1123","5_22",0.844304615476106,"UMAP_KMEANS_35-70",27,"UMAP_KMEANS_35",70
"1124","5_22",0.93463043474743,"UMAP_KMEANS_45-70",36,"UMAP_KMEANS_45",70
"1125","5_22",0.895915890148146,"tSNE_KMEANS_45-70",33,"tSNE_KMEANS_45",70
"1126","5_22",0.998061322591547,"sc3_35-75",35,"sc3_35",75
"1127","5_22",0.99382217035811,"sc3_40-75",40,"sc3_40",75
"1128","5_22",0.844304615476106,"UMAP_KMEANS_35-75",27,"UMAP_KMEANS_35",75
"1129","5_22",0.939247921836399,"UMAP_KMEANS_45-75",35,"UMAP_KMEANS_45",75
"1130","5_22",0.90327522374732,"tSNE_KMEANS_45-75",32,"tSNE_KMEANS_45",75
"1131","5_22",0.998061322591547,"sc3_35-80",35,"sc3_35",80
"1132","5_22",0.99382217035811,"sc3_40-80",40,"sc3_40",80
"1133","5_22",0.854127380967983,"UMAP_KMEANS_35-80",26,"UMAP_KMEANS_35",80
"1134","5_22",0.951756017127478,"UMAP_KMEANS_45-80",33,"UMAP_KMEANS_45",80
"1135","5_22",0.90327522374732,"tSNE_KMEANS_45-80",32,"tSNE_KMEANS_45",80
"1136","5_22",0.998061322591547,"sc3_35-85",35,"sc3_35",85
"1137","5_22",0.99382217035811,"sc3_40-85",40,"sc3_40",85
"1138","5_22",0.854127380967983,"UMAP_KMEANS_35-85",26,"UMAP_KMEANS_35",85
"1139","5_22",0.959661310287531,"UMAP_KMEANS_45-85",31,"UMAP_KMEANS_45",85
"1140","5_22",0.905396060041657,"tSNE_KMEANS_45-85",31,"tSNE_KMEANS_45",85
"1141","5_22",0.998061322591547,"sc3_35-90",35,"sc3_35",90
"1142","5_22",0.99382217035811,"sc3_40-90",40,"sc3_40",90
"1143","5_22",0.854127380967983,"UMAP_KMEANS_35-90",26,"UMAP_KMEANS_35",90
"1144","5_22",0.959661310287531,"UMAP_KMEANS_45-90",31,"UMAP_KMEANS_45",90
"1145","5_22",0.914085119740763,"tSNE_KMEANS_45-90",29,"tSNE_KMEANS_45",90
"1146","5_22",0.998061322591547,"sc3_35-95",35,"sc3_35",95
"1147","5_22",0.99382217035811,"sc3_40-95",40,"sc3_40",95
"1148","5_22",0.860753102359312,"UMAP_KMEANS_35-95",25,"UMAP_KMEANS_35",95
"1149","5_22",0.96918640651212,"UMAP_KMEANS_45-95",29,"UMAP_KMEANS_45",95
"1150","5_22",0.919385436764821,"tSNE_KMEANS_45-95",28,"tSNE_KMEANS_45",95
"1151","5_22",0.999378425615522,"sc3_35-100",31,"sc3_35",100
"1152","5_22",0.997591591630153,"sc3_40-100",31,"sc3_40",100
"1153","5_22",0.860753102359312,"UMAP_KMEANS_35-100",25,"UMAP_KMEANS_35",100
"1154","5_22",0.96918640651212,"UMAP_KMEANS_45-100",29,"UMAP_KMEANS_45",100
"1155","5_22",0.919385436764821,"tSNE_KMEANS_45-100",28,"tSNE_KMEANS_45",100
"1156","5_67",0.998061322591547,"sc3_35-00",35,"sc3_35",0
"1157","5_67",0.672373434893105,"UMAP_KMEANS_40-00",40,"UMAP_KMEANS_40",0
"1158","5_67",0.854850538127996,"UMAP_KMEANS_45-00",45,"UMAP_KMEANS_45",0
"1159","5_67",0.753605733475748,"tSNE_KMEANS_35-00",35,"tSNE_KMEANS_35",0
"1160","5_67",0.79735255761002,"tSNE_KMEANS_45-00",45,"tSNE_KMEANS_45",0
"1161","5_67",0.998061322591547,"sc3_35-05",35,"sc3_35",5
"1162","5_67",0.672373434893105,"UMAP_KMEANS_40-05",40,"UMAP_KMEANS_40",5
"1163","5_67",0.866668219896325,"UMAP_KMEANS_45-05",44,"UMAP_KMEANS_45",5
"1164","5_67",0.7646456783588,"tSNE_KMEANS_35-05",34,"tSNE_KMEANS_35",5
"1165","5_67",0.809523142267353,"tSNE_KMEANS_45-05",44,"tSNE_KMEANS_45",5
"1166","5_67",0.998061322591547,"sc3_35-10",35,"sc3_35",10
"1167","5_67",0.672373434893105,"UMAP_KMEANS_40-10",40,"UMAP_KMEANS_40",10
"1168","5_67",0.877782241114859,"UMAP_KMEANS_45-10",43,"UMAP_KMEANS_45",10
"1169","5_67",0.7646456783588,"tSNE_KMEANS_35-10",34,"tSNE_KMEANS_35",10
"1170","5_67",0.822201891414198,"tSNE_KMEANS_45-10",43,"tSNE_KMEANS_45",10
"1171","5_67",0.998061322591547,"sc3_35-15",35,"sc3_35",15
"1172","5_67",0.695083988763058,"UMAP_KMEANS_40-15",38,"UMAP_KMEANS_40",15
"1173","5_67",0.877782241114859,"UMAP_KMEANS_45-15",43,"UMAP_KMEANS_45",15
"1174","5_67",0.773890549422908,"tSNE_KMEANS_35-15",33,"tSNE_KMEANS_35",15
"1175","5_67",0.822201891414198,"tSNE_KMEANS_45-15",43,"tSNE_KMEANS_45",15
"1176","5_67",0.998061322591547,"sc3_35-20",35,"sc3_35",20
"1177","5_67",0.695083988763058,"UMAP_KMEANS_40-20",38,"UMAP_KMEANS_40",20
"1178","5_67",0.896796025589256,"UMAP_KMEANS_45-20",41,"UMAP_KMEANS_45",20
"1179","5_67",0.773890549422908,"tSNE_KMEANS_35-20",33,"tSNE_KMEANS_35",20
"1180","5_67",0.822201891414198,"tSNE_KMEANS_45-20",43,"tSNE_KMEANS_45",20
"1181","5_67",0.998061322591547,"sc3_35-25",35,"sc3_35",25
"1182","5_67",0.713318285994308,"UMAP_KMEANS_40-25",36,"UMAP_KMEANS_40",25
"1183","5_67",0.896796025589256,"UMAP_KMEANS_45-25",41,"UMAP_KMEANS_45",25
"1184","5_67",0.773890549422908,"tSNE_KMEANS_35-25",33,"tSNE_KMEANS_35",25
"1185","5_67",0.83117558069956,"tSNE_KMEANS_45-25",42,"tSNE_KMEANS_45",25
"1186","5_67",0.998061322591547,"sc3_35-30",35,"sc3_35",30
"1187","5_67",0.713318285994308,"UMAP_KMEANS_40-30",36,"UMAP_KMEANS_40",30
"1188","5_67",0.904353064807974,"UMAP_KMEANS_45-30",40,"UMAP_KMEANS_45",30
"1189","5_67",0.773890549422908,"tSNE_KMEANS_35-30",33,"tSNE_KMEANS_35",30
"1190","5_67",0.839591962081613,"tSNE_KMEANS_45-30",41,"tSNE_KMEANS_45",30
"1191","5_67",0.998061322591547,"sc3_35-35",35,"sc3_35",35
"1192","5_67",0.713318285994308,"UMAP_KMEANS_40-35",36,"UMAP_KMEANS_40",35
"1193","5_67",0.904353064807974,"UMAP_KMEANS_45-35",40,"UMAP_KMEANS_45",35
"1194","5_67",0.780849880826732,"tSNE_KMEANS_35-35",32,"tSNE_KMEANS_35",35
"1195","5_67",0.856376803336597,"tSNE_KMEANS_45-35",39,"tSNE_KMEANS_45",35
"1196","5_67",0.998061322591547,"sc3_35-40",35,"sc3_35",40
"1197","5_67",0.713318285994308,"UMAP_KMEANS_40-40",36,"UMAP_KMEANS_40",40
"1198","5_67",0.920040409207956,"UMAP_KMEANS_45-40",38,"UMAP_KMEANS_45",40
"1199","5_67",0.780849880826732,"tSNE_KMEANS_35-40",32,"tSNE_KMEANS_35",40
"1200","5_67",0.861677026080087,"tSNE_KMEANS_45-40",38,"tSNE_KMEANS_45",40
"1201","5_67",0.998061322591547,"sc3_35-45",35,"sc3_35",45
"1202","5_67",0.725951115000339,"UMAP_KMEANS_40-45",34,"UMAP_KMEANS_40",45
"1203","5_67",0.920040409207956,"UMAP_KMEANS_45-45",38,"UMAP_KMEANS_45",45
"1204","5_67",0.780849880826732,"tSNE_KMEANS_35-45",32,"tSNE_KMEANS_35",45
"1205","5_67",0.870821319399939,"tSNE_KMEANS_45-45",37,"tSNE_KMEANS_45",45
"1206","5_67",0.998061322591547,"sc3_35-50",35,"sc3_35",50
"1207","5_67",0.725951115000339,"UMAP_KMEANS_40-50",34,"UMAP_KMEANS_40",50
"1208","5_67",0.920040409207956,"UMAP_KMEANS_45-50",38,"UMAP_KMEANS_45",50
"1209","5_67",0.795079663283255,"tSNE_KMEANS_35-50",30,"tSNE_KMEANS_35",50
"1210","5_67",0.880376857532789,"tSNE_KMEANS_45-50",36,"tSNE_KMEANS_45",50
"1211","5_67",0.998061322591547,"sc3_35-55",35,"sc3_35",55
"1212","5_67",0.725951115000339,"UMAP_KMEANS_40-55",34,"UMAP_KMEANS_40",55
"1213","5_67",0.920040409207956,"UMAP_KMEANS_45-55",38,"UMAP_KMEANS_45",55
"1214","5_67",0.812613791623795,"tSNE_KMEANS_35-55",27,"tSNE_KMEANS_35",55
"1215","5_67",0.880376857532789,"tSNE_KMEANS_45-55",36,"tSNE_KMEANS_45",55
"1216","5_67",0.998061322591547,"sc3_35-60",35,"sc3_35",60
"1217","5_67",0.731296303801981,"UMAP_KMEANS_40-60",33,"UMAP_KMEANS_40",60
"1218","5_67",0.920040409207956,"UMAP_KMEANS_45-60",38,"UMAP_KMEANS_45",60
"1219","5_67",0.812613791623795,"tSNE_KMEANS_35-60",27,"tSNE_KMEANS_35",60
"1220","5_67",0.891712142550816,"tSNE_KMEANS_45-60",34,"tSNE_KMEANS_45",60
"1221","5_67",0.998061322591547,"sc3_35-65",35,"sc3_35",65
"1222","5_67",0.737005761445505,"UMAP_KMEANS_40-65",32,"UMAP_KMEANS_40",65
"1223","5_67",0.920040409207956,"UMAP_KMEANS_45-65",38,"UMAP_KMEANS_45",65
"1224","5_67",0.812613791623795,"tSNE_KMEANS_35-65",27,"tSNE_KMEANS_35",65
"1225","5_67",0.90327522374732,"tSNE_KMEANS_45-65",32,"tSNE_KMEANS_45",65
"1226","5_67",0.998061322591547,"sc3_35-70",35,"sc3_35",70
"1227","5_67",0.740597508638859,"UMAP_KMEANS_40-70",31,"UMAP_KMEANS_40",70
"1228","5_67",0.943587843701573,"UMAP_KMEANS_45-70",35,"UMAP_KMEANS_45",70
"1229","5_67",0.812613791623795,"tSNE_KMEANS_35-70",27,"tSNE_KMEANS_35",70
"1230","5_67",0.90327522374732,"tSNE_KMEANS_45-70",32,"tSNE_KMEANS_45",70
"1231","5_67",0.998061322591547,"sc3_35-75",35,"sc3_35",75
"1232","5_67",0.754344804450073,"UMAP_KMEANS_40-75",29,"UMAP_KMEANS_40",75
"1233","5_67",0.943587843701573,"UMAP_KMEANS_45-75",35,"UMAP_KMEANS_45",75
"1234","5_67",0.815928492278839,"tSNE_KMEANS_35-75",26,"tSNE_KMEANS_35",75
"1235","5_67",0.90327522374732,"tSNE_KMEANS_45-75",32,"tSNE_KMEANS_45",75
"1236","5_67",0.998061322591547,"sc3_35-80",35,"sc3_35",80
"1237","5_67",0.758317386685148,"UMAP_KMEANS_40-80",28,"UMAP_KMEANS_40",80
"1238","5_67",0.943587843701573,"UMAP_KMEANS_45-80",35,"UMAP_KMEANS_45",80
"1239","5_67",0.82843520304674,"tSNE_KMEANS_35-80",24,"tSNE_KMEANS_35",80
"1240","5_67",0.90327522374732,"tSNE_KMEANS_45-80",32,"tSNE_KMEANS_45",80
"1241","5_67",0.998061322591547,"sc3_35-85",35,"sc3_35",85
"1242","5_67",0.769483176446187,"UMAP_KMEANS_40-85",26,"UMAP_KMEANS_40",85
"1243","5_67",0.949709177917212,"UMAP_KMEANS_45-85",33,"UMAP_KMEANS_45",85
"1244","5_67",0.82843520304674,"tSNE_KMEANS_35-85",24,"tSNE_KMEANS_35",85
"1245","5_67",0.90327522374732,"tSNE_KMEANS_45-85",32,"tSNE_KMEANS_45",85
"1246","5_67",0.998061322591547,"sc3_35-90",35,"sc3_35",90
"1247","5_67",0.769483176446187,"UMAP_KMEANS_40-90",26,"UMAP_KMEANS_40",90
"1248","5_67",0.953866301950164,"UMAP_KMEANS_45-90",32,"UMAP_KMEANS_45",90
"1249","5_67",0.82843520304674,"tSNE_KMEANS_35-90",24,"tSNE_KMEANS_35",90
"1250","5_67",0.909053481836809,"tSNE_KMEANS_45-90",30,"tSNE_KMEANS_45",90
"1251","5_67",0.998061322591547,"sc3_35-95",35,"sc3_35",95
"1252","5_67",0.777252966278639,"UMAP_KMEANS_40-95",25,"UMAP_KMEANS_40",95
"1253","5_67",0.962035438392,"UMAP_KMEANS_45-95",31,"UMAP_KMEANS_45",95
"1254","5_67",0.82843520304674,"tSNE_KMEANS_35-95",24,"tSNE_KMEANS_35",95
"1255","5_67",0.919385436764821,"tSNE_KMEANS_45-95",28,"tSNE_KMEANS_45",95
"1256","5_67",0.999378425615522,"sc3_35-100",31,"sc3_35",100
"1257","5_67",0.781112807535798,"UMAP_KMEANS_40-100",24,"UMAP_KMEANS_40",100
"1258","5_67",0.96918640651212,"UMAP_KMEANS_45-100",29,"UMAP_KMEANS_45",100
"1259","5_67",0.82843520304674,"tSNE_KMEANS_35-100",24,"tSNE_KMEANS_35",100
"1260","5_67",0.919385436764821,"tSNE_KMEANS_45-100",28,"tSNE_KMEANS_45",100
"1261","5_76",0.99382217035811,"sc3_40-00",40,"sc3_40",0
"1262","5_76",0.988355824526768,"sc3_45-00",45,"sc3_45",0
"1263","5_76",0.770537236197811,"UMAP_KMEANS_35-00",35,"UMAP_KMEANS_35",0
"1264","5_76",0.854850538127996,"UMAP_KMEANS_45-00",45,"UMAP_KMEANS_45",0
"1265","5_76",0.844032371265819,"tSNE_KMEANS_40-00",40,"tSNE_KMEANS_40",0
"1266","5_76",0.99382217035811,"sc3_40-05",40,"sc3_40",5
"1267","5_76",0.988355824526768,"sc3_45-05",45,"sc3_45",5
"1268","5_76",0.770537236197811,"UMAP_KMEANS_35-05",35,"UMAP_KMEANS_35",5
"1269","5_76",0.86518781308812,"UMAP_KMEANS_45-05",44,"UMAP_KMEANS_45",5
"1270","5_76",0.856248218720541,"tSNE_KMEANS_40-05",39,"tSNE_KMEANS_40",5
"1271","5_76",0.99382217035811,"sc3_40-10",40,"sc3_40",10
"1272","5_76",0.988355824526768,"sc3_45-10",45,"sc3_45",10
"1273","5_76",0.780369903814572,"UMAP_KMEANS_35-10",34,"UMAP_KMEANS_35",10
"1274","5_76",0.86518781308812,"UMAP_KMEANS_45-10",44,"UMAP_KMEANS_45",10
"1275","5_76",0.865426911354139,"tSNE_KMEANS_40-10",38,"tSNE_KMEANS_40",10
"1276","5_76",0.99382217035811,"sc3_40-15",40,"sc3_40",15
"1277","5_76",0.988355824526768,"sc3_45-15",45,"sc3_45",15
"1278","5_76",0.799211861356449,"UMAP_KMEANS_35-15",32,"UMAP_KMEANS_35",15
"1279","5_76",0.86518781308812,"UMAP_KMEANS_45-15",44,"UMAP_KMEANS_45",15
"1280","5_76",0.865426911354139,"tSNE_KMEANS_40-15",38,"tSNE_KMEANS_40",15
"1281","5_76",0.99382217035811,"sc3_40-20",40,"sc3_40",20
"1282","5_76",0.988355824526768,"sc3_45-20",45,"sc3_45",20
"1283","5_76",0.799211861356449,"UMAP_KMEANS_35-20",32,"UMAP_KMEANS_35",20
"1284","5_76",0.86518781308812,"UMAP_KMEANS_45-20",44,"UMAP_KMEANS_45",20
"1285","5_76",0.875567489928444,"tSNE_KMEANS_40-20",37,"tSNE_KMEANS_40",20
"1286","5_76",0.99382217035811,"sc3_40-25",40,"sc3_40",25
"1287","5_76",0.988355824526768,"sc3_45-25",45,"sc3_45",25
"1288","5_76",0.799211861356449,"UMAP_KMEANS_35-25",32,"UMAP_KMEANS_35",25
"1289","5_76",0.883960236184692,"UMAP_KMEANS_45-25",42,"UMAP_KMEANS_45",25
"1290","5_76",0.875567489928444,"tSNE_KMEANS_40-25",37,"tSNE_KMEANS_40",25
"1291","5_76",0.99382217035811,"sc3_40-30",40,"sc3_40",30
"1292","5_76",0.988355824526768,"sc3_45-30",45,"sc3_45",30
"1293","5_76",0.805855531734732,"UMAP_KMEANS_35-30",31,"UMAP_KMEANS_35",30
"1294","5_76",0.883960236184692,"UMAP_KMEANS_45-30",42,"UMAP_KMEANS_45",30
"1295","5_76",0.883592929243326,"tSNE_KMEANS_40-30",36,"tSNE_KMEANS_40",30
"1296","5_76",0.99382217035811,"sc3_40-35",40,"sc3_40",35
"1297","5_76",0.988355824526768,"sc3_45-35",45,"sc3_45",35
"1298","5_76",0.82415866162564,"UMAP_KMEANS_35-35",29,"UMAP_KMEANS_35",35
"1299","5_76",0.883960236184692,"UMAP_KMEANS_45-35",42,"UMAP_KMEANS_45",35
"1300","5_76",0.883592929243326,"tSNE_KMEANS_40-35",36,"tSNE_KMEANS_40",35
"1301","5_76",0.99382217035811,"sc3_40-40",40,"sc3_40",40
"1302","5_76",0.988355824526768,"sc3_45-40",45,"sc3_45",40
"1303","5_76",0.82415866162564,"UMAP_KMEANS_35-40",29,"UMAP_KMEANS_35",40
"1304","5_76",0.883960236184692,"UMAP_KMEANS_45-40",42,"UMAP_KMEANS_45",40
"1305","5_76",0.897518583146771,"tSNE_KMEANS_40-40",34,"tSNE_KMEANS_40",40
"1306","5_76",0.99382217035811,"sc3_40-45",40,"sc3_40",45
"1307","5_76",0.988355824526768,"sc3_45-45",45,"sc3_45",45
"1308","5_76",0.82415866162564,"UMAP_KMEANS_35-45",29,"UMAP_KMEANS_35",45
"1309","5_76",0.900220874641202,"UMAP_KMEANS_45-45",40,"UMAP_KMEANS_45",45
