"","ns","Value","Name","n_clus","clustering","level"
"1","2_31",0.854850538127996,"UMAP_KMEANS_45-00",45,"UMAP_KMEANS_45",0
"2","2_31",0.753605733475748,"tSNE_KMEANS_35-00",35,"tSNE_KMEANS_35",0
"3","2_31",0.826004392021129,"UMAP_KMEANS_45-05",44,"UMAP_KMEANS_45",5
"4","2_31",0.732411674911344,"tSNE_KMEANS_35-05",34,"tSNE_KMEANS_35",5
"5","2_31",0.799562494940443,"UMAP_KMEANS_45-10",43,"UMAP_KMEANS_45",10
"6","2_31",0.732411674911344,"tSNE_KMEANS_35-10",34,"tSNE_KMEANS_35",10
"7","2_31",0.781559491340034,"UMAP_KMEANS_45-15",42,"UMAP_KMEANS_45",15
"8","2_31",0.732411674911344,"tSNE_KMEANS_35-15",34,"tSNE_KMEANS_35",15
"9","2_31",0.766503147859871,"UMAP_KMEANS_45-20",41,"UMAP_KMEANS_45",20
"10","2_31",0.732411674911344,"tSNE_KMEANS_35-20",34,"tSNE_KMEANS_35",20
"11","2_31",0.762672828609322,"UMAP_KMEANS_45-25",40,"UMAP_KMEANS_45",25
"12","2_31",0.732411674911344,"tSNE_KMEANS_35-25",34,"tSNE_KMEANS_35",25
"13","2_31",0.746185151823083,"UMAP_KMEANS_45-30",38,"UMAP_KMEANS_45",30
"14","2_31",0.732411674911344,"tSNE_KMEANS_35-30",34,"tSNE_KMEANS_35",30
"15","2_31",0.735293875973717,"UMAP_KMEANS_45-35",37,"UMAP_KMEANS_45",35
"16","2_31",0.732411674911344,"tSNE_KMEANS_35-35",34,"tSNE_KMEANS_35",35
"17","2_31",0.734124780618616,"UMAP_KMEANS_45-40",36,"UMAP_KMEANS_45",40
"18","2_31",0.732411674911344,"tSNE_KMEANS_35-40",34,"tSNE_KMEANS_35",40
"19","2_31",0.734808060347392,"UMAP_KMEANS_45-45",35,"UMAP_KMEANS_45",45
"20","2_31",0.732411674911344,"tSNE_KMEANS_35-45",34,"tSNE_KMEANS_35",45
"21","2_31",0.745383744484254,"UMAP_KMEANS_45-50",34,"UMAP_KMEANS_45",50
"22","2_31",0.743343349388311,"tSNE_KMEANS_35-50",33,"tSNE_KMEANS_35",50
"23","2_31",0.755364894482472,"UMAP_KMEANS_45-55",33,"UMAP_KMEANS_45",55
"24","2_31",0.753168845852272,"tSNE_KMEANS_35-55",32,"tSNE_KMEANS_35",55
"25","2_31",0.764332294026229,"UMAP_KMEANS_45-60",32,"UMAP_KMEANS_45",60
"26","2_31",0.762192125153635,"tSNE_KMEANS_35-60",31,"tSNE_KMEANS_35",60
"27","2_31",0.764332294026229,"UMAP_KMEANS_45-65",32,"UMAP_KMEANS_45",65
"28","2_31",0.768987401942313,"tSNE_KMEANS_35-65",30,"tSNE_KMEANS_35",65
"29","2_31",0.778927776669563,"UMAP_KMEANS_45-70",30,"UMAP_KMEANS_45",70
"30","2_31",0.768987401942313,"tSNE_KMEANS_35-70",30,"tSNE_KMEANS_35",70
"31","2_31",0.794228327819909,"UMAP_KMEANS_45-75",27,"UMAP_KMEANS_45",75
"32","2_31",0.768987401942313,"tSNE_KMEANS_35-75",30,"tSNE_KMEANS_35",75
"33","2_31",0.794228327819909,"UMAP_KMEANS_45-80",27,"UMAP_KMEANS_45",80
"34","2_31",0.778655376434232,"tSNE_KMEANS_35-80",28,"tSNE_KMEANS_35",80
"35","2_31",0.794228327819909,"UMAP_KMEANS_45-85",27,"UMAP_KMEANS_45",85
"36","2_31",0.790895735554475,"tSNE_KMEANS_35-85",26,"tSNE_KMEANS_35",85
"37","2_31",0.794228327819909,"UMAP_KMEANS_45-90",27,"UMAP_KMEANS_45",90
"38","2_31",0.799518404934187,"tSNE_KMEANS_35-90",24,"tSNE_KMEANS_35",90
"39","2_31",0.800005624774375,"UMAP_KMEANS_45-95",25,"UMAP_KMEANS_45",95
"40","2_31",0.806599560401623,"tSNE_KMEANS_35-95",23,"tSNE_KMEANS_35",95
"41","2_31",0.806599560401623,"UMAP_KMEANS_45-100",23,"UMAP_KMEANS_45",100
"42","2_31",0.806599560401623,"tSNE_KMEANS_35-100",23,"tSNE_KMEANS_35",100
"43","2_30",0.672373434893105,"UMAP_KMEANS_40-00",40,"UMAP_KMEANS_40",0
"44","2_30",0.79735255761002,"tSNE_KMEANS_45-00",45,"tSNE_KMEANS_45",0
"45","2_30",0.65373098146793,"UMAP_KMEANS_40-05",39,"UMAP_KMEANS_40",5
"46","2_30",0.766272363194892,"tSNE_KMEANS_45-05",44,"tSNE_KMEANS_45",5
"47","2_30",0.65373098146793,"UMAP_KMEANS_40-10",39,"UMAP_KMEANS_40",10
"48","2_30",0.742802658021013,"tSNE_KMEANS_45-10",43,"tSNE_KMEANS_45",10
"49","2_30",0.65373098146793,"UMAP_KMEANS_40-15",39,"UMAP_KMEANS_40",15
"50","2_30",0.727917198239632,"tSNE_KMEANS_45-15",42,"tSNE_KMEANS_45",15
"51","2_30",0.65373098146793,"UMAP_KMEANS_40-20",39,"UMAP_KMEANS_40",20
"52","2_30",0.709603443895092,"tSNE_KMEANS_45-20",40,"tSNE_KMEANS_45",20
"53","2_30",0.65373098146793,"UMAP_KMEANS_40-25",39,"UMAP_KMEANS_40",25
"54","2_30",0.698491908962238,"tSNE_KMEANS_45-25",39,"tSNE_KMEANS_45",25
"55","2_30",0.65373098146793,"UMAP_KMEANS_40-30",39,"UMAP_KMEANS_40",30
"56","2_30",0.68500654235733,"tSNE_KMEANS_45-30",37,"tSNE_KMEANS_45",30
"57","2_30",0.662592268045158,"UMAP_KMEANS_40-35",38,"UMAP_KMEANS_40",35
"58","2_30",0.680389673842531,"tSNE_KMEANS_45-35",36,"tSNE_KMEANS_45",35
"59","2_30",0.670129978513233,"UMAP_KMEANS_40-40",37,"UMAP_KMEANS_40",40
"60","2_30",0.688275690066289,"tSNE_KMEANS_45-40",35,"tSNE_KMEANS_45",40
"61","2_30",0.688320314383262,"UMAP_KMEANS_40-45",35,"UMAP_KMEANS_40",45
"62","2_30",0.696470987335607,"tSNE_KMEANS_45-45",34,"tSNE_KMEANS_45",45
"63","2_30",0.698814509322292,"UMAP_KMEANS_40-50",34,"UMAP_KMEANS_40",50
"64","2_30",0.707691519634446,"tSNE_KMEANS_45-50",33,"tSNE_KMEANS_45",50
"65","2_30",0.716569669610522,"UMAP_KMEANS_40-55",32,"UMAP_KMEANS_40",55
"66","2_30",0.716044654917243,"tSNE_KMEANS_45-55",32,"tSNE_KMEANS_45",55
"67","2_30",0.723900743659573,"UMAP_KMEANS_40-60",31,"UMAP_KMEANS_40",60
"68","2_30",0.720955288781295,"tSNE_KMEANS_45-60",31,"tSNE_KMEANS_45",60
"69","2_30",0.732048642046519,"UMAP_KMEANS_40-65",29,"UMAP_KMEANS_40",65
"70","2_30",0.729444600107775,"tSNE_KMEANS_45-65",30,"tSNE_KMEANS_45",65
"71","2_30",0.743243245817465,"UMAP_KMEANS_40-70",27,"UMAP_KMEANS_40",70
"72","2_30",0.738338995718183,"tSNE_KMEANS_45-70",29,"tSNE_KMEANS_45",70
"73","2_30",0.751120824571457,"UMAP_KMEANS_40-75",25,"UMAP_KMEANS_40",75
"74","2_30",0.740394565097051,"tSNE_KMEANS_45-75",28,"tSNE_KMEANS_45",75
"75","2_30",0.751120824571457,"UMAP_KMEANS_40-80",25,"UMAP_KMEANS_40",80
"76","2_30",0.753981713554704,"tSNE_KMEANS_45-80",25,"tSNE_KMEANS_45",80
"77","2_30",0.761367136882503,"UMAP_KMEANS_40-85",23,"UMAP_KMEANS_40",85
"78","2_30",0.764728813046502,"tSNE_KMEANS_45-85",23,"tSNE_KMEANS_45",85
"79","2_30",0.657805021608833,"UMAP_KMEANS_40-90",22,"UMAP_KMEANS_40",90
"80","2_30",0.657805021608833,"tSNE_KMEANS_45-90",22,"tSNE_KMEANS_45",90
"81","2_30",0.657805021608833,"UMAP_KMEANS_40-95",22,"UMAP_KMEANS_40",95
"82","2_30",0.657805021608833,"tSNE_KMEANS_45-95",22,"tSNE_KMEANS_45",95
"83","2_30",0.657805021608833,"UMAP_KMEANS_40-100",22,"UMAP_KMEANS_40",100
"84","2_30",0.657805021608833,"tSNE_KMEANS_45-100",22,"tSNE_KMEANS_45",100
"85","2_14",0.99382217035811,"sc3_40-00",40,"sc3_40",0
"86","2_14",0.844032371265819,"tSNE_KMEANS_40-00",40,"tSNE_KMEANS_40",0
"87","2_14",0.958707996490729,"sc3_40-05",39,"sc3_40",5
"88","2_14",0.844032371265819,"tSNE_KMEANS_40-05",40,"tSNE_KMEANS_40",5
"89","2_14",0.958707996490729,"sc3_40-10",39,"sc3_40",10
"90","2_14",0.844032371265819,"tSNE_KMEANS_40-10",40,"tSNE_KMEANS_40",10
"91","2_14",0.930234554305904,"sc3_40-15",38,"sc3_40",15
"92","2_14",0.844032371265819,"tSNE_KMEANS_40-15",40,"tSNE_KMEANS_40",15
"93","2_14",0.930234554305904,"sc3_40-20",38,"sc3_40",20
"94","2_14",0.844032371265819,"tSNE_KMEANS_40-20",40,"tSNE_KMEANS_40",20
"95","2_14",0.930234554305904,"sc3_40-25",38,"sc3_40",25
"96","2_14",0.856248218720541,"tSNE_KMEANS_40-25",39,"tSNE_KMEANS_40",25
"97","2_14",0.930234554305904,"sc3_40-30",38,"sc3_40",30
"98","2_14",0.856248218720541,"tSNE_KMEANS_40-30",39,"tSNE_KMEANS_40",30
"99","2_14",0.930234554305904,"sc3_40-35",38,"sc3_40",35
"100","2_14",0.86654308946937,"tSNE_KMEANS_40-35",38,"tSNE_KMEANS_40",35
"101","2_14",0.930234554305904,"sc3_40-40",38,"sc3_40",40
"102","2_14",0.875567489928444,"tSNE_KMEANS_40-40",37,"tSNE_KMEANS_40",40
"103","2_14",0.930234554305904,"sc3_40-45",38,"sc3_40",45
"104","2_14",0.883592929243326,"tSNE_KMEANS_40-45",36,"tSNE_KMEANS_40",45
"105","2_14",0.930234554305904,"sc3_40-50",38,"sc3_40",50
"106","2_14",0.883592929243326,"tSNE_KMEANS_40-50",36,"tSNE_KMEANS_40",50
"107","2_14",0.930234554305904,"sc3_40-55",38,"sc3_40",55
"108","2_14",0.889424090066269,"tSNE_KMEANS_40-55",35,"tSNE_KMEANS_40",55
"109","2_14",0.930234554305904,"sc3_40-60",38,"sc3_40",60
"110","2_14",0.897518583146771,"tSNE_KMEANS_40-60",34,"tSNE_KMEANS_40",60
"111","2_14",0.930234554305904,"sc3_40-65",38,"sc3_40",65
"112","2_14",0.90261971883331,"tSNE_KMEANS_40-65",33,"tSNE_KMEANS_40",65
"113","2_14",0.930234554305904,"sc3_40-70",38,"sc3_40",70
"114","2_14",0.911241303726002,"tSNE_KMEANS_40-70",32,"tSNE_KMEANS_40",70
"115","2_14",0.930234554305904,"sc3_40-75",38,"sc3_40",75
"116","2_14",0.916204756457159,"tSNE_KMEANS_40-75",31,"tSNE_KMEANS_40",75
"117","2_14",0.930234554305904,"sc3_40-80",38,"sc3_40",80
"118","2_14",0.923838426405848,"tSNE_KMEANS_40-80",30,"tSNE_KMEANS_40",80
"119","2_14",0.930234554305904,"sc3_40-85",38,"sc3_40",85
"120","2_14",0.928401738969491,"tSNE_KMEANS_40-85",29,"tSNE_KMEANS_40",85
"121","2_14",0.930234554305904,"sc3_40-90",38,"sc3_40",90
"122","2_14",0.934586724477308,"tSNE_KMEANS_40-90",28,"tSNE_KMEANS_40",90
"123","2_14",0.930489556102342,"sc3_40-95",36,"sc3_40",95
"124","2_14",0.934586724477308,"tSNE_KMEANS_40-95",28,"tSNE_KMEANS_40",95
"125","2_14",0.932399752596696,"sc3_40-100",29,"sc3_40",100
"126","2_14",0.934586724477308,"tSNE_KMEANS_40-100",28,"tSNE_KMEANS_40",100
"127","2_36",0.844032371265819,"tSNE_KMEANS_40-00",40,"tSNE_KMEANS_40",0
"128","2_36",0.79735255761002,"tSNE_KMEANS_45-00",45,"tSNE_KMEANS_45",0
"129","2_36",0.817189449255693,"tSNE_KMEANS_40-05",39,"tSNE_KMEANS_40",5
"130","2_36",0.79735255761002,"tSNE_KMEANS_45-05",45,"tSNE_KMEANS_45",5
"131","2_36",0.774279216805031,"tSNE_KMEANS_40-10",38,"tSNE_KMEANS_40",10
"132","2_36",0.79735255761002,"tSNE_KMEANS_45-10",45,"tSNE_KMEANS_45",10
"133","2_36",0.774279216805031,"tSNE_KMEANS_40-15",38,"tSNE_KMEANS_40",15
"134","2_36",0.79735255761002,"tSNE_KMEANS_45-15",45,"tSNE_KMEANS_45",15
"135","2_36",0.774279216805031,"tSNE_KMEANS_40-20",38,"tSNE_KMEANS_40",20
"136","2_36",0.781977054872803,"tSNE_KMEANS_45-20",44,"tSNE_KMEANS_45",20
"137","2_36",0.774279216805031,"tSNE_KMEANS_40-25",38,"tSNE_KMEANS_40",25
"138","2_36",0.780378567746582,"tSNE_KMEANS_45-25",43,"tSNE_KMEANS_45",25
"139","2_36",0.774279216805031,"tSNE_KMEANS_40-30",38,"tSNE_KMEANS_40",30
"140","2_36",0.770925804854009,"tSNE_KMEANS_45-30",42,"tSNE_KMEANS_45",30
"141","2_36",0.774279216805031,"tSNE_KMEANS_40-35",38,"tSNE_KMEANS_40",35
"142","2_36",0.767875105820124,"tSNE_KMEANS_45-35",41,"tSNE_KMEANS_45",35
"143","2_36",0.774279216805031,"tSNE_KMEANS_40-40",38,"tSNE_KMEANS_40",40
"144","2_36",0.768756294079657,"tSNE_KMEANS_45-40",40,"tSNE_KMEANS_45",40
"145","2_36",0.786214637862595,"tSNE_KMEANS_40-45",37,"tSNE_KMEANS_40",45
"146","2_36",0.768756294079657,"tSNE_KMEANS_45-45",40,"tSNE_KMEANS_45",45
"147","2_36",0.796287257232125,"tSNE_KMEANS_40-50",36,"tSNE_KMEANS_40",50
"148","2_36",0.780208247743599,"tSNE_KMEANS_45-50",39,"tSNE_KMEANS_45",50
"149","2_36",0.796287257232125,"tSNE_KMEANS_40-55",36,"tSNE_KMEANS_40",55
"150","2_36",0.78883533050467,"tSNE_KMEANS_45-55",38,"tSNE_KMEANS_45",55
"151","2_36",0.8042671418804,"tSNE_KMEANS_40-60",35,"tSNE_KMEANS_40",60
"152","2_36",0.78883533050467,"tSNE_KMEANS_45-60",38,"tSNE_KMEANS_45",60
"153","2_36",0.8042671418804,"tSNE_KMEANS_40-65",35,"tSNE_KMEANS_40",65
"154","2_36",0.804400198886901,"tSNE_KMEANS_45-65",36,"tSNE_KMEANS_45",65
"155","2_36",0.80946402318992,"tSNE_KMEANS_40-70",34,"tSNE_KMEANS_40",70
"156","2_36",0.804400198886901,"tSNE_KMEANS_45-70",36,"tSNE_KMEANS_45",70
"157","2_36",0.818253229511821,"tSNE_KMEANS_40-75",33,"tSNE_KMEANS_40",75
"158","2_36",0.804400198886901,"tSNE_KMEANS_45-75",36,"tSNE_KMEANS_45",75
"159","2_36",0.818253229511821,"tSNE_KMEANS_40-80",33,"tSNE_KMEANS_40",80
"160","2_36",0.818537369232741,"tSNE_KMEANS_45-80",34,"tSNE_KMEANS_45",80
"161","2_36",0.823316489892249,"tSNE_KMEANS_40-85",32,"tSNE_KMEANS_40",85
"162","2_36",0.818537369232741,"tSNE_KMEANS_45-85",34,"tSNE_KMEANS_45",85
"163","2_36",0.82665622363732,"tSNE_KMEANS_40-90",31,"tSNE_KMEANS_40",90
"164","2_36",0.823772125359964,"tSNE_KMEANS_45-90",32,"tSNE_KMEANS_45",90
"165","2_36",0.84003709906377,"tSNE_KMEANS_40-95",29,"tSNE_KMEANS_40",95
"166","2_36",0.829300034073393,"tSNE_KMEANS_45-95",30,"tSNE_KMEANS_45",95
"167","2_36",0.84003709906377,"tSNE_KMEANS_40-100",29,"tSNE_KMEANS_40",100
"168","2_36",0.83869308112022,"tSNE_KMEANS_45-100",29,"tSNE_KMEANS_45",100
"169","2_16",0.988355824526768,"sc3_45-00",45,"sc3_45",0
"170","2_16",0.770537236197811,"UMAP_KMEANS_35-00",35,"UMAP_KMEANS_35",0
"171","2_16",0.954210883239515,"sc3_45-05",44,"sc3_45",5
"172","2_16",0.770537236197811,"UMAP_KMEANS_35-05",35,"UMAP_KMEANS_35",5
"173","2_16",0.925521358123499,"sc3_45-10",43,"sc3_45",10
"174","2_16",0.770537236197811,"UMAP_KMEANS_35-10",35,"UMAP_KMEANS_35",10
"175","2_16",0.925521358123499,"sc3_45-15",43,"sc3_45",15
"176","2_16",0.770537236197811,"UMAP_KMEANS_35-15",35,"UMAP_KMEANS_35",15
"177","2_16",0.89905345926941,"sc3_45-20",42,"sc3_45",20
"178","2_16",0.770537236197811,"UMAP_KMEANS_35-20",35,"UMAP_KMEANS_35",20
"179","2_16",0.89905345926941,"sc3_45-25",42,"sc3_45",25
"180","2_16",0.770537236197811,"UMAP_KMEANS_35-25",35,"UMAP_KMEANS_35",25
"181","2_16",0.874114421719321,"sc3_45-30",41,"sc3_45",30
"182","2_16",0.770537236197811,"UMAP_KMEANS_35-30",35,"UMAP_KMEANS_35",30
"183","2_16",0.874114421719321,"sc3_45-35",41,"sc3_45",35
"184","2_16",0.770537236197811,"UMAP_KMEANS_35-35",35,"UMAP_KMEANS_35",35
"185","2_16",0.851895831160213,"sc3_45-40",40,"sc3_45",40
"186","2_16",0.770537236197811,"UMAP_KMEANS_35-40",35,"UMAP_KMEANS_35",40
"187","2_16",0.851895831160213,"sc3_45-45",40,"sc3_45",45
"188","2_16",0.782511637424821,"UMAP_KMEANS_35-45",34,"UMAP_KMEANS_35",45
"189","2_16",0.851895831160213,"sc3_45-50",40,"sc3_45",50
"190","2_16",0.793718151534228,"UMAP_KMEANS_35-50",33,"UMAP_KMEANS_35",50
"191","2_16",0.851895831160213,"sc3_45-55",40,"sc3_45",55
"192","2_16",0.804363992683384,"UMAP_KMEANS_35-55",32,"UMAP_KMEANS_35",55
"193","2_16",0.851895831160213,"sc3_45-60",40,"sc3_45",60
"194","2_16",0.814489544613635,"UMAP_KMEANS_35-60",31,"UMAP_KMEANS_35",60
"195","2_16",0.851895831160213,"sc3_45-65",40,"sc3_45",65
"196","2_16",0.82412854231421,"UMAP_KMEANS_35-65",30,"UMAP_KMEANS_35",65
"197","2_16",0.851895831160213,"sc3_45-70",40,"sc3_45",70
"198","2_16",0.833170550717039,"UMAP_KMEANS_35-70",29,"UMAP_KMEANS_35",70
"199","2_16",0.851895831160213,"sc3_45-75",40,"sc3_45",75
"200","2_16",0.841279158697616,"UMAP_KMEANS_35-75",28,"UMAP_KMEANS_35",75
"201","2_16",0.851895831160213,"sc3_45-80",40,"sc3_45",80
"202","2_16",0.848045100403174,"UMAP_KMEANS_35-80",27,"UMAP_KMEANS_35",80
"203","2_16",0.851895831160213,"sc3_45-85",40,"sc3_45",85
"204","2_16",0.854189744220022,"UMAP_KMEANS_35-85",26,"UMAP_KMEANS_35",85
"205","2_16",0.851895831160213,"sc3_45-90",40,"sc3_45",90
"206","2_16",0.860753102359312,"UMAP_KMEANS_35-90",25,"UMAP_KMEANS_35",90
"207","2_16",0.855137920503837,"sc3_45-95",36,"sc3_45",95
"208","2_16",0.860753102359312,"UMAP_KMEANS_35-95",25,"UMAP_KMEANS_35",95
"209","2_16",0.857865996099754,"sc3_45-100",26,"sc3_45",100
"210","2_16",0.860753102359312,"UMAP_KMEANS_35-100",25,"UMAP_KMEANS_35",100
"211","3_7",0.998061322591547,"sc3_35-00",35,"sc3_35",0
"212","3_7",0.99382217035811,"sc3_40-00",40,"sc3_40",0
"213","3_7",0.79735255761002,"tSNE_KMEANS_45-00",45,"tSNE_KMEANS_45",0
"214","3_7",0.998061322591547,"sc3_35-05",35,"sc3_35",5
"215","3_7",0.99382217035811,"sc3_40-05",40,"sc3_40",5
"216","3_7",0.810275807351065,"tSNE_KMEANS_45-05",44,"tSNE_KMEANS_45",5
"217","3_7",0.998061322591547,"sc3_35-10",35,"sc3_35",10
"218","3_7",0.99382217035811,"sc3_40-10",40,"sc3_40",10
"219","3_7",0.822201891414198,"tSNE_KMEANS_45-10",43,"tSNE_KMEANS_45",10
"220","3_7",0.998061322591547,"sc3_35-15",35,"sc3_35",15
"221","3_7",0.99382217035811,"sc3_40-15",40,"sc3_40",15
"222","3_7",0.832543718466553,"tSNE_KMEANS_45-15",42,"tSNE_KMEANS_45",15
"223","3_7",0.998061322591547,"sc3_35-20",35,"sc3_35",20
"224","3_7",0.99382217035811,"sc3_40-20",40,"sc3_40",20
"225","3_7",0.832543718466553,"tSNE_KMEANS_45-20",42,"tSNE_KMEANS_45",20
"226","3_7",0.998061322591547,"sc3_35-25",35,"sc3_35",25
"227","3_7",0.99382217035811,"sc3_40-25",40,"sc3_40",25
"228","3_7",0.841796601491603,"tSNE_KMEANS_45-25",41,"tSNE_KMEANS_45",25
"229","3_7",0.998061322591547,"sc3_35-30",35,"sc3_35",30
"230","3_7",0.99382217035811,"sc3_40-30",40,"sc3_40",30
"231","3_7",0.850491953463994,"tSNE_KMEANS_45-30",40,"tSNE_KMEANS_45",30
"232","3_7",0.998061322591547,"sc3_35-35",35,"sc3_35",35
"233","3_7",0.99382217035811,"sc3_40-35",40,"sc3_40",35
"234","3_7",0.858649064853031,"tSNE_KMEANS_45-35",39,"tSNE_KMEANS_45",35
"235","3_7",0.998061322591547,"sc3_35-40",35,"sc3_35",40
"236","3_7",0.99382217035811,"sc3_40-40",40,"sc3_40",40
"237","3_7",0.866162723361056,"tSNE_KMEANS_45-40",38,"tSNE_KMEANS_45",40
"238","3_7",0.998061322591547,"sc3_35-45",35,"sc3_35",45
"239","3_7",0.99382217035811,"sc3_40-45",40,"sc3_40",45
"240","3_7",0.871378094363664,"tSNE_KMEANS_45-45",37,"tSNE_KMEANS_45",45
"241","3_7",0.998061322591547,"sc3_35-50",35,"sc3_35",50
"242","3_7",0.99382217035811,"sc3_40-50",40,"sc3_40",50
"243","3_7",0.880376857532789,"tSNE_KMEANS_45-50",36,"tSNE_KMEANS_45",50
"244","3_7",0.998061322591547,"sc3_35-55",35,"sc3_35",55
"245","3_7",0.99382217035811,"sc3_40-55",40,"sc3_40",55
"246","3_7",0.880376857532789,"tSNE_KMEANS_45-55",36,"tSNE_KMEANS_45",55
"247","3_7",0.998061322591547,"sc3_35-60",35,"sc3_35",60
"248","3_7",0.99382217035811,"sc3_40-60",40,"sc3_40",60
"249","3_7",0.884841703271499,"tSNE_KMEANS_45-60",35,"tSNE_KMEANS_45",60
"250","3_7",0.998061322591547,"sc3_35-65",35,"sc3_35",65
"251","3_7",0.99382217035811,"sc3_40-65",40,"sc3_40",65
"252","3_7",0.891712142550816,"tSNE_KMEANS_45-65",34,"tSNE_KMEANS_45",65
"253","3_7",0.998061322591547,"sc3_35-70",35,"sc3_35",70
"254","3_7",0.99382217035811,"sc3_40-70",40,"sc3_40",70
"255","3_7",0.895915890148146,"tSNE_KMEANS_45-70",33,"tSNE_KMEANS_45",70
"256","3_7",0.998061322591547,"sc3_35-75",35,"sc3_35",75
"257","3_7",0.99382217035811,"sc3_40-75",40,"sc3_40",75
"258","3_7",0.90327522374732,"tSNE_KMEANS_45-75",32,"tSNE_KMEANS_45",75
"259","3_7",0.998061322591547,"sc3_35-80",35,"sc3_35",80
"260","3_7",0.99382217035811,"sc3_40-80",40,"sc3_40",80
"261","3_7",0.905396060041657,"tSNE_KMEANS_45-80",31,"tSNE_KMEANS_45",80
"262","3_7",0.998061322591547,"sc3_35-85",35,"sc3_35",85
"263","3_7",0.99382217035811,"sc3_40-85",40,"sc3_40",85
"264","3_7",0.914085119740763,"tSNE_KMEANS_45-85",29,"tSNE_KMEANS_45",85
"265","3_7",0.998061322591547,"sc3_35-90",35,"sc3_35",90
"266","3_7",0.99382217035811,"sc3_40-90",40,"sc3_40",90
"267","3_7",0.919385436764821,"tSNE_KMEANS_45-90",28,"tSNE_KMEANS_45",90
"268","3_7",0.998061322591547,"sc3_35-95",35,"sc3_35",95
"269","3_7",0.994514788235859,"sc3_40-95",39,"sc3_40",95
"270","3_7",0.919385436764821,"tSNE_KMEANS_45-95",28,"tSNE_KMEANS_45",95
"271","3_7",0.998460443121422,"sc3_35-100",33,"sc3_35",100
"272","3_7",0.997353363665644,"sc3_40-100",31,"sc3_40",100
"273","3_7",0.919385436764821,"tSNE_KMEANS_45-100",28,"tSNE_KMEANS_45",100
"274","3_26",0.998061322591547,"sc3_35-00",35,"sc3_35",0
"275","3_26",0.753605733475748,"tSNE_KMEANS_35-00",35,"tSNE_KMEANS_35",0
"276","3_26",0.844032371265819,"tSNE_KMEANS_40-00",40,"tSNE_KMEANS_40",0
"277","3_26",0.962161108907992,"sc3_35-05",34,"sc3_35",5
"278","3_26",0.753605733475748,"tSNE_KMEANS_35-05",35,"tSNE_KMEANS_35",5
"279","3_26",0.844032371265819,"tSNE_KMEANS_40-05",40,"tSNE_KMEANS_40",5
"280","3_26",0.9328373623709,"sc3_35-10",33,"sc3_35",10
"281","3_26",0.753605733475748,"tSNE_KMEANS_35-10",35,"tSNE_KMEANS_35",10
"282","3_26",0.844032371265819,"tSNE_KMEANS_40-10",40,"tSNE_KMEANS_40",10
"283","3_26",0.9328373623709,"sc3_35-15",33,"sc3_35",15
"284","3_26",0.753605733475748,"tSNE_KMEANS_35-15",35,"tSNE_KMEANS_35",15
"285","3_26",0.844032371265819,"tSNE_KMEANS_40-15",40,"tSNE_KMEANS_40",15
"286","3_26",0.9328373623709,"sc3_35-20",33,"sc3_35",20
"287","3_26",0.7646456783588,"tSNE_KMEANS_35-20",34,"tSNE_KMEANS_35",20
"288","3_26",0.844032371265819,"tSNE_KMEANS_40-20",40,"tSNE_KMEANS_40",20
"289","3_26",0.9328373623709,"sc3_35-25",33,"sc3_35",25
"290","3_26",0.773890549422908,"tSNE_KMEANS_35-25",33,"tSNE_KMEANS_35",25
"291","3_26",0.844032371265819,"tSNE_KMEANS_40-25",40,"tSNE_KMEANS_40",25
"292","3_26",0.9328373623709,"sc3_35-30",33,"sc3_35",30
"293","3_26",0.773890549422908,"tSNE_KMEANS_35-30",33,"tSNE_KMEANS_35",30
"294","3_26",0.853395829981154,"tSNE_KMEANS_40-30",39,"tSNE_KMEANS_40",30
"295","3_26",0.9328373623709,"sc3_35-35",33,"sc3_35",35
"296","3_26",0.780849880826732,"tSNE_KMEANS_35-35",32,"tSNE_KMEANS_35",35
"297","3_26",0.853395829981154,"tSNE_KMEANS_40-35",39,"tSNE_KMEANS_40",35
"298","3_26",0.9328373623709,"sc3_35-40",33,"sc3_35",40
"299","3_26",0.780849880826732,"tSNE_KMEANS_35-40",32,"tSNE_KMEANS_35",40
"300","3_26",0.868034187848308,"tSNE_KMEANS_40-40",37,"tSNE_KMEANS_40",40
"301","3_26",0.9328373623709,"sc3_35-45",33,"sc3_35",45
"302","3_26",0.780849880826732,"tSNE_KMEANS_35-45",32,"tSNE_KMEANS_35",45
"303","3_26",0.873394212778231,"tSNE_KMEANS_40-45",36,"tSNE_KMEANS_40",45
"304","3_26",0.9328373623709,"sc3_35-50",33,"sc3_35",50
"305","3_26",0.780849880826732,"tSNE_KMEANS_35-50",32,"tSNE_KMEANS_35",50
"306","3_26",0.882450695004079,"tSNE_KMEANS_40-50",35,"tSNE_KMEANS_40",50
"307","3_26",0.9328373623709,"sc3_35-55",33,"sc3_35",55
"308","3_26",0.780849880826732,"tSNE_KMEANS_35-55",32,"tSNE_KMEANS_35",55
"309","3_26",0.893984387099551,"tSNE_KMEANS_40-55",33,"tSNE_KMEANS_40",55
"310","3_26",0.9328373623709,"sc3_35-60",33,"sc3_35",60
"311","3_26",0.780849880826732,"tSNE_KMEANS_35-60",32,"tSNE_KMEANS_35",60
"312","3_26",0.899096274838505,"tSNE_KMEANS_40-60",32,"tSNE_KMEANS_40",60
"313","3_26",0.9328373623709,"sc3_35-65",33,"sc3_35",65
