"","0.3,30","0.3,50","0.3,100","0.4,30","0.4,50","0.4,100","0.5,30","0.5,50","0.5,100","0.6,30","0.6,50","0.6,100","0.7,30","0.7,50","0.7,100","0.8,30","0.8,50","0.8,100","0.9,30","0.9,50","0.9,100","1,30","1,50","1,100","1.1,30","1.1,50","1.1,100","1.2,30","1.2,50","1.2,100","1.3,30","1.3,50","1.3,100","1.4,30","1.4,50","1.4,100","1.5,30","1.5,50","1.5,100","1.6,30","1.6,50","1.6,100","1.7,30","1.7,50","1.7,100","1.8,30","1.8,50","1.8,100","1.9,30","1.9,50","1.9,100","2,30","2,50","2,100","2.1,30","2.1,50","2.1,100","2.2,30","2.2,50","2.2,100","2.3,30","2.3,50","2.3,100","2.4,30","2.4,50","2.4,100","2.5,30","2.5,50","2.5,100","cells"
"Cell3030",15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,14,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,14,14,15,15,14,15,15,14,15,15,14,15,14,14,15,14,14,15,14,14,15,15,14,15,14,14,"Cell3030"
"Cell3031",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell3031"
"Cell3032",23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,"Cell3032"
"Cell3033",13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,"Cell3033"
"Cell3034",13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,"Cell3034"
"Cell3035",10,12,10,10,11,10,10,12,10,10,11,10,10,12,10,10,11,10,10,10,10,10,12,10,10,12,10,10,10,10,10,10,10,10,11,10,10,11,10,10,12,10,10,12,10,10,12,10,10,12,10,10,11,10,10,11,10,10,11,10,10,11,10,10,12,10,10,11,10,"Cell3035"
"Cell3036",15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,14,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,14,14,15,15,14,15,15,14,15,15,14,15,14,14,15,14,14,15,14,14,15,15,14,15,14,14,"Cell3036"
"Cell3037",20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,20,19,20,19,19,20,19,19,20,20,19,20,20,19,20,20,19,20,20,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,"Cell3037"
"Cell3038",21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,"Cell3038"
"Cell3039",13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,"Cell3039"
"Cell3040",20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,20,19,20,19,19,20,19,19,20,20,19,20,20,19,20,20,19,20,20,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,"Cell3040"
"Cell3041",20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,20,19,20,19,19,20,19,19,20,20,19,20,20,19,20,20,19,20,20,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,"Cell3041"
"Cell3042",25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,"Cell3042"
"Cell3043",12,10,12,12,12,12,12,10,12,12,12,12,12,10,12,12,10,12,12,11,12,12,10,12,12,10,12,12,11,12,12,11,12,12,12,12,12,12,12,12,10,12,12,11,12,12,10,12,12,10,12,12,12,12,12,10,12,12,12,12,12,10,12,12,10,12,12,12,12,"Cell3043"
"Cell3044",22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,"Cell3044"
"Cell3045",28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,"Cell3045"
"Cell3046",8,7,7,8,8,7,8,7,7,8,8,7,8,7,7,8,7,7,8,8,7,8,7,7,8,7,7,8,8,7,8,8,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,7,8,8,7,8,8,7,8,8,7,8,7,7,8,8,7,"Cell3046"
"Cell3047",17,17,17,17,18,17,17,17,17,17,18,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,18,17,17,18,17,17,18,17,17,18,17,17,17,17,17,16,17,17,17,17,17,17,17,17,18,17,17,17,17,17,18,17,17,17,17,17,17,17,17,18,17,"Cell3047"
"Cell3048",17,17,17,17,18,17,17,17,17,17,18,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,17,18,17,17,18,17,17,18,17,17,18,17,17,17,17,17,16,17,17,17,17,17,17,17,17,18,17,17,17,17,17,18,17,17,17,17,17,17,17,17,18,17,"Cell3048"
"Cell3049",15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,14,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,14,14,15,15,14,15,15,14,15,15,14,15,14,14,15,14,14,15,14,14,15,15,14,15,14,14,"Cell3049"
"Cell3050",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Cell3050"
"Cell3051",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Cell3051"
"Cell3052",12,10,12,12,12,12,12,10,12,12,12,12,12,10,12,12,10,12,12,11,12,12,10,12,12,10,12,12,11,12,12,11,12,12,12,12,12,12,12,12,10,12,12,11,12,12,10,12,12,10,12,12,12,12,12,10,12,12,12,12,12,10,12,12,10,12,12,12,12,"Cell3052"
"Cell3053",21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,"Cell3053"
"Cell3054",23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,"Cell3054"
"Cell3055",26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,27,26,"Cell3055"
"Cell3056",27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,27,27,27,27,27,27,27,27,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,27,27,27,27,27,27,27,27,26,27,"Cell3056"
"Cell3057",25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,"Cell3057"
"Cell3058",28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,"Cell3058"
"Cell3059",23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,"Cell3059"
"Cell3060",21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,"Cell3060"
"Cell3061",10,12,10,10,11,10,10,12,10,10,11,10,10,12,10,10,11,10,10,10,10,10,12,10,10,12,10,10,10,10,10,10,10,10,11,10,10,11,10,10,12,10,10,12,10,10,12,10,10,12,10,10,11,10,10,11,10,10,11,10,10,11,10,10,12,10,10,11,10,"Cell3061"
"Cell3062",25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,"Cell3062"
"Cell3063",7,8,8,7,7,8,7,8,8,7,7,8,7,8,8,7,8,8,7,7,8,7,8,8,7,8,8,7,7,8,7,7,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,7,8,7,7,8,7,7,8,7,8,8,7,7,8,"Cell3063"
"Cell3064",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Cell3064"
"Cell3065",25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,"Cell3065"
"Cell3066",10,12,10,10,11,10,10,12,10,10,11,10,10,12,10,10,11,10,10,10,10,10,12,10,10,12,10,10,10,10,10,10,10,10,11,10,10,11,10,10,12,10,10,12,10,10,12,10,10,12,10,10,11,10,10,11,10,10,11,10,10,11,10,10,12,10,10,11,10,"Cell3066"
"Cell3067",22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,"Cell3067"
"Cell3068",20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,20,19,20,19,19,20,19,19,20,20,19,20,20,19,20,20,19,20,20,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,20,19,19,"Cell3068"
"Cell3069",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"Cell3069"
"Cell3070",30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,"Cell3070"
"Cell3071",22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,"Cell3071"
"Cell3072",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Cell3072"
"Cell3073",19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,19,20,19,20,20,19,20,20,19,19,20,19,19,20,19,19,20,19,19,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,"Cell3073"
"Cell3074",11,11,11,11,10,11,11,11,11,11,10,11,11,11,11,11,12,11,11,12,11,11,11,11,11,11,11,11,12,11,11,12,11,11,10,11,11,10,11,11,11,11,11,10,11,11,11,11,11,11,11,11,10,11,11,12,11,11,10,11,11,12,11,11,11,11,11,10,11,"Cell3074"
"Cell3075",22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,"Cell3075"
"Cell3076",11,11,11,11,10,11,11,11,11,11,10,11,11,11,11,11,12,11,11,12,11,11,11,11,11,11,11,11,12,11,11,12,11,11,10,11,11,10,11,11,11,11,11,10,11,11,11,11,11,11,11,11,10,11,11,12,11,11,10,11,11,12,11,11,11,11,11,10,11,"Cell3076"
"Cell3077",8,7,7,8,8,7,8,7,7,8,8,7,8,7,7,8,7,7,8,8,7,8,7,7,8,7,7,8,8,7,8,8,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,7,8,8,7,8,8,7,8,8,7,8,7,7,8,8,7,"Cell3077"
"Cell3078",15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,14,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,14,14,15,15,14,15,15,14,15,15,14,15,14,14,15,14,14,15,14,14,15,15,14,15,14,14,"Cell3078"
"Cell3079",13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,"Cell3079"
"Cell3080",12,10,12,12,12,12,12,10,12,12,12,12,12,10,12,12,10,12,12,11,12,12,10,12,12,10,12,12,11,12,12,11,12,12,12,12,12,12,12,12,10,12,12,11,12,12,10,12,12,10,12,12,12,12,12,10,12,12,12,12,12,10,12,12,10,12,12,12,12,"Cell3080"
"Cell3081",10,12,10,10,11,10,10,12,10,10,11,10,10,12,10,10,11,10,10,10,10,10,12,10,10,12,10,10,10,10,10,10,10,10,11,10,10,11,10,10,12,10,10,12,10,10,12,10,10,12,10,10,11,10,10,11,10,10,11,10,10,11,10,10,12,10,10,11,10,"Cell3081"
"Cell3082",11,11,11,11,10,11,11,11,11,11,10,11,11,11,11,11,12,11,11,12,11,11,11,11,11,11,11,11,12,11,11,12,11,11,10,11,11,10,11,11,11,11,11,10,11,11,11,11,11,11,11,11,10,11,11,12,11,11,10,11,11,12,11,11,11,11,11,10,11,"Cell3082"
"Cell3083",14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,15,15,14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,15,15,14,14,15,14,14,15,14,14,15,14,15,15,14,15,15,14,15,15,14,14,15,14,15,15,"Cell3083"
"Cell3084",30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,"Cell3084"
"Cell3085",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Cell3085"
"Cell3086",7,8,8,7,7,8,7,8,8,7,7,8,7,8,8,7,8,8,7,7,8,7,8,8,7,8,8,7,7,8,7,7,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,7,8,7,7,8,7,7,8,7,8,8,7,7,8,"Cell3086"
"Cell3087",14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,15,15,14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,15,15,14,14,15,14,14,15,14,14,15,14,15,15,14,15,15,14,15,15,14,14,15,14,15,15,"Cell3087"
"Cell3088",14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,15,15,14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,15,15,14,14,15,14,14,15,14,14,15,14,15,15,14,15,15,14,15,15,14,14,15,14,15,15,"Cell3088"
"Cell3089",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Cell3089"
"Cell3090",28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,"Cell3090"
"Cell3091",10,12,10,10,11,10,10,12,10,10,11,10,10,12,10,10,11,10,10,10,10,10,12,10,10,12,10,10,10,10,10,10,10,10,11,10,10,11,10,10,12,10,10,12,10,10,12,10,10,12,10,10,11,10,10,11,10,10,11,10,10,11,10,10,12,10,10,11,10,"Cell3091"
"Cell3092",27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,27,27,27,27,27,27,27,27,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,27,27,27,27,27,27,27,27,26,27,"Cell3092"
"Cell3093",18,18,16,18,16,16,18,18,16,18,16,16,18,18,16,18,18,16,18,17,16,18,18,16,18,18,16,18,17,16,18,17,16,18,17,16,18,17,16,18,18,16,18,18,16,18,18,16,18,18,16,18,17,16,18,18,16,18,17,16,18,18,16,18,18,16,18,17,16,"Cell3093"
"Cell3094",13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,"Cell3094"
"Cell3095",13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,"Cell3095"
"Cell3096",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Cell3096"
"Cell3097",12,10,12,12,12,12,12,10,12,12,12,12,12,10,12,12,10,12,12,11,12,12,10,12,12,10,12,12,11,12,12,11,12,12,12,12,12,12,12,12,10,12,12,11,12,12,10,12,12,10,12,12,12,12,12,10,12,12,12,12,12,10,12,12,10,12,12,12,12,"Cell3097"
"Cell3098",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Cell3098"
"Cell3099",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Cell3099"
"Cell3100",15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,14,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,14,14,15,15,14,15,15,14,15,15,14,15,14,14,15,14,14,15,14,14,15,15,14,15,14,14,"Cell3100"
"Cell3101",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Cell3101"
"Cell3102",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell3102"
"Cell3103",12,10,12,12,12,12,12,10,12,12,12,12,12,10,12,12,10,12,12,11,12,12,10,12,12,10,12,12,11,12,12,11,12,12,12,12,12,12,12,12,10,12,12,11,12,12,10,12,12,10,12,12,12,12,12,10,12,12,12,12,12,10,12,12,10,12,12,12,12,"Cell3103"
"Cell3104",24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,"Cell3104"
"Cell3105",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Cell3105"
"Cell3106",29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,"Cell3106"
"Cell3107",28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,"Cell3107"
"Cell3108",25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,"Cell3108"
"Cell3109",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell3109"
"Cell3110",7,8,8,7,7,8,7,8,8,7,7,8,7,8,8,7,8,8,7,7,8,7,8,8,7,8,8,7,7,8,7,7,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,8,8,7,7,8,7,7,8,7,7,8,7,8,8,7,7,8,"Cell3110"
"Cell3111",8,7,7,8,8,7,8,7,7,8,8,7,8,7,7,8,7,7,8,8,7,8,7,7,8,7,7,8,8,7,8,8,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,7,8,7,7,8,8,7,8,8,7,8,8,7,8,7,7,8,8,7,"Cell3111"
"Cell3112",14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,15,15,14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,14,15,14,15,15,14,14,15,14,14,15,14,14,15,14,15,15,14,15,15,14,15,15,14,14,15,14,15,15,"Cell3112"
"Cell3113",13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,"Cell3113"
"Cell3114",11,11,11,11,10,11,11,11,11,11,10,11,11,11,11,11,12,11,11,12,11,11,11,11,11,11,11,11,12,11,11,12,11,11,10,11,11,10,11,11,11,11,11,10,11,11,11,11,11,11,11,11,10,11,11,12,11,11,10,11,11,12,11,11,11,11,11,10,11,"Cell3114"
"Cell3115",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Cell3115"
"Cell3116",30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,"Cell3116"
"Cell3117",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Cell3117"
