cells,SC3-00,UMAP_KMEANS-00,TSNE_KMEANS-00,SC3-05,UMAP_KMEANS-05,TSNE_KMEANS-05,SC3-10,UMAP_KMEANS-10,TSNE_KMEANS-10,SC3-15,UMAP_KMEANS-15,TSNE_KMEANS-15,SC3-20,UMAP_KMEANS-20,TSNE_KMEANS-20,SC3-25,UMAP_KMEANS-25,TSNE_KMEANS-25,SC3-30,UMAP_KMEANS-30,TSNE_KMEANS-30,SC3-35,UMAP_KMEANS-35,TSNE_KMEANS-35,SC3-40,UMAP_KMEANS-40,TSNE_KMEANS-40,SC3-45,UMAP_KMEANS-45,TSNE_KMEANS-45,SC3-50,UMAP_KMEANS-50,TSNE_KMEANS-50,SC3-55,UMAP_KMEANS-55,TSNE_KMEANS-55,SC3-60,UMAP_KMEANS-60,TSNE_KMEANS-60,SC3-65,UMAP_KMEANS-65,TSNE_KMEANS-65,SC3-70,UMAP_KMEANS-70,TSNE_KMEANS-70,SC3-75,UMAP_KMEANS-75,TSNE_KMEANS-75,SC3-80,UMAP_KMEANS-80,TSNE_KMEANS-80,SC3-85,UMAP_KMEANS-85,TSNE_KMEANS-85,SC3-90,UMAP_KMEANS-90,TSNE_KMEANS-90,SC3-95,UMAP_KMEANS-95,TSNE_KMEANS-95,SC3-100,UMAP_KMEANS-100,TSNE_KMEANS-100
Cell1243,25,16,31,25,16,31,25,16,31,25,16,31,25,16,31,25,16,31,25,16,31,25,16,31,25,16,31,25,16,31,25,16,31,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29
Cell1244,8,39,38,8,39,38,8,39,38,8,39,38,8,39,38,8,39,38,8,39,38,8,39,38,8,39,38,8,39,38,8,39,38,8,39,38,8,39,38,8,39,38,8,39,38,8,39,38,8,39,38,8,39,38,8,10,4,8,10,4,8,10,4
Cell1245,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14
Cell1246,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3
Cell1247,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3
Cell1248,8,14,23,8,14,23,8,14,23,8,14,23,8,14,23,8,14,23,8,14,23,8,14,23,8,14,23,8,14,23,8,14,23,8,14,23,8,14,23,8,14,23,8,14,23,8,14,23,8,14,23,8,14,23,8,10,4,8,10,4,8,10,4
Cell1249,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26
Cell125,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,27,18
Cell1250,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3
Cell1251,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3
Cell1252,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,4,11,2,4,11,2,4,11,2,4,11
Cell1253,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,27,18
Cell1254,8,14,10,8,14,10,8,14,10,8,14,10,8,14,10,8,14,10,8,14,10,8,14,10,8,14,10,8,14,10,8,14,10,8,14,10,8,14,10,8,14,10,8,14,10,8,14,10,8,14,10,8,14,10,8,10,4,8,10,4,8,10,4
Cell1255,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35
Cell1256,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,11,3,26,11,3,26,11,3,26
Cell1257,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8
Cell1258,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20
Cell1259,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26
Cell126,31,23,30,31,23,30,31,23,30,31,23,30,31,23,30,31,21,30,31,21,30,31,21,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16
Cell1260,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21
Cell1261,16,38,28,16,38,28,16,38,28,16,38,28,16,38,28,16,38,28,16,38,28,16,38,28,16,38,28,16,38,28,16,38,28,16,38,28,16,38,28,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17
Cell1262,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3
Cell1263,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26
Cell1264,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,29,18,34,27,18,34,27,18,34,27,18,34,27,18,34,27,18,22,27,18
Cell1265,5,24,37,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9
Cell1266,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26
Cell1267,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32
Cell1268,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16
Cell1269,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16,40,9,16
Cell127,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8
Cell1270,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,36,29,31,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3
Cell1271,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20
Cell1272,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35
Cell1273,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5
Cell1274,39,34,1,39,34,1,39,34,1,39,34,1,39,34,1,39,34,1,39,34,1,39,34,1,39,34,1,39,34,1,39,34,1,39,34,1,39,34,1,39,34,1,39,34,1,39,34,1,39,34,1,39,34,1,28,34,1,28,34,1,28,34,1
Cell1275,3,19,12,3,19,12,3,19,12,3,19,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12
Cell1276,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17
Cell1277,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16
Cell1278,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2
Cell1279,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26,1,28,26
Cell128,8,14,38,8,14,38,8,14,38,8,14,38,8,14,38,8,14,38,8,14,38,8,14,38,8,14,38,8,14,38,8,14,38,8,14,38,8,14,38,8,14,38,8,14,38,8,14,38,8,14,38,8,14,38,8,10,4,8,10,4,8,10,4
Cell1280,31,21,30,31,21,30,31,21,30,31,21,30,31,21,30,31,21,30,31,21,30,31,21,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16
Cell1281,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,22,11,2,4,11,2,4,11,2,4,11,2,4,11
Cell1282,21,9,30,21,9,30,21,9,30,21,9,30,21,9,30,21,9,30,21,9,30,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16
Cell1283,30,34,27,30,34,27,30,34,27,30,34,27,30,34,27,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1
Cell1284,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9
Cell1285,24,6,39,24,6,39,24,6,39,24,6,39,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3
Cell1286,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17
Cell1287,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35
Cell1288,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2
Cell1289,26,13,33,26,13,33,26,13,33,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13
Cell129,26,13,33,26,13,33,26,13,33,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13,13
Cell1290,17,7,21,17,7,21,17,7,21,17,7,21,17,7,21,17,7,21,17,7,21,17,7,21,17,7,21,17,7,21,17,7,21,17,7,21,17,7,21,17,7,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21
Cell1291,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9,5,24,9
Cell1292,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1
Cell1293,30,34,27,30,34,27,30,34,27,30,34,27,30,34,27,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1
Cell1294,21,9,30,21,9,30,21,9,30,21,9,30,21,9,30,21,9,30,21,9,30,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16
Cell1295,24,6,39,24,6,39,24,6,39,24,6,39,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3
Cell1296,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12
Cell1297,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16
Cell1298,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2
Cell1299,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3
Cell13,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3
Cell130,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3
Cell1300,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,20,32,26,11,3,26,11,3,26,11,3,26
Cell1301,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,27,18
Cell1302,28,34,6,28,34,6,28,34,6,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1
Cell1303,14,28,40,14,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7
Cell1304,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14
Cell1305,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20
Cell1306,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26,11,3,26
Cell1307,17,18,25,17,18,25,17,18,25,17,18,25,17,18,25,17,18,25,17,18,25,17,18,25,17,18,25,17,18,25,17,18,25,17,18,25,17,18,25,17,18,25,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21
Cell1308,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5
Cell1309,14,28,40,14,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7,1,28,7
Cell131,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14,7,8,14
Cell1310,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20
Cell1311,19,9,22,19,9,22,19,9,22,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16
Cell1312,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5
Cell1313,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20
Cell1314,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,35,18,34,29,18,34,27,18,34,27,18,34,27,18,34,27,18,34,27,18,22,27,18
Cell1315,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5
Cell1316,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,33,6,36,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3
Cell1317,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5,10,40,5
Cell1318,34,29,18,34,29,18,34,29,18,34,29,18,34,29,18,34,29,18,34,29,18,34,29,18,34,29,18,34,29,18,34,29,18,34,29,18,34,29,18,34,29,18,34,29,18,34,27,18,34,27,18,34,27,18,34,27,18,34,27,18,22,27,18
Cell1319,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,36,18,22,27,18
Cell132,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20
Cell1320,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,15,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8
Cell1321,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3
Cell1322,31,23,30,31,23,30,31,23,30,31,23,30,31,23,30,31,21,30,31,21,30,31,21,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16
Cell1323,24,6,39,24,6,39,24,6,39,24,6,39,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3,24,6,3
Cell1324,30,34,27,30,34,27,30,34,27,30,34,27,30,34,27,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1,28,34,1
Cell1325,17,7,25,17,7,25,17,7,25,17,7,25,17,7,25,17,7,25,17,7,25,17,7,25,17,7,25,17,7,25,17,7,25,17,7,25,17,7,25,17,7,25,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21,17,5,21
Cell1326,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16
Cell1327,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32,13,12,32
Cell1328,32,25,8,32,25,8,32,25,8,32,25,8,32,25,8,32,25,8,32,25,8,32,25,8,32,25,8,32,25,8,32,25,8,32,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8,9,25,8
Cell1329,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2,18,1,2
Cell133,16,33,17,16,33,17,16,33,17,16,33,17,16,33,17,16,33,17,16,33,17,16,33,17,16,33,17,16,33,17,16,33,17,16,33,17,16,33,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17,16,20,17
Cell1330,19,9,22,19,9,22,19,9,22,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16,19,9,16
Cell1331,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20,27,26,20
Cell1332,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29,25,2,29
Cell1333,3,19,12,3,19,12,3,19,12,3,19,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12,3,17,12
