"","0.3,30","0.3,50","0.3,100","0.4,30","0.4,50","0.4,100","0.5,30","0.5,50","0.5,100","0.6,30","0.6,50","0.6,100","0.7,30","0.7,50","0.7,100","0.8,30","0.8,50","0.8,100","0.9,30","0.9,50","0.9,100","1,30","1,50","1,100","1.1,30","1.1,50","1.1,100","1.2,30","1.2,50","1.2,100","1.3,30","1.3,50","1.3,100","1.4,30","1.4,50","1.4,100","1.5,30","1.5,50","1.5,100","1.6,30","1.6,50","1.6,100","1.7,30","1.7,50","1.7,100","1.8,30","1.8,50","1.8,100","1.9,30","1.9,50","1.9,100","2,30","2,50","2,100","2.1,30","2.1,50","2.1,100","2.2,30","2.2,50","2.2,100","2.3,30","2.3,50","2.3,100","2.4,30","2.4,50","2.4,100","2.5,30","2.5,50","2.5,100","cells"
"Cell2962",14,14,12,14,14,12,14,14,12,14,14,12,14,14,12,15,14,12,15,14,12,15,14,12,15,14,12,15,14,12,15,14,13,15,14,14,15,14,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,15,"Cell2962"
"Cell2963",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,6,"Cell2963"
"Cell2964",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell2964"
"Cell2965",14,14,12,14,14,12,14,14,12,14,14,12,14,14,12,15,14,12,15,14,12,15,14,12,15,14,12,15,14,12,15,14,13,15,14,14,15,14,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,15,"Cell2965"
"Cell2966",15,15,13,15,15,13,15,15,13,15,15,13,15,15,13,16,15,13,16,15,13,16,15,13,16,15,14,16,15,14,16,15,14,16,15,15,16,15,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,16,"Cell2966"
"Cell2967",23,23,20,23,23,20,23,23,20,23,23,20,23,23,20,24,23,21,24,23,21,24,23,22,24,23,22,24,23,22,24,23,22,24,23,22,24,23,22,24,24,22,24,24,22,24,24,22,24,24,23,24,24,23,24,24,23,24,24,23,24,24,23,24,24,23,24,24,24,"Cell2967"
"Cell2968",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,3,2,2,"Cell2968"
"Cell2969",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,"Cell2969"
"Cell2970",8,11,1,8,11,1,8,11,1,8,11,1,8,11,1,9,11,1,9,11,1,9,11,19,9,11,19,9,11,18,9,11,16,9,11,13,9,11,13,9,12,12,9,12,12,9,12,11,9,12,8,9,12,8,9,12,8,9,12,8,9,12,8,9,12,9,9,12,9,"Cell2970"
"Cell2971",19,19,17,19,19,17,19,19,17,18,19,17,19,19,17,20,19,17,20,19,17,20,19,17,20,19,18,20,19,19,20,19,19,20,19,19,20,19,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,19,19,20,20,19,"Cell2971"
"Cell2972",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,"Cell2972"
"Cell2973",25,25,22,25,25,22,25,25,23,25,25,23,25,25,23,26,25,24,26,25,24,26,25,25,26,25,25,26,25,25,26,25,25,26,25,25,26,25,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,26,"Cell2973"
"Cell2974",21,21,1,21,21,1,21,21,21,21,21,21,21,21,21,22,21,22,22,21,22,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,22,23,22,22,23,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,22,22,22,23,"Cell2974"
"Cell2975",19,19,17,19,19,17,19,19,17,18,19,17,19,19,17,20,19,17,20,19,17,20,19,17,20,19,18,20,19,19,20,19,19,20,19,19,20,19,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,19,19,20,20,19,"Cell2975"
"Cell2976",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,3,3,1,2,3,3,"Cell2976"
"Cell2977",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell2977"
"Cell2978",8,11,1,8,11,1,8,11,1,8,11,1,8,11,1,9,11,1,9,11,1,9,11,19,9,11,19,9,11,18,9,11,16,9,11,13,9,11,13,9,12,12,9,12,12,9,12,11,9,12,8,9,12,8,9,12,8,9,12,8,9,12,8,9,12,9,9,12,9,"Cell2978"
"Cell2979",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell2979"
"Cell2980",7,6,1,7,6,1,7,6,1,7,6,1,7,6,1,8,6,18,8,6,18,8,6,18,8,6,13,8,6,13,8,6,11,8,6,11,8,6,11,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,8,8,7,10,"Cell2980"
"Cell2981",25,25,22,25,25,22,25,25,23,25,25,23,25,25,23,26,25,24,26,25,24,26,25,25,26,25,25,26,25,25,26,25,25,26,25,25,26,25,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,26,"Cell2981"
"Cell2982",9,8,7,9,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,8,"Cell2982"
"Cell2983",23,23,20,23,23,20,23,23,20,23,23,20,23,23,20,24,23,21,24,23,21,24,23,22,24,23,22,24,23,22,24,23,22,24,23,22,24,23,22,24,24,22,24,24,22,24,24,22,24,24,23,24,24,23,24,24,23,24,24,23,24,24,23,24,24,23,24,24,24,"Cell2983"
"Cell2984",25,25,22,25,25,22,25,25,23,25,25,23,25,25,23,26,25,24,26,25,24,26,25,25,26,25,25,26,25,25,26,25,25,26,25,25,26,25,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,26,"Cell2984"
"Cell2985",7,6,1,7,6,1,7,6,1,7,6,1,7,6,1,8,6,18,8,6,18,8,6,18,8,6,13,8,6,13,8,6,11,8,6,11,8,6,11,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,8,8,7,10,"Cell2985"
"Cell2986",25,25,22,25,25,22,25,25,23,25,25,23,25,25,23,26,25,24,26,25,24,26,25,25,26,25,25,26,25,25,26,25,25,26,25,25,26,25,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,26,"Cell2986"
"Cell2987",7,6,1,7,6,1,7,6,1,7,6,1,7,6,1,8,6,18,8,6,18,8,6,18,8,6,13,8,6,13,8,6,11,8,6,11,8,6,11,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,8,8,7,10,"Cell2987"
"Cell2988",10,9,8,10,9,8,10,9,8,11,9,8,10,9,8,11,9,8,11,9,8,11,9,8,11,9,8,11,9,8,11,9,8,11,9,8,11,9,8,11,10,8,11,10,8,11,10,8,11,10,9,11,10,9,11,10,9,11,10,9,11,10,9,11,11,10,11,10,11,"Cell2988"
"Cell2989",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,6,"Cell2989"
"Cell2990",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell2990"
"Cell2991",13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,14,13,11,14,13,11,14,13,11,14,13,11,14,13,11,14,13,12,14,13,12,14,13,12,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,14,"Cell2991"
"Cell2992",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,3,3,1,2,3,3,"Cell2992"
"Cell2993",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,6,"Cell2993"
"Cell2994",21,21,1,21,21,1,21,21,21,21,21,21,21,21,21,22,21,22,22,21,22,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,22,23,22,22,23,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,22,22,22,23,"Cell2994"
"Cell2995",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,"Cell2995"
"Cell2996",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,"Cell2996"
"Cell2997",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,3,3,1,2,3,3,"Cell2997"
"Cell2998",15,15,13,15,15,13,15,15,13,15,15,13,15,15,13,16,15,13,16,15,13,16,15,13,16,15,14,16,15,14,16,15,14,16,15,15,16,15,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,16,"Cell2998"
"Cell2999",6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,7,"Cell2999"
"Cell3000",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,3,3,1,2,3,3,"Cell3000"
"Cell3001",10,9,8,10,9,8,10,9,8,11,9,8,10,9,8,11,9,8,11,9,8,11,9,8,11,9,8,11,9,8,11,9,8,11,9,8,11,9,8,11,10,8,11,10,8,11,10,8,11,10,9,11,10,9,11,10,9,11,10,9,11,10,9,11,11,10,11,10,11,"Cell3001"
"Cell3002",24,24,21,24,24,21,24,24,22,24,24,22,24,24,22,25,24,23,25,24,23,25,24,24,25,24,24,25,24,24,25,24,24,25,24,24,25,24,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,25,"Cell3002"
"Cell3003",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell3003"
"Cell3004",17,17,15,17,17,15,17,17,15,17,17,15,17,17,15,18,17,15,18,17,15,18,17,15,18,17,16,18,17,16,18,17,17,18,17,17,18,17,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,18,"Cell3004"
"Cell3005",26,26,23,26,26,23,26,26,24,26,26,24,26,26,24,27,26,25,27,26,25,27,26,26,27,26,26,27,26,26,27,26,26,27,26,26,27,26,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,27,"Cell3005"
"Cell3006",13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,14,13,11,14,13,11,14,13,11,14,13,11,14,13,11,14,13,12,14,13,12,14,13,12,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,14,"Cell3006"
"Cell3007",23,23,20,23,23,20,23,23,20,23,23,20,23,23,20,24,23,21,24,23,21,24,23,22,24,23,22,24,23,22,24,23,22,24,23,22,24,23,22,24,24,22,24,24,22,24,24,22,24,24,23,24,24,23,24,24,23,24,24,23,24,24,23,24,24,23,24,24,24,"Cell3007"
"Cell3008",19,19,17,19,19,17,19,19,17,18,19,17,19,19,17,20,19,17,20,19,17,20,19,17,20,19,18,20,19,19,20,19,19,20,19,19,20,19,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,19,19,20,20,19,"Cell3008"
"Cell3009",18,18,16,18,18,16,18,18,16,19,18,16,18,18,16,19,18,16,19,18,16,19,18,16,19,18,17,19,18,17,19,18,18,19,18,18,19,18,18,19,19,18,19,19,18,19,19,18,19,19,18,19,19,18,19,19,18,19,19,18,19,19,18,19,20,18,19,19,20,"Cell3009"
"Cell3010",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell3010"
"Cell3011",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,3,2,2,"Cell3011"
"Cell3012",7,6,1,7,6,1,7,6,1,7,6,1,7,6,1,8,6,18,8,6,18,8,6,18,8,6,13,8,6,13,8,6,11,8,6,11,8,6,11,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,8,8,7,10,"Cell3012"
"Cell3013",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,3,2,2,"Cell3013"
"Cell3014",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell3014"
"Cell3015",17,17,15,17,17,15,17,17,15,17,17,15,17,17,15,18,17,15,18,17,15,18,17,15,18,17,16,18,17,16,18,17,17,18,17,17,18,17,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,18,"Cell3015"
"Cell3016",17,17,15,17,17,15,17,17,15,17,17,15,17,17,15,18,17,15,18,17,15,18,17,15,18,17,16,18,17,16,18,17,17,18,17,17,18,17,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,18,"Cell3016"
"Cell3017",21,21,1,21,21,1,21,21,21,21,21,21,21,21,21,22,21,22,22,21,22,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,22,23,22,22,23,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,22,22,22,23,"Cell3017"
"Cell3018",22,22,19,22,22,19,22,22,19,22,22,19,22,22,19,23,22,20,23,22,20,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,22,22,21,23,23,22,"Cell3018"
"Cell3019",12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,13,11,13,13,11,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,13,"Cell3019"
"Cell3020",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,3,3,1,2,3,3,"Cell3020"
"Cell3021",22,22,19,22,22,19,22,22,19,22,22,19,22,22,19,23,22,20,23,22,20,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,22,22,21,23,23,22,"Cell3021"
"Cell3022",14,14,12,14,14,12,14,14,12,14,14,12,14,14,12,15,14,12,15,14,12,15,14,12,15,14,12,15,14,12,15,14,13,15,14,14,15,14,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,15,"Cell3022"
"Cell3023",23,23,20,23,23,20,23,23,20,23,23,20,23,23,20,24,23,21,24,23,21,24,23,22,24,23,22,24,23,22,24,23,22,24,23,22,24,23,22,24,24,22,24,24,22,24,24,22,24,24,23,24,24,23,24,24,23,24,24,23,24,24,23,24,24,23,24,24,24,"Cell3023"
"Cell3024",26,26,23,26,26,23,26,26,24,26,26,24,26,26,24,27,26,25,27,26,25,27,26,26,27,26,26,27,26,26,27,26,26,27,26,26,27,26,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,26,27,27,27,"Cell3024"
"Cell3025",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,6,"Cell3025"
"Cell3026",17,17,15,17,17,15,17,17,15,17,17,15,17,17,15,18,17,15,18,17,15,18,17,15,18,17,16,18,17,16,18,17,17,18,17,17,18,17,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,18,"Cell3026"
"Cell3027",11,10,9,11,10,9,11,10,9,10,10,9,11,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,11,10,12,11,10,12,11,10,12,11,11,12,11,11,12,11,11,12,11,11,12,11,11,12,10,11,12,11,12,"Cell3027"
"Cell3028",9,8,7,9,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,7,10,9,8,"Cell3028"
"Cell3029",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,6,"Cell3029"
"Cell3030",14,14,12,14,14,12,14,14,12,14,14,12,14,14,12,15,14,12,15,14,12,15,14,12,15,14,12,15,14,12,15,14,13,15,14,14,15,14,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,15,"Cell3030"
"Cell3031",17,17,15,17,17,15,17,17,15,17,17,15,17,17,15,18,17,15,18,17,15,18,17,15,18,17,16,18,17,16,18,17,17,18,17,17,18,17,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,18,"Cell3031"
"Cell3032",24,24,21,24,24,21,24,24,22,24,24,22,24,24,22,25,24,23,25,24,23,25,24,24,25,24,24,25,24,24,25,24,24,25,24,24,25,24,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,25,"Cell3032"
"Cell3033",15,15,13,15,15,13,15,15,13,15,15,13,15,15,13,16,15,13,16,15,13,16,15,13,16,15,14,16,15,14,16,15,14,16,15,15,16,15,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,15,16,16,16,"Cell3033"
"Cell3034",14,14,12,14,14,12,14,14,12,14,14,12,14,14,12,15,14,12,15,14,12,15,14,12,15,14,12,15,14,12,15,14,13,15,14,14,15,14,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,14,15,15,15,"Cell3034"
"Cell3035",13,13,11,13,13,11,13,13,11,13,13,11,13,13,11,14,13,11,14,13,11,14,13,11,14,13,11,14,13,11,14,13,12,14,13,12,14,13,12,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,13,14,14,14,"Cell3035"
"Cell3036",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell3036"
"Cell3037",12,12,10,12,12,10,12,12,10,12,12,10,12,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,12,10,13,13,11,13,13,11,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,12,13,13,13,"Cell3037"
"Cell3038",7,6,1,7,6,1,7,6,1,7,6,1,7,6,1,8,6,18,8,6,18,8,6,18,8,6,13,8,6,13,8,6,11,8,6,11,8,6,11,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,8,8,7,10,"Cell3038"
"Cell3039",17,17,15,17,17,15,17,17,15,17,17,15,17,17,15,18,17,15,18,17,15,18,17,15,18,17,16,18,17,16,18,17,17,18,17,17,18,17,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,18,"Cell3039"
"Cell3040",16,16,14,16,16,14,16,16,14,16,16,14,16,16,14,17,16,14,17,16,14,17,16,14,17,16,15,17,16,15,17,16,15,17,16,16,17,16,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,16,17,17,17,"Cell3040"
"Cell3041",20,20,18,20,20,18,20,20,18,20,20,18,20,20,18,21,20,19,21,20,19,21,20,20,21,20,20,21,20,20,21,20,20,21,20,20,21,20,20,21,21,20,21,21,20,21,21,20,21,21,20,21,21,20,21,21,20,21,21,20,21,21,20,21,21,20,21,21,21,"Cell3041"
"Cell3042",19,19,17,19,19,17,19,19,17,18,19,17,19,19,17,20,19,17,20,19,17,20,19,17,20,19,18,20,19,19,20,19,19,20,19,19,20,19,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,19,19,20,20,19,"Cell3042"
"Cell3043",7,6,1,7,6,1,7,6,1,7,6,1,7,6,1,8,6,18,8,6,18,8,6,18,8,6,13,8,6,13,8,6,11,8,6,11,8,6,11,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,8,8,7,10,"Cell3043"
"Cell3044",25,25,22,25,25,22,25,25,23,25,25,23,25,25,23,26,25,24,26,25,24,26,25,25,26,25,25,26,25,25,26,25,25,26,25,25,26,25,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,25,26,26,26,"Cell3044"
"Cell3045",7,6,1,7,6,1,7,6,1,7,6,1,7,6,1,8,6,18,8,6,18,8,6,18,8,6,13,8,6,13,8,6,11,8,6,11,8,6,11,8,7,9,8,7,9,8,7,9,8,7,10,8,7,10,8,7,10,8,7,10,8,7,10,8,7,8,8,7,10,"Cell3045"
"Cell3046",22,22,19,22,22,19,22,22,19,22,22,19,22,22,19,23,22,20,23,22,20,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,22,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,23,23,21,22,22,21,23,23,22,"Cell3046"
"Cell3047",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,5,"Cell3047"
"Cell3048",17,17,15,17,17,15,17,17,15,17,17,15,17,17,15,18,17,15,18,17,15,18,17,15,18,17,16,18,17,16,18,17,17,18,17,17,18,17,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,18,"Cell3048"
"Cell3049",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,3,2,2,"Cell3049"
