cells,SC3-00,UMAP_KMEANS-00,TSNE_KMEANS-00,SC3-05,UMAP_KMEANS-05,TSNE_KMEANS-05,SC3-10,UMAP_KMEANS-10,TSNE_KMEANS-10,SC3-15,UMAP_KMEANS-15,TSNE_KMEANS-15,SC3-20,UMAP_KMEANS-20,TSNE_KMEANS-20,SC3-25,UMAP_KMEANS-25,TSNE_KMEANS-25,SC3-30,UMAP_KMEANS-30,TSNE_KMEANS-30,SC3-35,UMAP_KMEANS-35,TSNE_KMEANS-35,SC3-40,UMAP_KMEANS-40,TSNE_KMEANS-40,SC3-45,UMAP_KMEANS-45,TSNE_KMEANS-45,SC3-50,UMAP_KMEANS-50,TSNE_KMEANS-50,SC3-55,UMAP_KMEANS-55,TSNE_KMEANS-55,SC3-60,UMAP_KMEANS-60,TSNE_KMEANS-60,SC3-65,UMAP_KMEANS-65,TSNE_KMEANS-65,SC3-70,UMAP_KMEANS-70,TSNE_KMEANS-70,SC3-75,UMAP_KMEANS-75,TSNE_KMEANS-75,SC3-80,UMAP_KMEANS-80,TSNE_KMEANS-80,SC3-85,UMAP_KMEANS-85,TSNE_KMEANS-85,SC3-90,UMAP_KMEANS-90,TSNE_KMEANS-90,SC3-95,UMAP_KMEANS-95,TSNE_KMEANS-95,SC3-100,UMAP_KMEANS-100,TSNE_KMEANS-100
Cell1413,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11
Cell1414,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7
Cell1415,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11
Cell1416,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24
Cell1417,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4
Cell1418,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33
Cell1419,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34
Cell142,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1
Cell1420,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28
Cell1421,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,7,29,17,7,29,17,7,29,17,7,29,17
Cell1422,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,35,33,13,35,33,13,35,33,13,35,33,13,35,33,13,28,33,12,28,33,12
Cell1423,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14
Cell1424,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,35,33,13,35,33,13,35,33,13,35,33,13,35,33,13,28,33,12,28,33,12
Cell1425,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11
Cell1426,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11
Cell1427,11,30,14,11,30,14,11,30,14,11,30,14,11,30,14,11,30,14,11,30,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14
Cell1428,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17
Cell1429,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33
Cell143,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7
Cell1430,4,38,27,4,38,27,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4
Cell1431,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21
Cell1432,14,31,8,14,31,8,14,31,8,14,31,8,14,31,8,14,31,8,14,31,8,14,31,8,14,31,8,14,31,6,14,31,6,14,31,6,14,31,6,14,31,6,14,31,6,14,31,6,14,31,6,14,31,6,14,31,6,14,31,6,14,31,6
Cell1433,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33
Cell1434,1,8,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5,1,3,5
Cell1435,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21
Cell1436,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11
Cell1437,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4,4,38,4
Cell1438,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34
Cell1439,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24,37,5,24
Cell144,11,30,23,11,30,23,11,30,23,11,30,23,11,30,23,11,30,23,11,30,23,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14
Cell1440,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34
Cell1441,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25
Cell1442,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33
Cell1443,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33
Cell1444,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7
Cell1445,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36
Cell1446,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,35,33,13,35,33,13,35,33,13,35,33,13,35,33,13,28,33,12,28,33,12
Cell1447,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,7,29,17,7,29,17,7,29,17,7,29,17
Cell1448,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25
Cell1449,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33
Cell145,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,15,30,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7
Cell1450,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1
Cell1451,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38,13,14,38
Cell1452,29,7,22,29,7,22,29,7,22,29,7,22,29,7,22,29,7,22,29,7,22,29,7,22,29,7,22,29,6,22,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20
Cell1453,6,12,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26
Cell1454,6,12,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26
Cell1455,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25
Cell1456,16,24,36,16,24,36,16,24,36,16,24,36,16,24,36,16,24,36,16,24,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36
Cell1457,21,13,30,21,13,30,21,13,30,21,13,30,21,13,30,21,13,30,21,13,30,21,13,30,21,13,30,21,13,30,21,13,30,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7,21,13,7
Cell1458,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1
Cell1459,6,12,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26
Cell146,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1
Cell1460,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33
Cell1462,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,35,33,13,35,33,13,35,33,13,35,33,13,35,33,13,28,33,12,28,33,12
Cell1463,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28
Cell1464,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15,26,40,15
Cell1465,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12
Cell1466,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31
Cell1467,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11
Cell1468,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,36,33,13,35,33,13,35,33,13,35,33,13,35,33,13,35,33,13,28,33,12,28,33,12
Cell1469,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12,28,33,12
Cell147,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28
Cell1470,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11
Cell1471,22,11,26,22,11,26,22,11,26,22,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26
Cell1472,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25
Cell1473,31,25,32,31,25,32,31,25,32,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10,31,25,10
Cell1474,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25
Cell1475,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25
Cell1476,14,31,16,14,31,16,14,31,16,14,31,16,14,31,16,14,31,16,14,31,16,14,31,16,14,31,16,14,31,6,14,31,6,14,31,6,14,31,6,14,31,6,14,31,6,14,31,6,14,31,6,14,31,6,14,31,6,14,31,6,14,31,6
Cell1477,16,24,36,16,24,36,16,24,36,16,24,36,16,24,36,16,24,36,16,24,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36,16,9,36
Cell1478,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33
Cell1479,22,11,26,22,11,26,22,11,26,22,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26
Cell148,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34
Cell1480,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31,8,19,31
Cell1481,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11,9,36,11
Cell1482,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33
Cell1483,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33
Cell1484,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28
Cell1485,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,27,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1
Cell1486,33,17,29,33,17,29,33,17,29,33,17,29,33,17,29,33,17,29,33,17,29,33,17,29,33,17,29,33,17,29,33,17,29,33,17,29,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3
Cell1487,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17
Cell1488,11,28,23,11,28,23,11,28,23,11,28,23,11,28,23,11,28,23,11,28,23,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14
Cell1489,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17,7,29,17
Cell149,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1
Cell1490,12,28,14,12,28,14,12,28,14,12,28,14,12,28,14,12,28,14,12,28,14,12,28,14,12,28,14,12,28,14,12,28,14,12,28,14,12,28,14,12,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14
Cell1491,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,25,29,37,7,29,17,7,29,17,7,29,17,7,29,17
Cell1492,3,35,40,3,35,40,3,35,40,3,35,40,3,35,40,3,35,40,3,35,40,3,35,40,3,35,40,3,35,40,3,35,40,3,35,40,3,35,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2,3,18,2
Cell1493,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26,6,1,26
Cell1494,11,28,23,11,28,23,11,28,23,11,28,23,11,28,23,11,28,23,11,28,23,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14
Cell1495,29,7,22,29,7,22,29,7,22,29,7,22,29,7,22,29,7,22,29,7,22,29,7,22,29,7,22,29,6,22,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20
Cell1496,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33,10,39,33
Cell1497,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28
Cell1498,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25
Cell1499,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21,34,10,21
Cell15,29,6,22,29,6,22,29,6,22,29,6,22,29,6,22,29,6,22,29,6,22,29,6,22,29,6,22,29,6,22,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20,29,6,20
Cell150,11,28,23,11,28,23,11,28,23,11,28,23,11,28,23,11,28,23,11,28,23,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14,11,28,14
Cell1500,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28,2,32,28
Cell1501,33,17,9,33,17,9,33,17,9,33,17,9,33,17,9,33,17,9,33,17,9,33,17,9,33,17,9,33,17,9,33,17,9,33,17,9,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3,33,17,3
Cell1502,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,19,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25,18,2,25
Cell1503,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,27,4,39,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1
Cell1504,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34,20,17,34
