cells,SC3-00,UMAP_KMEANS-00,TSNE_KMEANS-00,SC3-05,UMAP_KMEANS-05,TSNE_KMEANS-05,SC3-10,UMAP_KMEANS-10,TSNE_KMEANS-10,SC3-15,UMAP_KMEANS-15,TSNE_KMEANS-15,SC3-20,UMAP_KMEANS-20,TSNE_KMEANS-20,SC3-25,UMAP_KMEANS-25,TSNE_KMEANS-25,SC3-30,UMAP_KMEANS-30,TSNE_KMEANS-30,SC3-35,UMAP_KMEANS-35,TSNE_KMEANS-35,SC3-40,UMAP_KMEANS-40,TSNE_KMEANS-40,SC3-45,UMAP_KMEANS-45,TSNE_KMEANS-45,SC3-50,UMAP_KMEANS-50,TSNE_KMEANS-50,SC3-55,UMAP_KMEANS-55,TSNE_KMEANS-55,SC3-60,UMAP_KMEANS-60,TSNE_KMEANS-60,SC3-65,UMAP_KMEANS-65,TSNE_KMEANS-65,SC3-70,UMAP_KMEANS-70,TSNE_KMEANS-70,SC3-75,UMAP_KMEANS-75,TSNE_KMEANS-75,SC3-80,UMAP_KMEANS-80,TSNE_KMEANS-80,SC3-85,UMAP_KMEANS-85,TSNE_KMEANS-85,SC3-90,UMAP_KMEANS-90,TSNE_KMEANS-90,SC3-95,UMAP_KMEANS-95,TSNE_KMEANS-95,SC3-100,UMAP_KMEANS-100,TSNE_KMEANS-100
Cell1498,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6
Cell1499,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11
Cell15,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18
Cell150,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36
Cell1500,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18
Cell1501,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6
Cell1502,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33
Cell1503,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28
Cell1504,25,21,26,25,21,26,25,21,26,25,21,26,25,21,26,25,21,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26
Cell1505,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,27,39,4,27,39,4
Cell1506,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28
Cell1507,10,22,9,10,22,9,10,22,9,10,16,9,10,16,9,10,16,9,10,16,9,10,16,9,10,16,9,10,16,9,10,16,9,10,16,9,10,16,9,10,16,9,10,16,9,10,16,9,10,16,9,10,16,9,10,16,9,10,16,9,10,16,9
Cell1508,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35
Cell1509,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28
Cell151,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40
Cell1510,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37
Cell1511,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28
Cell1512,17,12,16,17,12,16,17,12,16,17,12,16,17,12,16,17,12,16,17,12,16,17,12,16,17,12,16,17,12,16,17,12,16,17,12,16,17,12,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16
Cell1513,15,38,11,15,38,11,15,38,11,15,38,11,15,38,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11
Cell1514,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32
Cell1515,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28
Cell1516,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27
Cell1517,27,39,14,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4
Cell1518,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7,24,35,7
Cell1519,19,33,16,19,33,16,19,33,16,19,33,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16
Cell152,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16
Cell1520,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35
Cell1521,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32
Cell1522,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35
Cell1523,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28
Cell1524,11,28,30,11,28,30,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27
Cell1525,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6,34,2,6
Cell1526,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2
Cell1527,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36,33,27,36
Cell1528,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32,4,4,32
Cell1529,27,39,14,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4
Cell153,8,23,24,8,23,24,8,23,24,8,23,24,8,23,24,8,23,24,8,23,24,8,23,24,8,23,24,8,11,24,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,7,11,8,7,11,8
Cell1530,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16
Cell1531,27,39,14,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4
Cell1532,1,26,9,1,26,9,1,26,9,1,26,9,1,26,9,1,26,9,1,26,9,1,8,9,1,8,9,1,8,9,1,8,9,1,8,9,1,8,9,1,8,9,1,8,9,1,8,9,1,8,9,1,8,9,1,8,9,1,8,9,1,8,9
Cell1533,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35
Cell1534,19,33,16,19,33,16,19,33,16,19,33,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16
Cell1535,3,34,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39
Cell1536,37,14,39,37,14,39,37,14,39,37,14,39,37,14,39,37,14,39,37,14,39,37,14,39,37,14,39,37,14,39,37,14,39,37,14,39,37,14,39,37,14,39,37,14,39,37,14,39,37,14,39,37,14,39,3,14,39,3,14,39,3,14,39
Cell1537,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5
Cell1538,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39
Cell1539,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35
Cell154,28,3,34,28,3,34,28,3,34,28,3,34,28,3,34,28,3,34,28,3,34,28,3,34,28,3,34,28,3,34,28,3,34,28,3,34,28,3,34,28,3,34,28,3,34,28,3,34,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1
Cell1540,3,34,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39
Cell1541,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4
Cell1542,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,20,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28
Cell1543,23,31,22,23,31,22,23,31,22,23,31,3,23,31,3,23,31,3,23,31,3,23,31,3,23,31,3,23,31,3,23,31,3,23,31,3,23,31,3,23,31,3,23,31,3,23,31,3,23,31,3,23,31,3,23,31,3,23,31,3,23,31,3
Cell1544,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,5,18,23,5,18,23
Cell1545,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40
Cell1546,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37
Cell1547,28,10,17,28,10,17,28,10,17,28,10,17,28,10,17,28,10,17,28,10,17,28,10,17,28,3,17,28,3,17,28,3,17,28,3,17,28,3,17,28,3,17,28,3,17,28,3,17,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1
Cell1548,8,11,24,8,11,24,8,11,24,8,11,24,8,11,24,8,11,24,8,11,24,8,11,24,8,11,24,8,11,24,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,7,11,8,7,11,8
Cell1549,25,21,26,25,21,26,25,21,26,25,21,26,25,21,26,25,21,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26
Cell155,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,30,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16
Cell1550,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15
Cell1551,15,15,21,15,15,21,15,15,21,15,15,21,15,15,21,15,15,21,15,15,21,15,15,21,15,15,21,15,15,21,15,15,21,15,15,21,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11
Cell1552,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15,14,17,15
Cell1553,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28
Cell1554,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28
Cell1555,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37,32,5,37
Cell1556,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26,25,19,26
Cell1557,27,39,20,27,39,20,27,39,20,27,39,20,27,39,20,27,39,20,27,39,20,27,39,20,27,39,20,27,39,20,27,39,20,27,39,20,27,39,20,27,39,20,27,39,20,27,39,10,27,39,10,27,39,10,27,39,10,27,39,4,27,39,4
Cell1558,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33
Cell1559,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11
Cell156,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27,11,28,27
Cell1560,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4,27,39,4
Cell1561,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36
Cell1562,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35,22,36,35
Cell1563,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18
Cell1564,28,3,19,28,3,19,28,3,19,28,3,19,28,3,19,28,3,19,28,3,19,28,3,19,28,3,19,28,3,19,28,3,19,28,3,19,28,3,19,28,3,19,28,3,19,28,3,19,28,3,19,28,3,1,28,3,1,28,3,1,28,3,1
Cell1565,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27,40,28,27
Cell1566,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,5,18,23,5,18,23
Cell1567,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5
Cell1568,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32
Cell1569,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11,15,15,11
Cell157,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39
Cell1570,35,39,31,35,39,31,35,39,31,35,39,31,35,39,31,35,39,31,35,39,31,35,39,31,35,39,31,35,39,31,35,39,31,35,39,31,35,39,31,35,39,31,35,39,13,35,39,10,35,39,10,35,39,10,35,39,10,27,39,4,27,39,4
Cell1571,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6,30,37,6
Cell1572,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,35,39,10,27,39,4,27,39,4
Cell1573,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32,21,37,32
Cell1574,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,40,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28
Cell1575,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36,16,25,36
Cell1576,19,33,16,19,33,16,19,33,16,19,33,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16,19,29,16
Cell1577,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,5,18,23,5,18,23
Cell1578,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5
Cell1579,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,6,18,23,5,18,23,5,18,23
Cell158,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2,31,39,2
Cell1580,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18,12,32,18
Cell1581,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28,9,13,28
Cell1582,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8,7,11,8,7,11,8
Cell1583,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33
Cell1584,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40
Cell1585,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40,36,6,40
Cell1586,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5,26,27,5
Cell1587,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16,17,1,16
Cell1588,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1,28,3,1
