"20","25","30","35","40","45","50","cells"
10,17,9,22,20,20,22,"Cell1"
4,10,22,13,30,19,12,"Cell2"
16,25,19,11,31,32,16,"Cell3"
15,16,1,6,14,14,45,"Cell4"
19,5,3,15,39,34,42,"Cell5"
19,5,3,15,39,34,47,"Cell6"
11,7,5,5,36,30,31,"Cell7"
11,1,29,12,2,41,8,"Cell8"
9,13,17,31,32,21,4,"Cell9"
7,21,25,23,7,1,46,"Cell10"
9,13,17,31,22,21,4,"Cell11"
11,7,5,5,36,30,31,"Cell12"
18,2,14,2,26,12,21,"Cell13"
15,16,1,6,18,14,23,"Cell14"
11,7,5,5,36,30,31,"Cell15"
19,5,3,21,28,15,13,"Cell16"
3,23,14,7,8,43,18,"Cell17"
5,4,17,18,23,21,30,"Cell18"
2,12,27,16,31,24,28,"Cell19"
17,1,11,12,9,45,50,"Cell20"
11,7,5,5,36,30,31,"Cell21"
3,15,13,28,6,39,38,"Cell22"
16,25,19,11,31,32,32,"Cell23"
4,10,22,13,30,19,12,"Cell24"
1,24,24,1,4,37,37,"Cell25"
3,15,13,28,6,8,38,"Cell26"
16,21,30,29,10,25,34,"Cell27"
19,5,3,27,28,15,15,"Cell28"
1,24,24,1,4,37,37,"Cell29"
2,22,8,4,24,7,11,"Cell30"
11,7,5,5,36,30,31,"Cell31"
6,18,15,10,34,26,41,"Cell32"
17,1,11,12,9,45,50,"Cell33"
20,7,2,24,33,5,36,"Cell34"
1,24,24,1,4,33,37,"Cell35"
8,8,4,35,25,23,24,"Cell36"
13,9,18,9,38,35,48,"Cell37"
19,5,3,20,39,34,35,"Cell38"
18,2,14,2,16,12,21,"Cell39"
4,10,22,13,30,19,12,"Cell40"
1,24,24,1,4,37,37,"Cell41"
8,6,4,35,25,23,24,"Cell42"
6,18,15,10,34,26,41,"Cell43"
6,18,15,10,34,26,41,"Cell44"
1,24,24,1,4,37,37,"Cell45"
17,1,11,12,9,45,43,"Cell46"
6,18,15,10,12,26,41,"Cell47"
3,23,14,33,8,43,18,"Cell49"
13,9,18,9,38,31,48,"Cell50"
15,16,1,6,14,14,9,"Cell51"
3,23,14,7,13,43,18,"Cell52"
1,24,24,1,4,33,37,"Cell53"
7,21,25,23,7,1,46,"Cell54"
2,22,8,4,24,7,11,"Cell55"
6,18,15,10,12,26,41,"Cell56"
7,21,25,23,7,1,2,"Cell57"
19,18,3,8,1,17,26,"Cell58"
8,6,4,35,35,6,24,"Cell59"
16,21,16,29,10,44,17,"Cell60"
3,23,14,34,13,43,18,"Cell61"
20,17,7,19,11,4,5,"Cell62"
19,5,3,20,39,34,47,"Cell63"
3,23,14,33,8,43,18,"Cell64"
11,1,29,12,40,41,8,"Cell65"
19,5,3,21,28,15,13,"Cell66"
19,5,3,27,28,15,15,"Cell67"
11,7,5,5,36,30,31,"Cell68"
11,7,5,5,36,30,31,"Cell69"
19,5,3,15,39,34,42,"Cell70"
20,19,26,25,29,4,5,"Cell71"
19,5,3,21,28,15,19,"Cell72"
4,10,22,13,30,19,12,"Cell73"
4,10,22,13,30,19,12,"Cell74"
20,17,7,19,11,4,5,"Cell75"
20,7,2,24,33,5,36,"Cell76"
13,9,18,9,38,27,48,"Cell77"
15,16,1,6,14,16,45,"Cell78"
14,14,20,3,27,42,49,"Cell79"
16,25,16,29,10,44,17,"Cell80"
16,21,30,29,10,25,34,"Cell81"
18,2,14,2,16,12,21,"Cell82"
18,2,14,2,16,12,21,"Cell83"
19,5,3,21,28,15,44,"Cell84"
4,10,22,30,30,19,12,"Cell85"
16,9,12,29,10,3,7,"Cell86"
3,23,14,33,8,43,18,"Cell87"
20,19,26,25,29,4,5,"Cell88"
3,15,13,28,6,39,38,"Cell89"
16,5,3,21,28,15,13,"Cell90"
3,15,13,28,6,8,38,"Cell91"
19,5,3,20,39,34,47,"Cell92"
14,14,20,3,15,42,49,"Cell93"
17,1,11,12,9,45,50,"Cell94"
4,10,22,30,30,19,12,"Cell95"
11,7,5,5,36,30,31,"Cell96"
12,11,21,17,19,18,20,"Cell97"
6,18,15,10,12,26,41,"Cell98"
6,18,15,10,34,26,41,"Cell99"
1,3,10,14,17,38,6,"Cell100"
16,25,19,11,31,32,16,"Cell101"
18,2,14,2,26,12,29,"Cell102"
3,23,14,33,8,43,18,"Cell103"
19,5,3,20,39,34,35,"Cell104"
2,12,27,16,31,28,28,"Cell105"
2,12,27,16,31,28,28,"Cell106"
11,1,29,12,40,29,8,"Cell107"
13,9,18,9,38,27,48,"Cell108"
20,7,2,24,33,5,36,"Cell109"
17,1,11,12,9,45,43,"Cell110"
3,15,13,28,6,8,38,"Cell111"
11,1,29,12,2,29,8,"Cell112"
15,16,1,6,14,14,3,"Cell113"
10,17,9,22,20,20,33,"Cell114"
20,17,7,19,11,4,5,"Cell115"
14,14,20,3,15,42,49,"Cell116"
3,15,13,28,6,8,38,"Cell117"
19,5,3,21,28,15,44,"Cell118"
1,24,24,1,4,33,37,"Cell119"
1,24,24,1,4,37,37,"Cell120"
20,19,26,25,29,4,5,"Cell121"
1,3,10,14,37,22,6,"Cell122"
19,18,3,8,1,17,26,"Cell123"
5,4,17,18,23,21,27,"Cell124"
1,24,24,1,4,37,37,"Cell125"
16,21,30,29,10,25,34,"Cell126"
10,17,23,22,20,36,22,"Cell127"
17,1,11,12,9,45,43,"Cell128"
15,16,1,6,14,14,9,"Cell129"
13,9,18,9,38,27,48,"Cell130"
14,14,20,3,15,42,49,"Cell131"
16,9,12,29,10,3,7,"Cell132"
16,25,19,11,31,32,32,"Cell133"
16,21,30,29,10,25,34,"Cell134"
16,21,30,29,10,25,34,"Cell135"
16,5,30,27,28,15,13,"Cell136"
11,1,29,12,40,29,8,"Cell137"
7,21,25,23,7,1,46,"Cell138"
16,21,30,29,10,25,34,"Cell139"
16,25,19,11,31,32,16,"Cell140"
1,24,24,1,4,33,37,"Cell141"
16,21,6,29,10,44,17,"Cell142"
12,11,21,17,19,18,20,"Cell143"
1,24,24,1,4,37,37,"Cell144"
13,9,18,9,38,31,48,"Cell145"
5,13,17,31,32,21,4,"Cell146"
10,17,23,22,20,36,22,"Cell147"
2,22,8,4,24,11,11,"Cell148"
10,17,9,22,20,20,33,"Cell149"
16,25,19,11,31,32,16,"Cell150"
11,7,5,5,36,30,31,"Cell151"
8,8,4,35,25,23,24,"Cell152"
1,24,24,1,4,37,37,"Cell153"
16,21,30,29,10,25,34,"Cell154"
11,7,5,5,36,30,31,"Cell155"
2,12,27,16,31,28,28,"Cell156"
1,24,24,1,4,37,37,"Cell157"
2,22,8,4,24,11,11,"Cell158"
