"20","25","30","35","40","45","50","cells"
9,16,15,18,20,17,43,"Cell1"
13,12,28,27,29,27,23,"Cell2"
7,25,27,25,28,33,32,"Cell3"
13,12,28,27,29,27,23,"Cell4"
11,10,16,20,22,23,26,"Cell5"
1,1,2,1,2,1,1,"Cell6"
15,20,13,17,19,22,14,"Cell7"
8,25,21,28,31,34,27,"Cell8"
4,6,7,10,16,20,15,"Cell9"
3,5,30,12,11,14,9,"Cell10"
7,9,8,13,13,12,12,"Cell11"
3,5,30,12,11,14,9,"Cell12"
20,4,4,6,4,10,4,"Cell13"
5,19,23,32,36,39,37,"Cell14"
13,12,28,27,29,27,23,"Cell15"
18,22,10,16,15,15,19,"Cell16"
10,3,1,4,3,3,3,"Cell17"
7,9,8,13,13,12,12,"Cell18"
18,22,10,16,14,16,18,"Cell19"
2,2,3,2,1,2,2,"Cell20"
5,19,23,32,36,39,37,"Cell21"
1,1,2,1,2,1,1,"Cell22"
7,19,14,19,24,24,25,"Cell23"
13,12,28,27,29,27,23,"Cell24"
7,19,14,19,24,24,25,"Cell25"
5,11,20,24,27,25,24,"Cell26"
19,7,5,7,6,6,20,"Cell27"
5,19,25,31,34,36,33,"Cell28"
5,19,23,32,36,39,37,"Cell29"
18,22,10,16,14,16,18,"Cell30"
7,9,8,13,13,12,12,"Cell31"
10,3,1,4,3,3,3,"Cell32"
7,17,17,22,25,26,28,"Cell33"
5,19,23,32,36,39,37,"Cell34"
18,23,22,29,33,37,35,"Cell35"
7,17,17,22,25,26,28,"Cell36"
5,19,26,33,37,40,38,"Cell37"
5,19,23,32,36,39,37,"Cell38"
20,4,4,5,40,43,50,"Cell39"
5,19,23,32,36,39,37,"Cell40"
7,17,17,22,25,26,28,"Cell41"
5,19,26,33,37,40,38,"Cell42"
20,4,4,6,4,10,4,"Cell43"
10,3,1,4,3,3,3,"Cell44"
9,16,15,18,20,17,13,"Cell45"
18,22,10,16,14,16,18,"Cell46"
14,13,24,30,32,30,29,"Cell47"
5,18,9,21,21,19,17,"Cell48"
8,25,21,28,31,34,27,"Cell49"
5,18,9,21,21,19,17,"Cell50"
19,7,5,7,6,6,20,"Cell51"
15,20,13,17,19,22,14,"Cell52"
5,19,25,31,34,36,33,"Cell53"
3,5,30,12,11,14,9,"Cell54"
5,19,25,31,34,36,33,"Cell55"
13,12,28,27,29,27,23,"Cell56"
16,8,6,9,9,4,7,"Cell57"
7,19,14,19,24,24,25,"Cell58"
15,20,13,17,19,22,14,"Cell59"
7,17,17,22,25,26,28,"Cell60"
5,11,20,24,27,25,24,"Cell61"
8,25,21,28,31,35,27,"Cell62"
7,9,8,13,13,12,12,"Cell63"
11,10,16,20,22,23,26,"Cell64"
7,17,17,22,25,26,28,"Cell65"
19,7,5,7,6,6,20,"Cell66"
7,9,8,13,13,12,12,"Cell67"
5,19,19,26,30,32,30,"Cell68"
1,1,2,1,2,44,45,"Cell69"
10,3,1,4,3,3,3,"Cell70"
7,9,8,13,13,12,12,"Cell71"
7,17,17,22,25,26,28,"Cell72"
18,23,22,29,33,37,35,"Cell73"
