cells,SC3-00,UMAP_KMEANS-00,TSNE_KMEANS-00,SC3-05,UMAP_KMEANS-05,TSNE_KMEANS-05,SC3-10,UMAP_KMEANS-10,TSNE_KMEANS-10,SC3-15,UMAP_KMEANS-15,TSNE_KMEANS-15,SC3-20,UMAP_KMEANS-20,TSNE_KMEANS-20,SC3-25,UMAP_KMEANS-25,TSNE_KMEANS-25,SC3-30,UMAP_KMEANS-30,TSNE_KMEANS-30,SC3-35,UMAP_KMEANS-35,TSNE_KMEANS-35,SC3-40,UMAP_KMEANS-40,TSNE_KMEANS-40,SC3-45,UMAP_KMEANS-45,TSNE_KMEANS-45,SC3-50,UMAP_KMEANS-50,TSNE_KMEANS-50,SC3-55,UMAP_KMEANS-55,TSNE_KMEANS-55,SC3-60,UMAP_KMEANS-60,TSNE_KMEANS-60,SC3-65,UMAP_KMEANS-65,TSNE_KMEANS-65,SC3-70,UMAP_KMEANS-70,TSNE_KMEANS-70,SC3-75,UMAP_KMEANS-75,TSNE_KMEANS-75,SC3-80,UMAP_KMEANS-80,TSNE_KMEANS-80,SC3-85,UMAP_KMEANS-85,TSNE_KMEANS-85,SC3-90,UMAP_KMEANS-90,TSNE_KMEANS-90,SC3-95,UMAP_KMEANS-95,TSNE_KMEANS-95,SC3-100,UMAP_KMEANS-100,TSNE_KMEANS-100
Cell2378,38,31,39,38,31,39,38,31,39,38,31,39,38,31,39,38,31,39,38,31,39,38,31,39,38,31,39,38,31,39,38,31,39,38,31,39,38,31,39,38,31,39,38,31,39,38,31,39,38,31,39,38,31,39,38,31,39,38,31,39,31,31,39
Cell2379,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22,19,1,22
Cell238,39,10,28,33,10,28,33,10,28,33,10,28,33,10,28,33,10,28,33,10,28,33,10,28,33,10,28,33,10,28,33,10,28,33,10,28,33,10,28,33,10,28,33,10,28,33,10,28,31,10,28,31,10,28,31,10,28,31,10,28,31,10,28
Cell2380,34,34,10,34,34,10,34,34,10,34,34,10,34,34,10,34,34,10,34,34,10,34,34,10,34,34,10,34,34,10,33,34,10,33,34,10,33,34,10,33,34,10,33,34,10,33,34,10,31,34,10,31,34,10,31,34,10,31,34,10,31,34,10
Cell2381,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30,31,1,30
Cell2382,39,39,13,33,39,13,33,39,13,33,39,13,33,39,13,33,39,13,33,39,13,33,39,13,33,39,13,33,39,13,33,39,13,33,39,13,33,39,13,33,39,13,33,39,13,33,39,13,31,39,13,31,39,13,31,39,13,31,39,13,31,39,13
Cell2383,39,36,31,33,36,31,33,36,31,33,36,31,33,36,31,33,36,31,33,36,31,33,36,31,33,36,31,33,36,31,33,36,31,33,36,31,33,36,31,33,36,31,33,36,31,33,36,31,31,36,31,31,36,31,31,36,31,31,36,31,31,36,31
Cell2384,39,23,25,33,23,25,33,23,25,33,23,25,33,23,25,33,23,25,33,23,25,33,23,25,33,23,25,33,23,25,33,23,25,33,23,25,33,23,25,33,23,25,33,23,25,33,23,25,31,23,25,31,23,25,31,23,25,31,23,25,31,23,25
Cell2385,33,26,15,33,26,15,33,26,15,33,26,15,33,26,15,33,26,15,33,26,15,33,26,15,33,26,15,33,26,15,33,26,15,33,26,15,33,26,15,33,26,15,33,26,15,33,26,15,31,26,15,31,26,15,31,26,15,31,26,15,31,26,15
Cell2386,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35,15,37,35
Cell2387,39,16,14,33,16,14,33,16,14,33,16,14,33,16,14,33,16,14,33,16,14,33,16,14,33,16,14,33,16,14,33,16,14,33,16,14,33,16,14,33,16,14,33,16,14,33,16,14,31,16,14,31,16,14,31,16,14,31,16,14,31,16,14
Cell2388,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40,18,16,40
Cell2389,34,2,20,34,2,20,34,2,20,34,2,20,34,2,20,34,2,20,34,2,20,34,2,20,34,2,20,34,2,20,33,2,20,33,2,20,33,2,20,33,2,20,33,2,20,33,2,20,31,2,20,31,2,20,31,2,20,31,2,20,31,2,20
Cell239,33,38,5,33,38,5,33,38,5,33,38,5,33,38,5,33,38,5,33,38,5,33,38,5,33,38,5,33,38,5,33,38,5,33,38,5,33,38,5,33,38,5,33,38,5,33,38,5,31,38,5,31,38,5,31,38,5,31,38,5,31,38,5
Cell2390,33,35,5,33,35,5,33,35,5,33,35,5,33,35,5,33,35,5,33,35,5,33,35,5,33,35,5,33,35,5,33,35,5,33,35,5,33,35,5,33,35,5,33,35,5,33,35,5,31,35,5,31,35,5,31,35,5,31,35,5,31,35,5
Cell2391,33,3,30,33,3,30,33,3,30,33,3,30,33,3,30,33,3,30,33,3,30,33,3,30,33,3,30,33,3,30,33,3,30,33,3,30,33,3,30,33,3,30,33,3,30,33,3,30,31,3,30,31,3,30,31,3,30,31,3,30,31,3,30
Cell2392,33,19,2,33,19,2,33,19,2,33,19,2,33,19,2,33,19,2,33,19,2,33,19,2,33,19,2,33,19,2,33,19,2,33,19,2,33,19,2,33,19,2,33,19,2,33,19,2,31,19,2,31,19,2,31,19,2,31,19,2,31,19,2
Cell2393,38,38,6,38,38,6,38,38,6,38,38,6,38,38,6,38,38,6,38,38,6,38,38,6,38,38,6,38,38,6,38,38,6,38,38,6,38,38,6,38,38,6,38,38,6,38,38,6,38,38,6,38,38,6,38,38,6,38,38,6,31,38,6
Cell2394,39,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,31,33,11,31,33,11,31,33,11,31,33,11,31,33,11
Cell2395,39,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,31,12,13,31,12,13,31,12,13,31,12,13,31,12,13
Cell2396,39,20,25,33,20,25,33,20,25,33,20,25,33,20,25,33,20,25,33,20,25,33,20,25,33,20,25,33,20,25,33,20,25,33,20,25,33,20,25,33,20,25,33,20,25,33,20,25,31,20,25,31,20,25,31,20,25,31,20,25,31,20,25
Cell2397,39,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,31,38,23,31,38,23,31,38,23,31,38,23,31,38,23
Cell2398,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34,23,10,34
Cell2399,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,31,15,32,31,15,32,31,15,32,31,15,32,31,15,32
Cell24,33,22,16,33,22,16,33,22,16,33,22,16,33,22,16,33,22,16,33,22,16,33,22,16,33,22,16,33,22,16,33,22,16,33,22,16,33,22,16,33,22,16,33,22,16,33,22,16,31,22,16,31,22,16,31,22,16,31,22,16,31,22,16
Cell240,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2,4,15,2
Cell2400,34,15,33,34,15,33,34,15,33,34,15,33,34,15,33,34,15,33,34,15,33,34,15,33,34,15,33,34,15,33,33,15,33,33,15,33,33,15,33,33,15,33,33,15,33,33,15,33,31,15,33,31,15,33,31,15,33,31,15,33,31,15,33
Cell2401,39,3,35,33,3,35,33,3,35,33,3,35,33,3,35,33,3,35,33,3,35,33,3,35,33,3,35,33,3,35,33,3,35,33,3,35,33,3,35,33,3,35,33,3,35,33,3,35,31,3,35,31,3,35,31,3,35,31,3,35,31,3,35
Cell2402,39,20,9,33,20,9,33,20,9,33,20,9,33,20,9,33,20,9,33,20,9,33,20,9,33,20,9,33,20,9,33,20,9,33,20,9,33,20,9,33,20,9,33,20,9,33,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9
Cell2403,34,3,12,34,3,12,34,3,12,34,3,12,34,3,12,34,3,12,34,3,12,34,3,12,34,3,12,34,3,12,33,3,12,33,3,12,33,3,12,33,3,12,33,3,12,33,3,12,31,3,12,31,3,12,31,3,12,31,3,12,31,3,12
Cell2404,34,22,35,34,22,35,34,22,35,34,22,35,34,22,35,34,22,35,34,22,35,34,22,35,34,22,35,34,22,35,33,22,35,33,22,35,33,22,35,33,22,35,33,22,35,33,22,35,31,22,35,31,22,35,31,22,35,31,22,35,31,22,35
Cell2405,33,34,7,33,34,7,33,34,7,33,34,7,33,34,7,33,34,7,33,34,7,33,34,7,33,34,7,33,34,7,33,34,7,33,34,7,33,34,7,33,34,7,33,34,7,33,34,7,31,34,7,31,34,7,31,34,7,31,34,7,31,34,7
Cell2406,39,24,25,33,24,25,33,24,25,33,24,25,33,24,25,33,24,25,33,24,25,33,24,25,33,24,25,33,24,25,33,24,25,33,24,25,33,24,25,33,24,25,33,24,25,33,24,25,31,24,25,31,24,25,31,24,25,31,24,25,31,24,25
Cell2407,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40,4,1,40
Cell2408,33,33,13,33,33,13,33,33,13,33,33,13,33,33,13,33,33,13,33,33,13,33,33,13,33,33,13,33,33,13,33,33,13,33,33,13,33,33,13,33,33,13,33,33,13,33,33,13,31,33,13,31,33,13,31,33,13,31,33,13,31,33,13
Cell2409,39,9,30,33,9,30,33,9,30,33,9,30,33,9,30,33,9,30,33,9,30,33,9,30,33,9,30,33,9,30,33,9,30,33,9,30,33,9,30,33,9,30,33,9,30,33,9,30,31,9,30,31,9,30,31,9,30,31,9,30,31,9,30
Cell241,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35,28,10,35
Cell2410,34,30,24,34,30,24,34,30,24,34,30,24,34,30,24,34,30,24,34,30,24,34,30,24,34,30,24,34,30,24,33,30,24,33,30,24,33,30,24,33,30,24,33,30,24,33,30,24,31,30,24,31,30,24,31,30,24,31,30,24,31,30,24
Cell2411,39,14,35,33,14,35,33,14,35,33,14,35,33,14,35,33,14,35,33,14,35,33,14,35,33,14,35,33,14,35,33,14,35,33,14,35,33,14,35,33,14,35,33,14,35,33,14,35,31,14,35,31,14,35,31,14,35,31,14,35,31,14,35
Cell2412,34,14,28,34,14,28,34,14,28,34,14,28,34,14,28,34,14,28,34,14,28,34,14,28,34,14,28,34,14,28,33,14,28,33,14,28,33,14,28,33,14,28,33,14,28,33,14,28,31,14,28,31,14,28,31,14,28,31,14,28,31,14,28
Cell2413,39,12,30,33,12,30,33,12,30,33,12,30,33,12,30,33,12,30,33,12,30,33,12,30,33,12,30,33,12,30,33,12,30,33,12,30,33,12,30,33,12,30,33,12,30,33,12,30,31,12,30,31,12,30,31,12,30,31,12,30,31,12,30
Cell2414,39,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,31,3,17,31,3,17,31,3,17,31,3,17,31,3,17
Cell2415,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4,31,31,4
Cell2416,39,26,1,33,26,1,33,26,1,33,26,1,33,26,1,33,26,1,33,26,1,33,26,1,33,26,1,33,26,1,33,26,1,33,26,1,33,26,1,33,26,1,33,26,1,33,26,1,31,26,1,31,26,1,31,26,1,31,26,1,31,26,1
Cell2417,39,9,31,33,9,31,33,9,31,33,9,31,33,9,31,33,9,31,33,9,31,33,9,31,33,9,31,33,9,31,33,9,31,33,9,31,33,9,31,33,9,31,33,9,31,33,9,31,31,9,31,31,9,31,31,9,31,31,9,31,31,9,31
Cell2418,39,14,9,33,14,9,33,14,9,33,14,9,33,14,9,33,14,9,33,14,9,33,14,9,33,14,9,33,14,9,33,14,9,33,14,9,33,14,9,33,14,9,33,14,9,33,14,9,31,14,9,31,14,9,31,14,9,31,14,9,31,14,9
Cell2419,33,6,22,33,6,22,33,6,22,33,6,22,33,6,22,33,6,22,33,6,22,33,6,22,33,6,22,33,6,22,33,6,22,33,6,22,33,6,22,33,6,22,33,6,22,33,6,22,31,6,22,31,6,22,31,6,22,31,6,22,31,6,22
Cell242,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38,19,6,38
Cell2420,39,28,17,33,28,17,33,28,17,33,28,17,33,28,17,33,28,17,33,28,17,33,28,17,33,28,17,33,28,17,33,28,17,33,28,17,33,28,17,33,28,17,33,28,17,33,28,17,31,28,17,31,28,17,31,28,17,31,28,17,31,28,17
Cell2421,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33,31,9,33
Cell2422,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16,31,20,16
Cell2423,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16,3,13,16
Cell2424,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35,12,3,35
Cell2425,34,37,35,34,37,35,34,37,35,34,37,35,34,37,35,34,37,35,34,37,35,34,37,35,34,37,35,34,37,35,33,37,35,33,37,35,33,37,35,33,37,35,33,37,35,33,37,35,31,37,35,31,37,35,31,37,35,31,37,35,31,37,35
Cell2426,38,15,26,38,15,26,38,15,26,38,15,26,38,15,26,38,15,26,38,15,26,38,15,26,38,15,26,38,15,26,38,15,26,38,15,26,38,15,26,38,15,26,38,15,26,38,15,26,38,15,26,38,15,26,38,15,26,38,15,26,31,15,26
Cell2427,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21,1,13,21
Cell2428,33,39,10,33,39,10,33,39,10,33,39,10,33,39,10,33,39,10,33,39,10,33,39,10,33,39,10,33,39,10,33,39,10,33,39,10,33,39,10,33,39,10,33,39,10,33,39,10,31,39,10,31,39,10,31,39,10,31,39,10,31,39,10
Cell2429,39,40,5,33,40,5,33,40,5,33,40,5,33,40,5,33,40,5,33,40,5,33,40,5,33,40,5,33,40,5,33,40,5,33,40,5,33,40,5,33,40,5,33,40,5,33,40,5,31,40,5,31,40,5,31,40,5,31,40,5,31,40,5
Cell243,38,26,25,38,26,25,38,26,25,38,26,25,38,26,25,38,26,25,38,26,25,38,26,25,38,26,25,38,26,25,38,26,25,38,26,25,38,26,25,38,26,25,38,26,25,38,26,25,38,26,25,38,26,25,38,26,25,38,26,25,31,26,25
Cell2430,39,22,18,33,22,18,33,22,18,33,22,18,33,22,18,33,22,18,33,22,18,33,22,18,33,22,18,33,22,18,33,22,18,33,22,18,33,22,18,33,22,18,33,22,18,33,22,18,31,22,18,31,22,18,31,22,18,31,22,18,31,22,18
Cell2431,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27
Cell2432,39,19,25,33,19,25,33,19,25,33,19,25,33,19,25,33,19,25,33,19,25,33,19,25,33,19,25,33,19,25,33,19,25,33,19,25,33,19,25,33,19,25,33,19,25,33,19,25,31,19,25,31,19,25,31,19,25,31,19,25,31,19,25
Cell2433,39,11,15,33,11,15,33,11,15,33,11,15,33,11,15,33,11,15,33,11,15,33,11,15,33,11,15,33,11,15,33,11,15,33,11,15,33,11,15,33,11,15,33,11,15,33,11,15,31,11,15,31,11,15,31,11,15,31,11,15,31,11,15
Cell2434,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11,15,30,11
Cell2435,39,32,1,33,32,1,33,32,1,33,32,1,33,32,1,33,32,1,33,32,1,33,32,1,33,32,1,33,32,1,33,32,1,33,32,1,33,32,1,33,32,1,33,32,1,33,32,1,31,32,1,31,32,1,31,32,1,31,32,1,31,32,1
Cell2436,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33,17,36,33
Cell2437,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38,23,3,38
Cell2438,39,30,29,33,30,29,33,30,29,33,30,29,33,30,29,33,30,29,33,30,29,33,30,29,33,30,29,33,30,29,33,30,29,33,30,29,33,30,29,33,30,29,33,30,29,33,30,29,31,30,29,31,30,29,31,30,29,31,30,29,31,30,29
Cell2439,34,21,20,34,21,20,34,21,20,34,21,20,34,21,20,34,21,20,34,21,20,34,21,20,34,21,20,34,21,20,33,21,20,33,21,20,33,21,20,33,21,20,33,21,20,33,21,20,31,21,20,31,21,20,31,21,20,31,21,20,31,21,20
Cell244,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27,37,4,27
Cell2440,39,40,10,33,40,10,33,40,10,33,40,10,33,40,10,33,40,10,33,40,10,33,40,10,33,40,10,33,40,10,33,40,10,33,40,10,33,40,10,33,40,10,33,40,10,33,40,10,31,40,10,31,40,10,31,40,10,31,40,10,31,40,10
Cell2441,39,14,39,33,14,39,33,14,39,33,14,39,33,14,39,33,14,39,33,14,39,33,14,39,33,14,39,33,14,39,33,14,39,33,14,39,33,14,39,33,14,39,33,14,39,33,14,39,31,14,39,31,14,39,31,14,39,31,14,39,31,14,39
Cell2442,39,18,15,33,18,15,33,18,15,33,18,15,33,18,15,33,18,15,33,18,15,33,18,15,33,18,15,33,18,15,33,18,15,33,18,15,33,18,15,33,18,15,33,18,15,33,18,15,31,18,15,31,18,15,31,18,15,31,18,15,31,18,15
Cell2443,39,34,22,33,34,22,33,34,22,33,34,22,33,34,22,33,34,22,33,34,22,33,34,22,33,34,22,33,34,22,33,34,22,33,34,22,33,34,22,33,34,22,33,34,22,33,34,22,31,34,22,31,34,22,31,34,22,31,34,22,31,34,22
Cell2444,39,30,18,33,30,18,33,30,18,33,30,18,33,30,18,33,30,18,33,30,18,33,30,18,33,30,18,33,30,18,33,30,18,33,30,18,33,30,18,33,30,18,33,30,18,33,30,18,31,30,18,31,30,18,31,30,18,31,30,18,31,30,18
Cell2445,39,35,35,33,35,35,33,35,35,33,35,35,33,35,35,33,35,35,33,35,35,33,35,35,33,35,35,33,35,35,33,35,35,33,35,35,33,35,35,33,35,35,33,35,35,33,35,35,31,35,35,31,35,35,31,35,35,31,35,35,31,35,35
Cell2446,39,3,38,33,3,38,33,3,38,33,3,38,33,3,38,33,3,38,33,3,38,33,3,38,33,3,38,33,3,38,33,3,38,33,3,38,33,3,38,33,3,38,33,3,38,33,3,38,31,3,38,31,3,38,31,3,38,31,3,38,31,3,38
Cell2447,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20,20,16,20
Cell2448,39,7,18,33,7,18,33,7,18,33,7,18,33,7,18,33,7,18,33,7,18,33,7,18,33,7,18,33,7,18,33,7,18,33,7,18,33,7,18,33,7,18,33,7,18,33,7,18,31,7,18,31,7,18,31,7,18,31,7,18,31,7,18
Cell2449,39,40,6,33,40,6,33,40,6,33,40,6,33,40,6,33,40,6,33,40,6,33,40,6,33,40,6,33,40,6,33,40,6,33,40,6,33,40,6,33,40,6,33,40,6,33,40,6,31,40,6,31,40,6,31,40,6,31,40,6,31,40,6
Cell245,39,36,24,33,36,24,33,36,24,33,36,24,33,36,24,33,36,24,33,36,24,33,36,24,33,36,24,33,36,24,33,36,24,33,36,24,33,36,24,33,36,24,33,36,24,33,36,24,31,36,24,31,36,24,31,36,24,31,36,24,31,36,24
Cell2450,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4,1,24,4
Cell2451,39,26,13,33,26,13,33,26,13,33,26,13,33,26,13,33,26,13,33,26,13,33,26,13,33,26,13,33,26,13,33,26,13,33,26,13,33,26,13,33,26,13,33,26,13,33,26,13,31,26,13,31,26,13,31,26,13,31,26,13,31,26,13
Cell2452,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32,12,31,32
Cell2453,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33,18,19,33
Cell2454,39,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,33,11,33,31,11,33,31,11,33,31,11,33,31,11,33,31,11,33
Cell2455,34,14,35,34,14,35,34,14,35,34,14,35,34,14,35,34,14,35,34,14,35,34,14,35,34,14,35,34,14,35,33,14,35,33,14,35,33,14,35,33,14,35,33,14,35,33,14,35,31,14,35,31,14,35,31,14,35,31,14,35,31,14,35
Cell2456,39,40,13,33,40,13,33,40,13,33,40,13,33,40,13,33,40,13,33,40,13,33,40,13,33,40,13,33,40,13,33,40,13,33,40,13,33,40,13,33,40,13,33,40,13,33,40,13,31,40,13,31,40,13,31,40,13,31,40,13,31,40,13
Cell2457,33,9,25,33,9,25,33,9,25,33,9,25,33,9,25,33,9,25,33,9,25,33,9,25,33,9,25,33,9,25,33,9,25,33,9,25,33,9,25,33,9,25,33,9,25,33,9,25,31,9,25,31,9,25,31,9,25,31,9,25,31,9,25
Cell2458,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36,12,25,36
Cell2459,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35,7,1,35
Cell246,34,25,31,34,25,31,34,25,31,34,25,31,34,25,31,34,25,31,34,25,31,34,25,31,34,25,31,34,25,31,33,25,31,33,25,31,33,25,31,33,25,31,33,25,31,33,25,31,31,25,31,31,25,31,31,25,31,31,25,31,31,25,31
Cell2460,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21,25,1,21
Cell2461,39,21,18,33,21,18,33,21,18,33,21,18,33,21,18,33,21,18,33,21,18,33,21,18,33,21,18,33,21,18,33,21,18,33,21,18,33,21,18,33,21,18,33,21,18,33,21,18,31,21,18,31,21,18,31,21,18,31,21,18,31,21,18
Cell2462,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,33,15,32,31,15,32,31,15,32,31,15,32,31,15,32,31,15,32
Cell2463,38,29,7,38,29,7,38,29,7,38,29,7,38,29,7,38,29,7,38,29,7,38,29,7,38,29,7,38,29,7,38,29,7,38,29,7,38,29,7,38,29,7,38,29,7,38,29,7,38,29,7,38,29,7,38,29,7,38,29,7,31,29,7
Cell2464,39,19,13,33,19,13,33,19,13,33,19,13,33,19,13,33,19,13,33,19,13,33,19,13,33,19,13,33,19,13,33,19,13,33,19,13,33,19,13,33,19,13,33,19,13,33,19,13,31,19,13,31,19,13,31,19,13,31,19,13,31,19,13
Cell2465,39,40,19,33,40,19,33,40,19,33,40,19,33,40,19,33,40,19,33,40,19,33,40,19,33,40,19,33,40,19,33,40,19,33,40,19,33,40,19,33,40,19,33,40,19,33,40,19,31,40,19,31,40,19,31,40,19,31,40,19,31,40,19
Cell2466,39,39,26,33,39,26,33,39,26,33,39,26,33,39,26,33,39,26,33,39,26,33,39,26,33,39,26,33,39,26,33,39,26,33,39,26,33,39,26,33,39,26,33,39,26,33,39,26,31,39,26,31,39,26,31,39,26,31,39,26,31,39,26
Cell2467,39,40,22,33,40,22,33,40,22,33,40,22,33,40,22,33,40,22,33,40,22,33,40,22,33,40,22,33,40,22,33,40,22,33,40,22,33,40,22,33,40,22,33,40,22,33,40,22,31,40,22,31,40,22,31,40,22,31,40,22,31,40,22
Cell2468,39,14,28,33,14,28,33,14,28,33,14,28,33,14,28,33,14,28,33,14,28,33,14,28,33,14,28,33,14,28,33,14,28,33,14,28,33,14,28,33,14,28,33,14,28,33,14,28,31,14,28,31,14,28,31,14,28,31,14,28,31,14,28
