cells,SC3-00,UMAP_KMEANS-00,TSNE_KMEANS-00,SC3-05,UMAP_KMEANS-05,TSNE_KMEANS-05,SC3-10,UMAP_KMEANS-10,TSNE_KMEANS-10,SC3-15,UMAP_KMEANS-15,TSNE_KMEANS-15,SC3-20,UMAP_KMEANS-20,TSNE_KMEANS-20,SC3-25,UMAP_KMEANS-25,TSNE_KMEANS-25,SC3-30,UMAP_KMEANS-30,TSNE_KMEANS-30,SC3-35,UMAP_KMEANS-35,TSNE_KMEANS-35,SC3-40,UMAP_KMEANS-40,TSNE_KMEANS-40,SC3-45,UMAP_KMEANS-45,TSNE_KMEANS-45,SC3-50,UMAP_KMEANS-50,TSNE_KMEANS-50,SC3-55,UMAP_KMEANS-55,TSNE_KMEANS-55,SC3-60,UMAP_KMEANS-60,TSNE_KMEANS-60,SC3-65,UMAP_KMEANS-65,TSNE_KMEANS-65,SC3-70,UMAP_KMEANS-70,TSNE_KMEANS-70,SC3-75,UMAP_KMEANS-75,TSNE_KMEANS-75,SC3-80,UMAP_KMEANS-80,TSNE_KMEANS-80,SC3-85,UMAP_KMEANS-85,TSNE_KMEANS-85,SC3-90,UMAP_KMEANS-90,TSNE_KMEANS-90,SC3-95,UMAP_KMEANS-95,TSNE_KMEANS-95,SC3-100,UMAP_KMEANS-100,TSNE_KMEANS-100
Cell1007,34,13,22,34,13,22,34,13,22,34,13,22,34,13,22,34,13,22,34,13,22,34,13,22,34,13,22,34,13,22,33,13,22,33,13,22,33,13,22,33,13,22,33,13,22,33,13,22,31,13,22,31,13,22,31,13,22,31,13,22,31,13,22
Cell1008,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40,31,27,40
Cell1009,33,35,27,33,35,27,33,35,27,33,35,27,33,35,27,33,35,27,33,35,27,33,35,27,33,35,27,33,35,27,33,35,27,33,35,27,33,35,27,33,35,27,33,35,27,33,35,27,31,35,27,31,35,27,31,35,27,31,35,27,31,35,27
Cell101,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35,18,16,35
Cell1010,39,30,36,33,30,36,33,30,36,33,30,36,33,30,36,33,30,36,33,30,36,33,30,36,33,30,36,33,30,36,33,30,36,33,30,36,33,30,36,33,30,36,33,30,36,33,30,36,31,30,36,31,30,36,31,30,36,31,30,36,31,30,36
Cell1011,39,7,39,33,7,39,33,7,39,33,7,39,33,7,39,33,7,39,33,7,39,33,7,39,33,7,39,33,7,39,33,7,39,33,7,39,33,7,39,33,7,39,33,7,39,33,7,39,31,7,39,31,7,39,31,7,39,31,7,39,31,7,39
Cell1012,39,30,28,33,30,28,33,30,28,33,30,28,33,30,28,33,30,28,33,30,28,33,30,28,33,30,28,33,30,28,33,30,28,33,30,28,33,30,28,33,30,28,33,30,28,33,30,28,31,30,28,31,30,28,31,30,28,31,30,28,31,30,28
Cell1013,39,10,29,33,10,29,33,10,29,33,10,29,33,10,29,33,10,29,33,10,29,33,10,29,33,10,29,33,10,29,33,10,29,33,10,29,33,10,29,33,10,29,33,10,29,33,10,29,31,10,29,31,10,29,31,10,29,31,10,29,31,10,29
Cell1014,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38,10,23,38
Cell1015,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33,26,37,33
Cell1016,33,21,23,33,21,23,33,21,23,33,21,23,33,21,23,33,21,23,33,21,23,33,21,23,33,21,23,33,21,23,33,21,23,33,21,23,33,21,23,33,21,23,33,21,23,33,21,23,31,21,23,31,21,23,31,21,23,31,21,23,31,21,23
Cell1017,39,28,14,33,28,14,33,28,14,33,28,14,33,28,14,33,28,14,33,28,14,33,28,14,33,28,14,33,28,14,33,28,14,33,28,14,33,28,14,33,28,14,33,28,14,33,28,14,31,28,14,31,28,14,31,28,14,31,28,14,31,28,14
Cell1018,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9,37,29,9
Cell1019,39,18,29,33,18,29,33,18,29,33,18,29,33,18,29,33,18,29,33,18,29,33,18,29,33,18,29,33,18,29,33,18,29,33,18,29,33,18,29,33,18,29,33,18,29,33,18,29,31,18,29,31,18,29,31,18,29,31,18,29,31,18,29
Cell102,39,25,35,33,25,35,33,25,35,33,25,35,33,25,35,33,25,35,33,25,35,33,25,35,33,25,35,33,25,35,33,25,35,33,25,35,33,25,35,33,25,35,33,25,35,33,25,35,31,25,35,31,25,35,31,25,35,31,25,35,31,25,35
Cell1020,39,27,18,33,27,18,33,27,18,33,27,18,33,27,18,33,27,18,33,27,18,33,27,18,33,27,18,33,27,18,33,27,18,33,27,18,33,27,18,33,27,18,33,27,18,33,27,18,31,27,18,31,27,18,31,27,18,31,27,18,31,27,18
Cell1021,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30
Cell1022,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2,35,30,2
Cell1023,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23,27,14,23
Cell1024,39,16,18,33,16,18,33,16,18,33,16,18,33,16,18,33,16,18,33,16,18,33,16,18,33,16,18,33,16,18,33,16,18,33,16,18,33,16,18,33,16,18,33,16,18,33,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18
Cell1025,33,37,16,33,37,16,33,37,16,33,37,16,33,37,16,33,37,16,33,37,16,33,37,16,33,37,16,33,37,16,33,37,16,33,37,16,33,37,16,33,37,16,33,37,16,33,37,16,31,37,16,31,37,16,31,37,16,31,37,16,31,37,16
Cell1026,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4,5,38,4
Cell1027,38,2,7,38,2,7,38,2,7,38,2,7,38,2,7,38,2,7,38,2,7,38,2,7,38,2,7,38,2,7,38,2,7,38,2,7,38,2,7,38,2,7,38,2,7,38,2,7,38,2,7,38,2,7,38,2,7,38,2,7,31,2,7
Cell1028,39,22,30,33,22,30,33,22,30,33,22,30,33,22,30,33,22,30,33,22,30,33,22,30,33,22,30,33,22,30,33,22,30,33,22,30,33,22,30,33,22,30,33,22,30,33,22,30,31,22,30,31,22,30,31,22,30,31,22,30,31,22,30
Cell1029,39,6,16,33,6,16,33,6,16,33,6,16,33,6,16,33,6,16,33,6,16,33,6,16,33,6,16,33,6,16,33,6,16,33,6,16,33,6,16,33,6,16,33,6,16,33,6,16,31,6,16,31,6,16,31,6,16,31,6,16,31,6,16
Cell103,39,33,3,33,33,3,33,33,3,33,33,3,33,33,3,33,33,3,33,33,3,33,33,3,33,33,3,33,33,3,33,33,3,33,33,3,33,33,3,33,33,3,33,33,3,33,33,3,31,33,3,31,33,3,31,33,3,31,33,3,31,33,3
Cell1030,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9,31,32,9
Cell1031,34,39,20,34,39,20,34,39,20,34,39,20,34,39,20,34,39,20,34,39,20,34,39,20,34,39,20,34,39,20,33,39,20,33,39,20,33,39,20,33,39,20,33,39,20,33,39,20,31,39,20,31,39,20,31,39,20,31,39,20,31,39,20
Cell1032,39,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,31,33,10,31,33,10,31,33,10,31,33,10,31,33,10
Cell1033,39,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,33,3,17,31,3,17,31,3,17,31,3,17,31,3,17,31,3,17
Cell1034,39,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,31,12,13,31,12,13,31,12,13,31,12,13,31,12,13
Cell1035,33,2,21,33,2,21,33,2,21,33,2,21,33,2,21,33,2,21,33,2,21,33,2,21,33,2,21,33,2,21,33,2,21,33,2,21,33,2,21,33,2,21,33,2,21,33,2,21,31,2,21,31,2,21,31,2,21,31,2,21,31,2,21
Cell1036,38,40,7,38,40,7,38,40,7,38,40,7,38,40,7,38,40,7,38,40,7,38,40,7,38,40,7,38,40,7,38,40,7,38,40,7,38,40,7,38,40,7,38,40,7,38,40,7,38,40,7,38,40,7,38,40,7,38,40,7,31,40,7
Cell1037,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20,31,16,20
Cell1038,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2,8,9,2
Cell1039,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12,3,39,12
Cell104,33,35,18,33,35,18,33,35,18,33,35,18,33,35,18,33,35,18,33,35,18,33,35,18,33,35,18,33,35,18,33,35,18,33,35,18,33,35,18,33,35,18,33,35,18,33,35,18,31,35,18,31,35,18,31,35,18,31,35,18,31,35,18
Cell1040,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40,8,13,40
Cell1041,39,36,34,33,36,34,33,36,34,33,36,34,33,36,34,33,36,34,33,36,34,33,36,34,33,36,34,33,36,34,33,36,34,33,36,34,33,36,34,33,36,34,33,36,34,33,36,34,31,36,34,31,36,34,31,36,34,31,36,34,31,36,34
Cell1042,39,27,24,33,27,24,33,27,24,33,27,24,33,27,24,33,27,24,33,27,24,33,27,24,33,27,24,33,27,24,33,27,24,33,27,24,33,27,24,33,27,24,33,27,24,33,27,24,31,27,24,31,27,24,31,27,24,31,27,24,31,27,24
Cell1043,38,2,12,38,2,12,38,2,12,38,2,12,38,2,12,38,2,12,38,2,12,38,2,12,38,2,12,38,2,12,38,2,12,38,2,12,38,2,12,38,2,12,38,2,12,38,2,12,38,2,12,38,2,12,38,2,12,38,2,12,31,2,12
Cell1044,38,26,29,38,26,29,38,26,29,38,26,29,38,26,29,38,26,29,38,26,29,38,26,29,38,26,29,38,26,29,38,26,29,38,26,29,38,26,29,38,26,29,38,26,29,38,26,29,38,26,29,38,26,29,38,26,29,38,26,29,31,26,29
Cell1045,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10
Cell1046,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32,31,2,32
Cell1047,34,11,23,34,11,23,34,11,23,34,11,23,34,11,23,34,11,23,34,11,23,34,11,23,34,11,23,34,11,23,33,11,23,33,11,23,33,11,23,33,11,23,33,11,23,33,11,23,31,11,23,31,11,23,31,11,23,31,11,23,31,11,23
Cell1048,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10,31,2,10
Cell1049,34,30,4,34,30,4,34,30,4,34,30,4,34,30,4,34,30,4,34,30,4,34,30,4,34,30,4,34,30,4,33,30,4,33,30,4,33,30,4,33,30,4,33,30,4,33,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4
Cell105,39,15,30,33,15,30,33,15,30,33,15,30,33,15,30,33,15,30,33,15,30,33,15,30,33,15,30,33,15,30,33,15,30,33,15,30,33,15,30,33,15,30,33,15,30,33,15,30,31,15,30,31,15,30,31,15,30,31,15,30,31,15,30
Cell1050,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,33,13,24,31,13,24,31,13,24,31,13,24,31,13,24,31,13,24
Cell1051,33,17,10,33,17,10,33,17,10,33,17,10,33,17,10,33,17,10,33,17,10,33,17,10,33,17,10,33,17,10,33,17,10,33,17,10,33,17,10,33,17,10,33,17,10,33,17,10,31,17,10,31,17,10,31,17,10,31,17,10,31,17,10
Cell1052,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17,24,31,17
Cell1053,39,13,4,33,13,4,33,13,4,33,13,4,33,13,4,33,13,4,33,13,4,33,13,4,33,13,4,33,13,4,33,13,4,33,13,4,33,13,4,33,13,4,33,13,4,33,13,4,31,13,4,31,13,4,31,13,4,31,13,4,31,13,4
Cell1054,34,14,32,34,14,32,34,14,32,34,14,32,34,14,32,34,14,32,34,14,32,34,14,32,34,14,32,34,14,32,33,14,32,33,14,32,33,14,32,33,14,32,33,14,32,33,14,32,31,14,32,31,14,32,31,14,32,31,14,32,31,14,32
Cell1055,39,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,33,12,13,31,12,13,31,12,13,31,12,13,31,12,13,31,12,13
Cell1056,39,5,12,33,5,12,33,5,12,33,5,12,33,5,12,33,5,12,33,5,12,33,5,12,33,5,12,33,5,12,33,5,12,33,5,12,33,5,12,33,5,12,33,5,12,33,5,12,31,5,12,31,5,12,31,5,12,31,5,12,31,5,12
Cell1057,34,33,17,34,33,17,34,33,17,34,33,17,34,33,17,34,33,17,34,33,17,34,33,17,34,33,17,34,33,17,33,33,17,33,33,17,33,33,17,33,33,17,33,33,17,33,33,17,31,33,17,31,33,17,31,33,17,31,33,17,31,33,17
Cell1058,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35,4,5,35
Cell1059,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
Cell106,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14,17,2,14
Cell1060,39,40,30,33,40,30,33,40,30,33,40,30,33,40,30,33,40,30,33,40,30,33,40,30,33,40,30,33,40,30,33,40,30,33,40,30,33,40,30,33,40,30,33,40,30,33,40,30,31,40,30,31,40,30,31,40,30,31,40,30,31,40,30
Cell1061,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28,24,24,28
Cell1062,38,25,7,38,25,7,38,25,7,38,25,7,38,25,7,38,25,7,38,25,7,38,25,7,38,25,7,38,25,7,38,25,7,38,25,7,38,25,7,38,25,7,38,25,7,38,25,7,38,25,7,38,25,7,38,25,7,38,25,7,31,25,7
Cell1063,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5,6,33,5
Cell1064,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4,9,22,4
Cell1065,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35,24,33,35
Cell1066,33,27,26,33,27,26,33,27,26,33,27,26,33,27,26,33,27,26,33,27,26,33,27,26,33,27,26,33,27,26,33,27,26,33,27,26,33,27,26,33,27,26,33,27,26,33,27,26,31,27,26,31,27,26,31,27,26,31,27,26,31,27,26
Cell1067,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28,37,30,28
Cell1068,34,34,8,34,34,8,34,34,8,34,34,8,34,34,8,34,34,8,34,34,8,34,34,8,34,34,8,34,34,8,33,34,8,33,34,8,33,34,8,33,34,8,33,34,8,33,34,8,31,34,8,31,34,8,31,34,8,31,34,8,31,34,8
Cell1069,39,36,36,33,36,36,33,36,36,33,36,36,33,36,36,33,36,36,33,36,36,33,36,36,33,36,36,33,36,36,33,36,36,33,36,36,33,36,36,33,36,36,33,36,36,33,36,36,31,36,36,31,36,36,31,36,36,31,36,36,31,36,36
Cell107,38,4,14,38,4,14,38,4,14,38,4,14,38,4,14,38,4,14,38,4,14,38,4,14,38,4,14,38,4,14,38,4,14,38,4,14,38,4,14,38,4,14,38,4,14,38,4,14,38,4,14,38,4,14,38,4,14,38,4,14,31,4,14
Cell1070,33,26,11,33,26,11,33,26,11,33,26,11,33,26,11,33,26,11,33,26,11,33,26,11,33,26,11,33,26,11,33,26,11,33,26,11,33,26,11,33,26,11,33,26,11,33,26,11,31,26,11,31,26,11,31,26,11,31,26,11,31,26,11
Cell1071,39,24,1,33,24,1,33,24,1,33,24,1,33,24,1,33,24,1,33,24,1,33,24,1,33,24,1,33,24,1,33,24,1,33,24,1,33,24,1,33,24,1,33,24,1,33,24,1,31,24,1,31,24,1,31,24,1,31,24,1,31,24,1
Cell1072,39,13,6,33,13,6,33,13,6,33,13,6,33,13,6,33,13,6,33,13,6,33,13,6,33,13,6,33,13,6,33,13,6,33,13,6,33,13,6,33,13,6,33,13,6,33,13,6,31,13,6,31,13,6,31,13,6,31,13,6,31,13,6
Cell1073,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21,12,25,21
Cell1074,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9,31,20,9
Cell1075,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21,29,40,21
Cell1076,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4,16,7,4
Cell1077,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4,31,30,4
Cell1078,38,6,22,38,6,22,38,6,22,38,6,22,38,6,22,38,6,22,38,6,22,38,6,22,38,6,22,38,6,22,38,6,22,38,6,22,38,6,22,38,6,22,38,6,22,38,6,22,38,6,22,38,6,22,38,6,22,38,6,22,31,6,22
Cell108,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36,8,9,36
Cell1080,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33,2,31,33
Cell1081,33,33,8,33,33,8,33,33,8,33,33,8,33,33,8,33,33,8,33,33,8,33,33,8,33,33,8,33,33,8,33,33,8,33,33,8,33,33,8,33,33,8,33,33,8,33,33,8,31,33,8,31,33,8,31,33,8,31,33,8,31,33,8
Cell1082,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10,14,4,10
Cell1083,39,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,33,33,10,31,33,10,31,33,10,31,33,10,31,33,10,31,33,10
Cell1084,39,19,16,33,19,16,33,19,16,33,19,16,33,19,16,33,19,16,33,19,16,33,19,16,33,19,16,33,19,16,33,19,16,33,19,16,33,19,16,33,19,16,33,19,16,33,19,16,31,19,16,31,19,16,31,19,16,31,19,16,31,19,16
