"","nCells","param","Value","Name","n_clus","clustering","level"
"893","200","50",0.715511589409268,"X50-15",49,"X50",15
"894","200","50",0.670921442746319,"X50.1-15",49,"X50.1",15
"895","200","50",0.514166737611198,"sc3-20",47,"sc3",20
"896","200","50",0.715511589409268,"X50-20",49,"X50",20
"897","200","50",0.670921442746319,"X50.1-20",49,"X50.1",20
"898","200","50",0.530524847786365,"sc3-25",46,"sc3",25
"899","200","50",0.715511589409268,"X50-25",49,"X50",25
"900","200","50",0.670921442746319,"X50.1-25",49,"X50.1",25
"901","200","50",0.530524847786365,"sc3-30",46,"sc3",30
"902","200","50",0.715511589409268,"X50-30",49,"X50",30
"903","200","50",0.698621342282481,"X50.1-30",47,"X50.1",30
"904","200","50",0.53590130204481,"sc3-35",45,"sc3",35
"905","200","50",0.715511589409268,"X50-35",49,"X50",35
"906","200","50",0.705964998449848,"X50.1-35",46,"X50.1",35
"907","200","50",0.554426437736584,"sc3-40",44,"sc3",40
"908","200","50",0.715511589409268,"X50-40",49,"X50",40
"909","200","50",0.715634926110692,"X50.1-40",45,"X50.1",40
"910","200","50",0.554426437736584,"sc3-45",44,"sc3",45
"911","200","50",0.723920950830644,"X50-45",48,"X50",45
"912","200","50",0.729885164175839,"X50.1-45",44,"X50.1",45
"913","200","50",0.567386825663665,"sc3-50",43,"sc3",50
"914","200","50",0.728679530209796,"X50-50",47,"X50",50
"915","200","50",0.729885164175839,"X50.1-50",44,"X50.1",50
"916","200","50",0.567386825663665,"sc3-55",43,"sc3",55
"917","200","50",0.738096348758688,"X50-55",46,"X50",55
"918","200","50",0.741533024103609,"X50.1-55",43,"X50.1",55
"919","200","50",0.567386825663665,"sc3-60",43,"sc3",60
"920","200","50",0.774476058501905,"X50-60",44,"X50",60
"921","200","50",0.764231002369538,"X50.1-60",42,"X50.1",60
"922","200","50",0.567386825663665,"sc3-65",43,"sc3",65
"923","200","50",0.774476058501905,"X50-65",44,"X50",65
"924","200","50",0.764231002369538,"X50.1-65",42,"X50.1",65
"925","200","50",0.570329304953326,"sc3-70",42,"sc3",70
"926","200","50",0.794078518590804,"X50-70",42,"X50",70
"927","200","50",0.786165501671515,"X50.1-70",41,"X50.1",70
"928","200","50",0.590435047361946,"sc3-75",41,"sc3",75
"929","200","50",0.794078518590804,"X50-75",42,"X50",75
"930","200","50",0.786165501671515,"X50.1-75",41,"X50.1",75
"931","200","50",0.629069851871597,"sc3-80",40,"sc3",80
"932","200","50",0.826481480509449,"X50-80",40,"X50",80
"933","200","50",0.786165501671515,"X50.1-80",41,"X50.1",80
"934","200","50",0.629069851871597,"sc3-85",40,"sc3",85
"935","200","50",0.826481480509449,"X50-85",40,"X50",85
"936","200","50",0.805285139463842,"X50.1-85",40,"X50.1",85
"937","200","50",0.629069851871597,"sc3-90",40,"sc3",90
"938","200","50",0.832563624275272,"X50-90",39,"X50",90
"939","200","50",0.817717918919017,"X50.1-90",39,"X50.1",90
"940","200","50",0.632616032462484,"sc3-95",39,"sc3",95
"941","200","50",0.854364144559101,"X50-95",37,"X50",95
"942","200","50",0.826883068258957,"X50.1-95",38,"X50.1",95
"943","200","50",0.649912543554007,"sc3-100",38,"sc3",100
"944","200","50",0.857113748662829,"X50-100",35,"X50",100
"945","200","50",0.830741788923969,"X50.1-100",36,"X50.1",100
"946","250","30",0.711848486406528,"sc3-00",30,"sc3",0
"947","250","30",0.730619818260126,"X30-00",30,"X30",0
"948","250","30",0.828856705422648,"X30.1-00",30,"X30.1",0
"949","250","30",0.711848486406528,"sc3-05",30,"sc3",5
"950","250","30",0.75496486306152,"X30-05",29,"X30",5
"951","250","30",0.828856705422648,"X30.1-05",30,"X30.1",5
"952","250","30",0.711848486406528,"sc3-10",30,"sc3",10
"953","250","30",0.75496486306152,"X30-10",29,"X30",10
"954","250","30",0.848614559010314,"X30.1-10",29,"X30.1",10
"955","250","30",0.72881163537521,"sc3-15",29,"sc3",15
"956","250","30",0.75496486306152,"X30-15",29,"X30",15
"957","250","30",0.848614559010314,"X30.1-15",29,"X30.1",15
"958","250","30",0.743018182541173,"sc3-20",28,"sc3",20
"959","250","30",0.75496486306152,"X30-20",29,"X30",20
"960","250","30",0.848614559010314,"X30.1-20",29,"X30.1",20
"961","250","30",0.743018182541173,"sc3-25",28,"sc3",25
"962","250","30",0.75496486306152,"X30-25",29,"X30",25
"963","250","30",0.870439421160528,"X30.1-25",28,"X30.1",25
"964","250","30",0.743018182541173,"sc3-30",28,"sc3",30
"965","250","30",0.770709685587249,"X30-30",28,"X30",30
"966","250","30",0.870439421160528,"X30.1-30",28,"X30.1",30
"967","250","30",0.743018182541173,"sc3-35",28,"sc3",35
"968","250","30",0.770709685587249,"X30-35",28,"X30",35
"969","250","30",0.883164405536438,"X30.1-35",27,"X30.1",35
"970","250","30",0.743018182541173,"sc3-40",28,"sc3",40
"971","250","30",0.782273380691059,"X30-40",27,"X30",40
"972","250","30",0.883164405536438,"X30.1-40",27,"X30.1",40
"973","250","30",0.743018182541173,"sc3-45",28,"sc3",45
"974","250","30",0.794169266277922,"X30-45",26,"X30",45
"975","250","30",0.883164405536438,"X30.1-45",27,"X30.1",45
"976","250","30",0.743018182541173,"sc3-50",28,"sc3",50
"977","250","30",0.806898739361437,"X30-50",25,"X30",50
"978","250","30",0.883164405536438,"X30.1-50",27,"X30.1",50
"979","250","30",0.743018182541173,"sc3-55",28,"sc3",55
"980","250","30",0.813168812551767,"X30-55",24,"X30",55
"981","250","30",0.883164405536438,"X30.1-55",27,"X30.1",55
"982","250","30",0.743018182541173,"sc3-60",28,"sc3",60
"983","250","30",0.823993130145983,"X30-60",23,"X30",60
"984","250","30",0.883164405536438,"X30.1-60",27,"X30.1",60
"985","250","30",0.748849246536406,"sc3-65",27,"sc3",65
"986","250","30",0.823993130145983,"X30-65",23,"X30",65
"987","250","30",0.883164405536438,"X30.1-65",27,"X30.1",65
"988","250","30",0.736046599965725,"sc3-70",26,"sc3",70
"989","250","30",0.829082386997825,"X30-70",22,"X30",70
"990","250","30",0.883164405536438,"X30.1-70",27,"X30.1",70
"991","250","30",0.736046599965725,"sc3-75",26,"sc3",75
"992","250","30",0.829082386997825,"X30-75",22,"X30",75
"993","250","30",0.862950731881471,"X30.1-75",26,"X30.1",75
"994","250","30",0.736046599965725,"sc3-80",26,"sc3",80
"995","250","30",0.776618466493846,"X30-80",21,"X30",80
"996","250","30",0.84707351526194,"X30.1-80",25,"X30.1",80
"997","250","30",0.736046599965725,"sc3-85",26,"sc3",85
"998","250","30",0.776618466493846,"X30-85",21,"X30",85
"999","250","30",0.805041874735403,"X30.1-85",24,"X30.1",85
"1000","250","30",0.614316473376746,"sc3-90",24,"sc3",90
"1001","250","30",0.776618466493846,"X30-90",21,"X30",90
"1002","250","30",0.805041874735403,"X30.1-90",24,"X30.1",90
"1003","250","30",0.571423014434955,"sc3-95",23,"sc3",95
"1004","250","30",0.776618466493846,"X30-95",21,"X30",95
"1005","250","30",0.803297623518482,"X30.1-95",23,"X30.1",95
"1006","250","30",0.56233783180476,"sc3-100",21,"sc3",100
"1007","250","30",0.776618466493846,"X30-100",21,"X30",100
"1008","250","30",0.798103174177048,"X30.1-100",22,"X30.1",100
"1009","250","35",0.687690578188162,"sc3-00",35,"sc3",0
"1010","250","35",0.817759657903159,"X35-00",35,"X35",0
"1011","250","35",0.846646326545591,"X35.1-00",35,"X35.1",0
"1012","250","35",0.687690578188162,"sc3-05",35,"sc3",5
"1013","250","35",0.817759657903159,"X35-05",35,"X35",5
"1014","250","35",0.868027796168111,"X35.1-05",34,"X35.1",5
"1015","250","35",0.71067411393756,"sc3-10",34,"sc3",10
"1016","250","35",0.817759657903159,"X35-10",35,"X35",10
"1017","250","35",0.868027796168111,"X35.1-10",34,"X35.1",10
"1018","250","35",0.71067411393756,"sc3-15",34,"sc3",15
"1019","250","35",0.832598316962181,"X35-15",34,"X35",15
"1020","250","35",0.868027796168111,"X35.1-15",34,"X35.1",15
"1021","250","35",0.71067411393756,"sc3-20",34,"sc3",20
"1022","250","35",0.832598316962181,"X35-20",34,"X35",20
"1023","250","35",0.868027796168111,"X35.1-20",34,"X35.1",20
"1024","250","35",0.71067411393756,"sc3-25",34,"sc3",25
"1025","250","35",0.832598316962181,"X35-25",34,"X35",25
"1026","250","35",0.882547709378858,"X35.1-25",33,"X35.1",25
"1027","250","35",0.71067411393756,"sc3-30",34,"sc3",30
"1028","250","35",0.844218741347167,"X35-30",33,"X35",30
"1029","250","35",0.882547709378858,"X35.1-30",33,"X35.1",30
"1030","250","35",0.71067411393756,"sc3-35",34,"sc3",35
"1031","250","35",0.860125891080423,"X35-35",32,"X35",35
"1032","250","35",0.882547709378858,"X35.1-35",33,"X35.1",35
"1033","250","35",0.71067411393756,"sc3-40",34,"sc3",40
"1034","250","35",0.860125891080423,"X35-40",32,"X35",40
"1035","250","35",0.897031646999029,"X35.1-40",32,"X35.1",40
"1036","250","35",0.71067411393756,"sc3-45",34,"sc3",45
"1037","250","35",0.870135986603003,"X35-45",31,"X35",45
"1038","250","35",0.897031646999029,"X35.1-45",32,"X35.1",45
"1039","250","35",0.71067411393756,"sc3-50",34,"sc3",50
"1040","250","35",0.870135986603003,"X35-50",31,"X35",50
"1041","250","35",0.897031646999029,"X35.1-50",32,"X35.1",50
"1042","250","35",0.722199476969885,"sc3-55",33,"sc3",55
"1043","250","35",0.870135986603003,"X35-55",31,"X35",55
"1044","250","35",0.897031646999029,"X35.1-55",32,"X35.1",55
"1045","250","35",0.722199476969885,"sc3-60",33,"sc3",60
"1046","250","35",0.881066068977138,"X35-60",30,"X35",60
"1047","250","35",0.897031646999029,"X35.1-60",32,"X35.1",60
"1048","250","35",0.722199476969885,"sc3-65",33,"sc3",65
"1049","250","35",0.890734493167576,"X35-65",29,"X35",65
"1050","250","35",0.897031646999029,"X35.1-65",32,"X35.1",65
"1051","250","35",0.739744855750618,"sc3-70",32,"sc3",70
"1052","250","35",0.895112578127482,"X35-70",28,"X35",70
"1053","250","35",0.897031646999029,"X35.1-70",32,"X35.1",70
"1054","250","35",0.739744855750618,"sc3-75",32,"sc3",75
"1055","250","35",0.895112578127482,"X35-75",28,"X35",75
"1056","250","35",0.912247293589698,"X35.1-75",31,"X35.1",75
"1057","250","35",0.758044125662133,"sc3-80",31,"sc3",80
"1058","250","35",0.895112578127482,"X35-80",28,"X35",80
"1059","250","35",0.912247293589698,"X35.1-80",31,"X35.1",80
"1060","250","35",0.758044125662133,"sc3-85",31,"sc3",85
"1061","250","35",0.895112578127482,"X35-85",28,"X35",85
"1062","250","35",0.893103643602198,"X35.1-85",30,"X35.1",85
"1063","250","35",0.756791128480274,"sc3-90",30,"sc3",90
"1064","250","35",0.895112578127482,"X35-90",28,"X35",90
"1065","250","35",0.89008987182487,"X35.1-90",29,"X35.1",90
"1066","250","35",0.756328250249815,"sc3-95",29,"sc3",95
"1067","250","35",0.895112578127482,"X35-95",28,"X35",95
"1068","250","35",0.889101344133685,"X35.1-95",28,"X35.1",95
"1069","250","35",0.745124941618221,"sc3-100",25,"sc3",100
"1070","250","35",0.895949639709576,"X35-100",27,"X35",100
"1071","250","35",0.892814028556377,"X35.1-100",27,"X35.1",100
"1072","250","40",0.665200237874943,"sc3-00",40,"sc3",0
"1073","250","40",0.822616329728538,"X40-00",40,"X40",0
"1074","250","40",0.759645559985546,"X40.1-00",40,"X40.1",0
"1075","250","40",0.68581731408208,"sc3-05",39,"sc3",5
"1076","250","40",0.841300109469512,"X40-05",39,"X40",5
"1077","250","40",0.759645559985546,"X40.1-05",40,"X40.1",5
"1078","250","40",0.709119438988503,"sc3-10",38,"sc3",10
"1079","250","40",0.841300109469512,"X40-10",39,"X40",10
"1080","250","40",0.759645559985546,"X40.1-10",40,"X40.1",10
"1081","250","40",0.709119438988503,"sc3-15",38,"sc3",15
"1082","250","40",0.865359291422895,"X40-15",38,"X40",15
"1083","250","40",0.759645559985546,"X40.1-15",40,"X40.1",15
"1084","250","40",0.709119438988503,"sc3-20",38,"sc3",20
"1085","250","40",0.865359291422895,"X40-20",38,"X40",20
"1086","250","40",0.775291557696252,"X40.1-20",39,"X40.1",20
"1087","250","40",0.709119438988503,"sc3-25",38,"sc3",25
"1088","250","40",0.865359291422895,"X40-25",38,"X40",25
"1089","250","40",0.810268053109043,"X40.1-25",37,"X40.1",25
"1090","250","40",0.709119438988503,"sc3-30",38,"sc3",30
"1091","250","40",0.865359291422895,"X40-30",38,"X40",30
"1092","250","40",0.829393126980258,"X40.1-30",36,"X40.1",30
"1093","250","40",0.709119438988503,"sc3-35",38,"sc3",35
"1094","250","40",0.865359291422895,"X40-35",38,"X40",35
"1095","250","40",0.841054549050965,"X40.1-35",35,"X40.1",35
"1096","250","40",0.709119438988503,"sc3-40",38,"sc3",40
"1097","250","40",0.887359836522109,"X40-40",36,"X40",40
"1098","250","40",0.841054549050965,"X40.1-40",35,"X40.1",40
"1099","250","40",0.709119438988503,"sc3-45",38,"sc3",45
"1100","250","40",0.887359836522109,"X40-45",36,"X40",45
"1101","250","40",0.851364199496399,"X40.1-45",34,"X40.1",45
"1102","250","40",0.720800861603503,"sc3-50",37,"sc3",50
"1103","250","40",0.89917717185648,"X40-50",35,"X40",50
"1104","250","40",0.851364199496399,"X40.1-50",34,"X40.1",50
"1105","250","40",0.720800861603503,"sc3-55",37,"sc3",55
"1106","250","40",0.903702541018599,"X40-55",34,"X40",55
"1107","250","40",0.862618628423381,"X40.1-55",33,"X40.1",55
"1108","250","40",0.738579070611789,"sc3-60",36,"sc3",60
"1109","250","40",0.910259300306436,"X40-60",33,"X40",60
"1110","250","40",0.862618628423381,"X40.1-60",33,"X40.1",60
"1111","250","40",0.737510594751948,"sc3-65",35,"sc3",65
"1112","250","40",0.921025147878122,"X40-65",31,"X40",65
"1113","250","40",0.862618628423381,"X40.1-65",33,"X40.1",65
"1114","250","40",0.737510594751948,"sc3-70",35,"sc3",70
"1115","250","40",0.936804800670997,"X40-70",30,"X40",70
"1116","250","40",0.865954586693309,"X40.1-70",32,"X40.1",70
"1117","250","40",0.754649962857167,"sc3-75",34,"sc3",75
"1118","250","40",0.936804800670997,"X40-75",30,"X40",75
"1119","250","40",0.876942700341708,"X40.1-75",31,"X40.1",75
"1120","250","40",0.754649962857167,"sc3-80",34,"sc3",80
"1121","250","40",0.936804800670997,"X40-80",30,"X40",80
"1122","250","40",0.88719748522545,"X40.1-80",29,"X40.1",80
"1123","250","40",0.760209490234267,"sc3-85",31,"sc3",85
"1124","250","40",0.936804800670997,"X40-85",30,"X40",85
"1125","250","40",0.88719748522545,"X40.1-85",29,"X40.1",85
"1126","250","40",0.760209490234267,"sc3-90",31,"sc3",90
"1127","250","40",0.924060054504729,"X40-90",29,"X40",90
"1128","250","40",0.884252198282373,"X40.1-90",28,"X40.1",90
"1129","250","40",0.755031097332974,"sc3-95",28,"sc3",95
"1130","250","40",0.924060054504729,"X40-95",29,"X40",95
"1131","250","40",0.884252198282373,"X40.1-95",28,"X40.1",95
"1132","250","40",0.739701109212862,"sc3-100",24,"sc3",100
"1133","250","40",0.906035205650745,"X40-100",26,"X40",100
"1134","250","40",0.878229952315545,"X40.1-100",26,"X40.1",100
"1135","250","45",0.679666403220822,"sc3-00",45,"sc3",0
"1136","250","45",0.788917881449259,"X45-00",45,"X45",0
"1137","250","45",0.748358509529876,"X45.1-00",45,"X45.1",0
"1138","250","45",0.679666403220822,"sc3-05",45,"sc3",5
"1139","250","45",0.815592383430016,"X45-05",44,"X45",5
"1140","250","45",0.773358626980647,"X45.1-05",44,"X45.1",5
"1141","250","45",0.701263963874689,"sc3-10",44,"sc3",10
"1142","250","45",0.815592383430016,"X45-10",44,"X45",10
"1143","250","45",0.773358626980647,"X45.1-10",44,"X45.1",10
"1144","250","45",0.720825632427942,"sc3-15",43,"sc3",15
"1145","250","45",0.815592383430016,"X45-15",44,"X45",15
"1146","250","45",0.773358626980647,"X45.1-15",44,"X45.1",15
"1147","250","45",0.720825632427942,"sc3-20",43,"sc3",20
"1148","250","45",0.843681602635103,"X45-20",42,"X45",20
"1149","250","45",0.773358626980647,"X45.1-20",44,"X45.1",20
"1150","250","45",0.720825632427942,"sc3-25",43,"sc3",25
"1151","250","45",0.843681602635103,"X45-25",42,"X45",25
"1152","250","45",0.785507757161801,"X45.1-25",43,"X45.1",25
"1153","250","45",0.720825632427942,"sc3-30",43,"sc3",30
"1154","250","45",0.86934654210059,"X45-30",41,"X45",30
"1155","250","45",0.799397457564847,"X45.1-30",42,"X45.1",30
"1156","250","45",0.720825632427942,"sc3-35",43,"sc3",35
"1157","250","45",0.881194581327796,"X45-35",40,"X45",35
"1158","250","45",0.812990351005421,"X45.1-35",41,"X45.1",35
"1159","250","45",0.720825632427942,"sc3-40",43,"sc3",40
"1160","250","45",0.881194581327796,"X45-40",40,"X45",40
"1161","250","45",0.842995099899618,"X45.1-40",39,"X45.1",40
"1162","250","45",0.730398519495669,"sc3-45",42,"sc3",45
"1163","250","45",0.881194581327796,"X45-45",40,"X45",45
"1164","250","45",0.857467323244822,"X45.1-45",38,"X45.1",45
"1165","250","45",0.744813141112293,"sc3-50",40,"sc3",50
"1166","250","45",0.881194581327796,"X45-50",40,"X45",50
"1167","250","45",0.857467323244822,"X45.1-50",38,"X45.1",50
"1168","250","45",0.756580897742729,"sc3-55",39,"sc3",55
"1169","250","45",0.893386271637575,"X45-55",39,"X45",55
"1170","250","45",0.857467323244822,"X45.1-55",38,"X45.1",55
"1171","250","45",0.764310782166674,"sc3-60",38,"sc3",60
"1172","250","45",0.893386271637575,"X45-60",39,"X45",60
"1173","250","45",0.865753077968316,"X45.1-60",37,"X45.1",60
"1174","250","45",0.764310782166674,"sc3-65",38,"sc3",65
"1175","250","45",0.903074335612799,"X45-65",37,"X45",65
"1176","250","45",0.872137166225659,"X45.1-65",36,"X45.1",65
"1177","250","45",0.772646351276417,"sc3-70",36,"sc3",70
"1178","250","45",0.906993984665863,"X45-70",36,"X45",70
"1179","250","45",0.872137166225659,"X45.1-70",36,"X45.1",70
"1180","250","45",0.790028170654836,"sc3-75",35,"sc3",75
"1181","250","45",0.906993984665863,"X45-75",36,"X45",75
"1182","250","45",0.879941434367657,"X45.1-75",34,"X45.1",75
"1183","250","45",0.790028170654836,"sc3-80",35,"sc3",80
"1184","250","45",0.922966701945779,"X45-80",34,"X45",80
"1185","250","45",0.897773508792493,"X45.1-80",33,"X45.1",80
"1186","250","45",0.788358613500639,"sc3-85",34,"sc3",85
"1187","250","45",0.941670140469786,"X45-85",33,"X45",85
"1188","250","45",0.908650059384639,"X45.1-85",32,"X45.1",85
"1189","250","45",0.80923445500948,"sc3-90",33,"sc3",90
"1190","250","45",0.941670140469786,"X45-90",33,"X45",90
"1191","250","45",0.918268046638348,"X45.1-90",31,"X45.1",90
"1192","250","45",0.810004476731737,"sc3-95",32,"sc3",95
"1193","250","45",0.943873218303319,"X45-95",32,"X45",95
"1194","250","45",0.924067783751973,"X45.1-95",30,"X45.1",95
"1195","250","45",0.80385777989983,"sc3-100",28,"sc3",100
"1196","250","45",0.931634833523171,"X45-100",30,"X45",100
"1197","250","45",0.915429908735335,"X45.1-100",29,"X45.1",100
"1198","250","50",0.618152649332499,"sc3-00",50,"sc3",0
"1199","250","50",0.680147025115676,"X50-00",50,"X50",0
"1200","250","50",0.729797287997102,"X50.1-00",50,"X50.1",0
"1201","250","50",0.64601993983704,"sc3-05",49,"sc3",5
"1202","250","50",0.680147025115676,"X50-05",50,"X50",5
"1203","250","50",0.751692835277642,"X50.1-05",49,"X50.1",5
"1204","250","50",0.64601993983704,"sc3-10",49,"sc3",10
"1205","250","50",0.720621074493814,"X50-10",48,"X50",10
"1206","250","50",0.751692835277642,"X50.1-10",49,"X50.1",10
"1207","250","50",0.64601993983704,"sc3-15",49,"sc3",15
"1208","250","50",0.73502030832099,"X50-15",47,"X50",15
"1209","250","50",0.765897152028882,"X50.1-15",48,"X50.1",15
"1210","250","50",0.685504215145292,"sc3-20",47,"sc3",20
"1211","250","50",0.73502030832099,"X50-20",47,"X50",20
"1212","250","50",0.765897152028882,"X50.1-20",48,"X50.1",20
"1213","250","50",0.710871210095933,"sc3-25",46,"sc3",25
"1214","250","50",0.739800563742728,"X50-25",46,"X50",25
"1215","250","50",0.765897152028882,"X50.1-25",48,"X50.1",25
"1216","250","50",0.710871210095933,"sc3-30",46,"sc3",30
"1217","250","50",0.76260228779561,"X50-30",44,"X50",30
"1218","250","50",0.765897152028882,"X50.1-30",48,"X50.1",30
"1219","250","50",0.710871210095933,"sc3-35",46,"sc3",35
"1220","250","50",0.76260228779561,"X50-35",44,"X50",35
"1221","250","50",0.792734317524956,"X50.1-35",46,"X50.1",35
"1222","250","50",0.710871210095933,"sc3-40",46,"sc3",40
"1223","250","50",0.802120039423982,"X50-40",42,"X50",40
"1224","250","50",0.813944265584496,"X50.1-40",45,"X50.1",40
"1225","250","50",0.713270024992578,"sc3-45",45,"sc3",45
"1226","250","50",0.810999930074038,"X50-45",41,"X50",45
"1227","250","50",0.813944265584496,"X50.1-45",45,"X50.1",45
"1228","250","50",0.734077151422949,"sc3-50",44,"sc3",50
"1229","250","50",0.816643125564267,"X50-50",40,"X50",50
"1230","250","50",0.823646116540525,"X50.1-50",44,"X50.1",50
"1231","250","50",0.74625823879022,"sc3-55",43,"sc3",55
"1232","250","50",0.827779289317046,"X50-55",39,"X50",55
"1233","250","50",0.832567095340375,"X50.1-55",43,"X50.1",55
"1234","250","50",0.768023452301047,"sc3-60",41,"sc3",60
"1235","250","50",0.827779289317046,"X50-60",39,"X50",60
"1236","250","50",0.832567095340375,"X50.1-60",43,"X50.1",60
"1237","250","50",0.768023452301047,"sc3-65",41,"sc3",65
"1238","250","50",0.827779289317046,"X50-65",39,"X50",65
"1239","250","50",0.848774413236341,"X50.1-65",40,"X50.1",65
"1240","250","50",0.768023452301047,"sc3-70",41,"sc3",70
"1241","250","50",0.839321706936818,"X50-70",37,"X50",70
"1242","250","50",0.854820653948412,"X50.1-70",39,"X50.1",70
"1243","250","50",0.768023452301047,"sc3-75",41,"sc3",75
"1244","250","50",0.864091647769052,"X50-75",36,"X50",75
"1245","250","50",0.878419308280858,"X50.1-75",38,"X50.1",75
"1246","250","50",0.788243377395618,"sc3-80",39,"sc3",80
"1247","250","50",0.869270493917337,"X50-80",35,"X50",80
"1248","250","50",0.878419308280858,"X50.1-80",38,"X50.1",80
"1249","250","50",0.806802792216845,"sc3-85",38,"sc3",85
"1250","250","50",0.881516358339826,"X50-85",34,"X50",85
"1251","250","50",0.891012517415121,"X50.1-85",37,"X50.1",85
"1252","250","50",0.815281381434798,"sc3-90",37,"sc3",90
"1253","250","50",0.890433061487702,"X50-90",32,"X50",90
"1254","250","50",0.891012517415121,"X50.1-90",37,"X50.1",90
"1255","250","50",0.815281381434798,"sc3-95",37,"sc3",95
"1256","250","50",0.901262235145696,"X50-95",30,"X50",95
"1257","250","50",0.899447476665247,"X50.1-95",36,"X50.1",95
"1258","250","50",0.820445292805366,"sc3-100",30,"sc3",100
"1259","250","50",0.901262235145696,"X50-100",30,"X50",100
"1260","250","50",0.894061861065868,"X50.1-100",33,"X50.1",100
"1261","300","30",0.85174851667636,"sc3-00",30,"sc3",0
"1262","300","30",0.898676167946318,"X30-00",30,"X30",0
"1263","300","30",0.815384072168438,"X30.1-00",30,"X30.1",0
"1264","300","30",0.85174851667636,"sc3-05",30,"sc3",5
"1265","300","30",0.898676167946318,"X30-05",30,"X30",5
"1266","300","30",0.831304278194287,"X30.1-05",29,"X30.1",5
"1267","300","30",0.85174851667636,"sc3-10",30,"sc3",10
"1268","300","30",0.898676167946318,"X30-10",30,"X30",10
"1269","300","30",0.831304278194287,"X30.1-10",29,"X30.1",10
"1270","300","30",0.85174851667636,"sc3-15",30,"sc3",15
"1271","300","30",0.898676167946318,"X30-15",30,"X30",15
"1272","300","30",0.831304278194287,"X30.1-15",29,"X30.1",15
"1273","300","30",0.85174851667636,"sc3-20",30,"sc3",20
"1274","300","30",0.910117535762081,"X30-20",29,"X30",20
"1275","300","30",0.831304278194287,"X30.1-20",29,"X30.1",20
"1276","300","30",0.85174851667636,"sc3-25",30,"sc3",25
"1277","300","30",0.910117535762081,"X30-25",29,"X30",25
"1278","300","30",0.831304278194287,"X30.1-25",29,"X30.1",25
"1279","300","30",0.85174851667636,"sc3-30",30,"sc3",30
"1280","300","30",0.910117535762081,"X30-30",29,"X30",30
"1281","300","30",0.831304278194287,"X30.1-30",29,"X30.1",30
"1282","300","30",0.85174851667636,"sc3-35",30,"sc3",35
"1283","300","30",0.910117535762081,"X30-35",29,"X30",35
"1284","300","30",0.844906604352835,"X30.1-35",28,"X30.1",35
"1285","300","30",0.85174851667636,"sc3-40",30,"sc3",40
"1286","300","30",0.910117535762081,"X30-40",29,"X30",40
"1287","300","30",0.844906604352835,"X30.1-40",28,"X30.1",40
"1288","300","30",0.85174851667636,"sc3-45",30,"sc3",45
"1289","300","30",0.910117535762081,"X30-45",29,"X30",45
"1290","300","30",0.844906604352835,"X30.1-45",28,"X30.1",45
"1291","300","30",0.85174851667636,"sc3-50",30,"sc3",50
"1292","300","30",0.910117535762081,"X30-50",29,"X30",50
"1293","300","30",0.867542568010086,"X30.1-50",27,"X30.1",50
"1294","300","30",0.85174851667636,"sc3-55",30,"sc3",55
"1295","300","30",0.910117535762081,"X30-55",29,"X30",55
"1296","300","30",0.867542568010086,"X30.1-55",27,"X30.1",55
"1297","300","30",0.85174851667636,"sc3-60",30,"sc3",60
"1298","300","30",0.910117535762081,"X30-60",29,"X30",60
"1299","300","30",0.867542568010086,"X30.1-60",27,"X30.1",60
"1300","300","30",0.85174851667636,"sc3-65",30,"sc3",65
"1301","300","30",0.910117535762081,"X30-65",29,"X30",65
"1302","300","30",0.867542568010086,"X30.1-65",27,"X30.1",65
"1303","300","30",0.85174851667636,"sc3-70",30,"sc3",70
"1304","300","30",0.910117535762081,"X30-70",29,"X30",70
"1305","300","30",0.874171110623686,"X30.1-70",26,"X30.1",70
"1306","300","30",0.85174851667636,"sc3-75",30,"sc3",75
"1307","300","30",0.914256889488724,"X30-75",28,"X30",75
"1308","300","30",0.874171110623686,"X30.1-75",26,"X30.1",75
"1309","300","30",0.85174851667636,"sc3-80",30,"sc3",80
"1310","300","30",0.914256889488724,"X30-80",28,"X30",80
"1311","300","30",0.874171110623686,"X30.1-80",26,"X30.1",80
"1312","300","30",0.844579750044987,"sc3-85",29,"sc3",85
"1313","300","30",0.914256889488724,"X30-85",28,"X30",85
"1314","300","30",0.874171110623686,"X30.1-85",26,"X30.1",85
"1315","300","30",0.842177078102391,"sc3-90",28,"sc3",90
"1316","300","30",0.914256889488724,"X30-90",28,"X30",90
"1317","300","30",0.874171110623686,"X30.1-90",26,"X30.1",90
"1318","300","30",0.81202718045011,"sc3-95",27,"sc3",95
"1319","300","30",0.893930184888219,"X30-95",27,"X30",95
"1320","300","30",0.874171110623686,"X30.1-95",26,"X30.1",95
"1321","300","30",0.811674151852051,"sc3-100",26,"sc3",100
"1322","300","30",0.893930184888219,"X30-100",27,"X30",100
"1323","300","30",0.874171110623686,"X30.1-100",26,"X30.1",100
"1324","300","35",0.880250324798974,"sc3-00",35,"sc3",0
"1325","300","35",0.860716604180317,"X35-00",35,"X35",0
"1326","300","35",0.873234293389359,"X35.1-00",35,"X35.1",0
"1327","300","35",0.880250324798974,"sc3-05",35,"sc3",5
"1328","300","35",0.87760573096312,"X35-05",34,"X35",5
"1329","300","35",0.873234293389359,"X35.1-05",35,"X35.1",5
"1330","300","35",0.880250324798974,"sc3-10",35,"sc3",10
"1331","300","35",0.87760573096312,"X35-10",34,"X35",10
"1332","300","35",0.873234293389359,"X35.1-10",35,"X35.1",10
