"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_15","k_20","k_25","k_30","k_35","k_40","k_45","k_50","k_55","k_60","k_65","k_70","k_75","k_80","k_85","k_90","k_95","k_100","cells"
"941",7,15,1,8,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell942"
"942",8,7,7,3,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell943"
"943",21,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell944"
"944",12,4,3,2,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell945"
"945",49,10,1,2,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell946"
"946",42,18,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell947"
"947",11,4,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell948"
"948",48,22,12,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell949"
"949",80,11,7,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell950"
"950",86,17,10,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell951"
"951",64,7,7,8,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell952"
"952",29,3,2,6,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell953"
"953",2,8,6,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell954"
"954",75,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell955"
"955",19,20,6,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell956"
"956",1,9,9,7,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell957"
"957",16,6,3,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell958"
"958",83,19,1,7,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell959"
"959",40,17,10,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell960"
"960",7,12,1,2,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell961"
"961",9,13,5,3,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell962"
"962",3,9,8,7,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell963"
"963",40,17,10,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell964"
"964",4,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell965"
"965",176,2,10,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell966"
"966",1,12,1,2,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell967"
"967",20,3,2,1,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell968"
"968",65,9,9,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell969"
"969",5,5,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell970"
"970",4,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell971"
"971",98,12,1,2,4,6,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell972"
"972",6,3,2,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell973"
"973",5,5,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell974"
"974",58,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell975"
"975",184,35,3,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell976"
"976",62,11,6,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell977"
"977",7,15,1,8,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell978"
"978",155,11,7,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell979"
"979",14,11,11,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell980"
"980",4,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell981"
"981",11,4,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell982"
"982",63,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell983"
"983",79,6,4,5,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell984"
"984",66,6,4,4,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell985"
"985",107,27,3,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell986"
"986",51,5,5,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell987"
"987",35,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell988"
"988",61,3,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell989"
"989",43,14,8,5,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell990"
"990",44,2,10,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell991"
"991",12,4,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell992"
"992",18,14,8,4,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell993"
"993",12,6,3,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell994"
"994",1,4,3,2,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell995"
"995",3,9,8,7,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell996"
"996",10,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell997"
"997",114,17,10,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell998"
"998",13,13,5,1,4,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell999"
"999",7,15,9,7,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1000"
"1000",7,15,1,8,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1001"
"1001",24,11,7,3,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1002"
"1002",121,2,4,4,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1003"
"1003",7,12,1,2,4,6,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1004"
"1004",7,15,9,7,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1005"
"1005",4,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1006"
"1006",7,12,1,8,4,6,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1007"
"1007",28,16,8,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1008"
"1008",18,14,8,4,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1009"
"1009",9,13,5,2,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1010"
"1010",66,6,4,5,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1011"
"1011",19,20,6,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1012"
"1012",103,4,3,2,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1013"
"1013",13,13,5,2,4,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1014"
"1014",25,3,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1015"
"1015",2,8,6,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1016"
"1016",10,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1017"
"1017",3,9,8,7,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1018"
"1018",9,7,5,3,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1019"
"1019",87,12,1,2,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1020"
"1020",16,6,3,5,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1021"
"1021",29,3,2,6,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1022"
"1022",3,9,8,7,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1023"
"1023",43,14,8,5,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1024"
"1024",15,10,1,2,5,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1025"
"1025",43,14,8,5,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1026"
"1026",2,8,6,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1027"
"1027",25,3,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1028"
"1028",22,21,1,8,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1029"
"1029",2,8,6,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1030"
"1030",5,5,5,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1031"
"1031",6,3,2,1,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1032"
"1032",106,15,1,8,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1033"
"1033",66,6,4,5,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1034"
"1034",59,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1035"
"1035",70,9,3,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1036"
"1036",6,8,6,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1037"
"1037",19,20,6,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1038"
"1038",38,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1039"
"1039",40,17,10,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1040"
"1040",1,12,1,2,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1041"
"1041",5,5,5,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1042"
"1042",84,7,7,8,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1043"
"1043",59,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1044"
"1044",32,17,10,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1045"
"1045",29,3,2,6,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1046"
"1046",119,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1047"
"1047",20,3,2,1,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1048"
"1048",26,6,4,4,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1049"
"1049",39,8,6,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1050"
"1050",21,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1051"
"1051",10,18,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1052"
"1052",3,16,8,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1053"
"1053",16,6,3,5,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1054"
"1054",2,8,6,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1055"
"1055",28,16,8,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1056"
"1056",78,17,10,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1057"
"1057",6,3,2,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1058"
"1058",51,5,5,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1059"
"1059",40,17,10,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1060"
"1060",143,5,2,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1061"
"1061",4,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1062"
"1062",41,2,4,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1063"
"1063",17,19,9,7,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1064"
"1064",8,7,7,3,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1065"
"1065",204,19,9,7,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1066"
"1066",1,12,1,2,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1067"
"1067",25,3,2,1,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1068"
"1068",24,11,7,3,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1069"
"1069",11,10,1,2,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1070"
"1070",6,3,2,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1071"
"1071",2,8,6,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1072"
"1072",17,19,9,7,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1073"
"1073",13,13,5,3,4,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1074"
"1074",45,17,10,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1075"
"1075",5,5,2,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1076"
"1076",75,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1077"
"1077",175,12,1,2,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1078"
"1078",29,3,2,6,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1079"
"1079",148,10,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1080"
"1080",6,3,2,1,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1081"
"1081",4,2,4,1,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1082"
"1082",1,9,1,7,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1083"
"1083",16,2,3,5,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1084"
"1084",189,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1085"
"1085",13,13,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1086"
"1086",131,14,8,4,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1087"
"1087",18,14,8,4,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1088"
"1088",7,15,9,7,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1089"
"1089",4,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1090"
"1090",21,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1091"
"1091",18,14,8,4,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1092"
"1092",10,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1093"
"1093",3,16,3,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1094"
"1094",35,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1095"
"1095",16,6,3,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1096"
"1096",73,3,2,1,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1097"
"1097",205,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1098"
"1098",197,18,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1099"
"1099",58,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1100"
"1100",8,7,7,3,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1101"
"1101",10,18,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1102"
"1102",18,14,8,4,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1103"
"1103",130,2,10,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1104"
"1104",34,12,1,2,4,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1105"
"1105",1,9,9,7,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1106"
"1106",19,20,6,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1107"
"1107",56,12,1,2,4,6,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1108"
"1108",5,5,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1109"
"1109",62,11,11,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1110"
"1110",22,21,1,8,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1111"
"1111",14,11,11,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1112"
"1112",1,15,9,7,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1113"
"1113",5,5,6,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1114"
"1114",86,17,10,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1115"
"1115",5,5,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1116"
"1116",3,16,8,7,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1117"
"1117",34,12,1,2,4,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1118"
"1118",16,6,3,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1119"
"1119",24,11,7,3,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1120"
"1120",7,15,1,8,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1121"
"1121",57,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1122"
"1122",54,9,3,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1123"
"1123",16,6,3,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1124"
"1124",122,25,6,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1125"
"1125",155,11,7,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1126"
"1126",10,5,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1127"
"1127",6,3,2,6,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1128"
"1128",6,3,2,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1129"
"1129",149,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1130"
"1130",232,7,7,8,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1131"
"1131",16,6,3,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1132"
"1132",14,11,7,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1133"
"1133",14,11,7,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1134"
"1134",9,13,5,3,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1135"
"1135",103,4,3,2,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1136"
"1136",15,10,1,2,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1137"
"1137",30,1,4,4,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1138"
"1138",2,8,6,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1139"
"1139",23,16,8,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1140"
"1140",2,8,6,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1141"
"1141",133,22,12,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1142"
"1142",29,3,2,6,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1143"
"1143",199,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1144"
"1144",101,19,9,7,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1145"
"1145",150,11,11,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1146"
"1146",6,3,2,6,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1147"
"1147",8,7,7,3,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1148"
"1148",14,11,11,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1149"
"1149",28,16,8,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1150"
"1150",17,19,9,7,2,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1151"
"1151",189,1,4,4,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1152"
"1152",6,3,2,6,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell1153"
