"","sim","param","Value","Name","n_clus","clustering","level"
"random_2-90...302","Dataset_1","3_0.2",0.605126959340601,"random_2-90",19,"random_2",90
"random_3-90...303","Dataset_1","3_0.2",0.610345025475501,"random_3-90",41,"random_3",90
"sc3-95...304","Dataset_1","3_0.2",0.977209101728127,"sc3-95",32,"sc3",95
"X40-95...305","Dataset_1","3_0.2",0.950761112521031,"X40-95",19,"X40",95
"X40.1-95...306","Dataset_1","3_0.2",0.909550688853555,"X40.1-95",18,"X40.1",95
"random_1-95...307","Dataset_1","3_0.2",0.603320262683704,"random_1-95",19,"random_1",95
"random_2-95...308","Dataset_1","3_0.2",0.605126959340601,"random_2-95",19,"random_2",95
"random_3-95...309","Dataset_1","3_0.2",0.618967762275405,"random_3-95",35,"random_3",95
"sc3-100...310","Dataset_1","3_0.2",0.98732750304366,"sc3-100",21,"sc3",100
"X40-100...311","Dataset_1","3_0.2",0.950761112521031,"X40-100",19,"X40",100
"X40.1-100...312","Dataset_1","3_0.2",0.909550688853555,"X40.1-100",18,"X40.1",100
"random_1-100...313","Dataset_1","3_0.2",0.603320262683704,"random_1-100",19,"random_1",100
"random_2-100...314","Dataset_1","3_0.2",0.605126959340601,"random_2-100",19,"random_2",100
"random_3-100...315","Dataset_1","3_0.2",0.628447521139267,"random_3-100",21,"random_3",100
"sc3-00...316","Dataset_1","1_0.4",0.959263380682416,"sc3-00",40,"sc3",0
"X40-00...317","Dataset_1","1_0.4",0.767658492742879,"X40-00",40,"X40",0
"X40.1-00...318","Dataset_1","1_0.4",0.683190221437966,"X40.1-00",40,"X40.1",0
"random_1-00...319","Dataset_1","1_0.4",0.2444332284053,"random_1-00",45,"random_1",0
"sc3-05...320","Dataset_1","1_0.4",0.959263380682416,"sc3-05",40,"sc3",5
"X40-05...321","Dataset_1","1_0.4",0.767658492742879,"X40-05",40,"X40",5
"X40.1-05...322","Dataset_1","1_0.4",0.727338434382359,"X40.1-05",37,"X40.1",5
"random_1-05...323","Dataset_1","1_0.4",0.2444332284053,"random_1-05",45,"random_1",5
"sc3-10...324","Dataset_1","1_0.4",0.959263380682416,"sc3-10",40,"sc3",10
"X40-10...325","Dataset_1","1_0.4",0.799021377079773,"X40-10",38,"X40",10
"X40.1-10...326","Dataset_1","1_0.4",0.742918097076726,"X40.1-10",36,"X40.1",10
"random_1-10...327","Dataset_1","1_0.4",0.2444332284053,"random_1-10",45,"random_1",10
"sc3-15...328","Dataset_1","1_0.4",0.959263380682416,"sc3-15",40,"sc3",15
"X40-15...329","Dataset_1","1_0.4",0.8173707897678,"X40-15",37,"X40",15
"X40.1-15...330","Dataset_1","1_0.4",0.767826342618869,"X40.1-15",34,"X40.1",15
"random_1-15...331","Dataset_1","1_0.4",0.2444332284053,"random_1-15",45,"random_1",15
"sc3-20...332","Dataset_1","1_0.4",0.959263380682416,"sc3-20",40,"sc3",20
"X40-20...333","Dataset_1","1_0.4",0.833083709263521,"X40-20",36,"X40",20
"X40.1-20...334","Dataset_1","1_0.4",0.778527812410996,"X40.1-20",33,"X40.1",20
"random_1-20...335","Dataset_1","1_0.4",0.2444332284053,"random_1-20",45,"random_1",20
"sc3-25...336","Dataset_1","1_0.4",0.959263380682416,"sc3-25",40,"sc3",25
"X40-25...337","Dataset_1","1_0.4",0.855479517274914,"X40-25",33,"X40",25
"X40.1-25...338","Dataset_1","1_0.4",0.778527812410996,"X40.1-25",33,"X40.1",25
"random_1-25...339","Dataset_1","1_0.4",0.2444332284053,"random_1-25",45,"random_1",25
"sc3-30...340","Dataset_1","1_0.4",0.959263380682416,"sc3-30",40,"sc3",30
"X40-30...341","Dataset_1","1_0.4",0.855479517274914,"X40-30",33,"X40",30
"X40.1-30...342","Dataset_1","1_0.4",0.805725967538325,"X40.1-30",30,"X40.1",30
"random_1-30...343","Dataset_1","1_0.4",0.2444332284053,"random_1-30",45,"random_1",30
"sc3-35...344","Dataset_1","1_0.4",0.959263380682416,"sc3-35",40,"sc3",35
"X40-35...345","Dataset_1","1_0.4",0.855479517274914,"X40-35",33,"X40",35
"X40.1-35...346","Dataset_1","1_0.4",0.835227626422827,"X40.1-35",27,"X40.1",35
"random_1-35...347","Dataset_1","1_0.4",0.2444332284053,"random_1-35",45,"random_1",35
"sc3-40...348","Dataset_1","1_0.4",0.959263380682416,"sc3-40",40,"sc3",40
"X40-40...349","Dataset_1","1_0.4",0.855479517274914,"X40-40",33,"X40",40
"X40.1-40...350","Dataset_1","1_0.4",0.858253519746102,"X40.1-40",24,"X40.1",40
"random_1-40...351","Dataset_1","1_0.4",0.2444332284053,"random_1-40",45,"random_1",40
"sc3-45...352","Dataset_1","1_0.4",0.959263380682416,"sc3-45",40,"sc3",45
"X40-45...353","Dataset_1","1_0.4",0.855479517274914,"X40-45",33,"X40",45
"X40.1-45...354","Dataset_1","1_0.4",0.884072959937221,"X40.1-45",21,"X40.1",45
"random_1-45...355","Dataset_1","1_0.4",0.2444332284053,"random_1-45",45,"random_1",45
"sc3-50...356","Dataset_1","1_0.4",0.959263380682416,"sc3-50",40,"sc3",50
"X40-50...357","Dataset_1","1_0.4",0.872532820054756,"X40-50",32,"X40",50
"X40.1-50...358","Dataset_1","1_0.4",0.901481279768746,"X40.1-50",19,"X40.1",50
"random_1-50...359","Dataset_1","1_0.4",0.2444332284053,"random_1-50",45,"random_1",50
"sc3-55...360","Dataset_1","1_0.4",0.959263380682416,"sc3-55",40,"sc3",55
"X40-55...361","Dataset_1","1_0.4",0.887828426958475,"X40-55",30,"X40",55
"X40.1-55...362","Dataset_1","1_0.4",0.909550688853555,"X40.1-55",18,"X40.1",55
"random_1-55...363","Dataset_1","1_0.4",0.2444332284053,"random_1-55",45,"random_1",55
"sc3-60...364","Dataset_1","1_0.4",0.959263380682416,"sc3-60",40,"sc3",60
"X40-60...365","Dataset_1","1_0.4",0.921880038044031,"X40-60",26,"X40",60
"X40.1-60...366","Dataset_1","1_0.4",0.909550688853555,"X40.1-60",18,"X40.1",60
"random_1-60...367","Dataset_1","1_0.4",0.2444332284053,"random_1-60",45,"random_1",60
"sc3-65...368","Dataset_1","1_0.4",0.959263380682416,"sc3-65",40,"sc3",65
"X40-65...369","Dataset_1","1_0.4",0.933600111203201,"X40-65",24,"X40",65
"X40.1-65...370","Dataset_1","1_0.4",0.909550688853555,"X40.1-65",18,"X40.1",65
"random_1-65...371","Dataset_1","1_0.4",0.261073755243477,"random_1-65",43,"random_1",65
"sc3-70...372","Dataset_1","1_0.4",0.968934971688462,"sc3-70",37,"sc3",70
"X40-70...373","Dataset_1","1_0.4",0.937632846947575,"X40-70",22,"X40",70
"X40.1-70...374","Dataset_1","1_0.4",0.909550688853555,"X40.1-70",18,"X40.1",70
"random_1-70...375","Dataset_1","1_0.4",0.261073755243477,"random_1-70",43,"random_1",70
"sc3-75...376","Dataset_1","1_0.4",0.968934971688462,"sc3-75",37,"sc3",75
"X40-75...377","Dataset_1","1_0.4",0.950761112521031,"X40-75",19,"X40",75
"X40.1-75...378","Dataset_1","1_0.4",0.909550688853555,"X40.1-75",18,"X40.1",75
"random_1-75...379","Dataset_1","1_0.4",0.261073755243477,"random_1-75",43,"random_1",75
"sc3-80...380","Dataset_1","1_0.4",0.968934971688462,"sc3-80",37,"sc3",80
"X40-80...381","Dataset_1","1_0.4",0.950761112521031,"X40-80",19,"X40",80
"X40.1-80...382","Dataset_1","1_0.4",0.909550688853555,"X40.1-80",18,"X40.1",80
"random_1-80...383","Dataset_1","1_0.4",0.284870633984868,"random_1-80",38,"random_1",80
"sc3-85...384","Dataset_1","1_0.4",0.971334240835741,"sc3-85",36,"sc3",85
"X40-85...385","Dataset_1","1_0.4",0.950761112521031,"X40-85",19,"X40",85
"X40.1-85...386","Dataset_1","1_0.4",0.909550688853555,"X40.1-85",18,"X40.1",85
"random_1-85...387","Dataset_1","1_0.4",0.304845586057614,"random_1-85",33,"random_1",85
"sc3-90...388","Dataset_1","1_0.4",0.979176245268274,"sc3-90",31,"sc3",90
"X40-90...389","Dataset_1","1_0.4",0.950761112521031,"X40-90",19,"X40",90
"X40.1-90...390","Dataset_1","1_0.4",0.909550688853555,"X40.1-90",18,"X40.1",90
"random_1-90...391","Dataset_1","1_0.4",0.311571896713145,"random_1-90",30,"random_1",90
"sc3-95...392","Dataset_1","1_0.4",0.981310149377213,"sc3-95",29,"sc3",95
"X40-95...393","Dataset_1","1_0.4",0.950761112521031,"X40-95",19,"X40",95
"X40.1-95...394","Dataset_1","1_0.4",0.909550688853555,"X40.1-95",18,"X40.1",95
"random_1-95...395","Dataset_1","1_0.4",0.327684724305254,"random_1-95",23,"random_1",95
"sc3-100...396","Dataset_1","1_0.4",0.98732750304366,"sc3-100",21,"sc3",100
"X40-100...397","Dataset_1","1_0.4",0.950761112521031,"X40-100",19,"X40",100
"X40.1-100...398","Dataset_1","1_0.4",0.909550688853555,"X40.1-100",18,"X40.1",100
"random_1-100...399","Dataset_1","1_0.4",0.339345715774472,"random_1-100",19,"random_1",100
"sc3-00...400","Dataset_1","2_0.4",0.959263380682416,"sc3-00",40,"sc3",0
"X40-00...401","Dataset_1","2_0.4",0.767658492742879,"X40-00",40,"X40",0
"X40.1-00...402","Dataset_1","2_0.4",0.683190221437966,"X40.1-00",40,"X40.1",0
"random_1-00...403","Dataset_1","2_0.4",0.282000312780816,"random_1-00",35,"random_1",0
"random_2-00...404","Dataset_1","2_0.4",0.286164919450413,"random_2-00",35,"random_2",0
"sc3-05...405","Dataset_1","2_0.4",0.959263380682416,"sc3-05",40,"sc3",5
"X40-05...406","Dataset_1","2_0.4",0.802843136789656,"X40-05",38,"X40",5
"X40.1-05...407","Dataset_1","2_0.4",0.701503815888235,"X40.1-05",39,"X40.1",5
"random_1-05...408","Dataset_1","2_0.4",0.282000312780816,"random_1-05",35,"random_1",5
"random_2-05...409","Dataset_1","2_0.4",0.286164919450413,"random_2-05",35,"random_2",5
"sc3-10...410","Dataset_1","2_0.4",0.959263380682416,"sc3-10",40,"sc3",10
"X40-10...411","Dataset_1","2_0.4",0.802843136789656,"X40-10",38,"X40",10
"X40.1-10...412","Dataset_1","2_0.4",0.701503815888235,"X40.1-10",39,"X40.1",10
"random_1-10...413","Dataset_1","2_0.4",0.294261935668306,"random_1-10",33,"random_1",10
"random_2-10...414","Dataset_1","2_0.4",0.299980913580132,"random_2-10",33,"random_2",10
"sc3-15...415","Dataset_1","2_0.4",0.959263380682416,"sc3-15",40,"sc3",15
"X40-15...416","Dataset_1","2_0.4",0.818908664579923,"X40-15",37,"X40",15
"X40.1-15...417","Dataset_1","2_0.4",0.738691881835287,"X40.1-15",36,"X40.1",15
"random_1-15...418","Dataset_1","2_0.4",0.294261935668306,"random_1-15",33,"random_1",15
"random_2-15...419","Dataset_1","2_0.4",0.299980913580132,"random_2-15",33,"random_2",15
"sc3-20...420","Dataset_1","2_0.4",0.959263380682416,"sc3-20",40,"sc3",20
"X40-20...421","Dataset_1","2_0.4",0.831124634537465,"X40-20",36,"X40",20
"X40.1-20...422","Dataset_1","2_0.4",0.763752806161075,"X40.1-20",34,"X40.1",20
"random_1-20...423","Dataset_1","2_0.4",0.294261935668306,"random_1-20",33,"random_1",20
"random_2-20...424","Dataset_1","2_0.4",0.299980913580132,"random_2-20",33,"random_2",20
"sc3-25...425","Dataset_1","2_0.4",0.959263380682416,"sc3-25",40,"sc3",25
"X40-25...426","Dataset_1","2_0.4",0.863654531361441,"X40-25",34,"X40",25
"X40.1-25...427","Dataset_1","2_0.4",0.769306408186352,"X40.1-25",33,"X40.1",25
"random_1-25...428","Dataset_1","2_0.4",0.294261935668306,"random_1-25",33,"random_1",25
"random_2-25...429","Dataset_1","2_0.4",0.315267935698598,"random_2-25",31,"random_2",25
"sc3-30...430","Dataset_1","2_0.4",0.959263380682416,"sc3-30",40,"sc3",30
"X40-30...431","Dataset_1","2_0.4",0.863654531361441,"X40-30",34,"X40",30
"X40.1-30...432","Dataset_1","2_0.4",0.793566999857184,"X40.1-30",31,"X40.1",30
"random_1-30...433","Dataset_1","2_0.4",0.294261935668306,"random_1-30",33,"random_1",30
"random_2-30...434","Dataset_1","2_0.4",0.321069124899332,"random_2-30",30,"random_2",30
"sc3-35...435","Dataset_1","2_0.4",0.959263380682416,"sc3-35",40,"sc3",35
"X40-35...436","Dataset_1","2_0.4",0.863654531361441,"X40-35",34,"X40",35
"X40.1-35...437","Dataset_1","2_0.4",0.813664766835534,"X40.1-35",29,"X40.1",35
"random_1-35...438","Dataset_1","2_0.4",0.294261935668306,"random_1-35",33,"random_1",35
"random_2-35...439","Dataset_1","2_0.4",0.328113416747477,"random_2-35",28,"random_2",35
"sc3-40...440","Dataset_1","2_0.4",0.959263380682416,"sc3-40",40,"sc3",40
"X40-40...441","Dataset_1","2_0.4",0.863654531361441,"X40-40",34,"X40",40
"X40.1-40...442","Dataset_1","2_0.4",0.84382543555749,"X40.1-40",26,"X40.1",40
"random_1-40...443","Dataset_1","2_0.4",0.294261935668306,"random_1-40",33,"random_1",40
"random_2-40...444","Dataset_1","2_0.4",0.336028770945348,"random_2-40",27,"random_2",40
"sc3-45...445","Dataset_1","2_0.4",0.959263380682416,"sc3-45",40,"sc3",45
"X40-45...446","Dataset_1","2_0.4",0.879168788250685,"X40-45",32,"X40",45
"X40.1-45...447","Dataset_1","2_0.4",0.849839821964115,"X40.1-45",25,"X40.1",45
"random_1-45...448","Dataset_1","2_0.4",0.300523550133192,"random_1-45",32,"random_1",45
"random_2-45...449","Dataset_1","2_0.4",0.336028770945348,"random_2-45",27,"random_2",45
"sc3-50...450","Dataset_1","2_0.4",0.959263380682416,"sc3-50",40,"sc3",50
"X40-50...451","Dataset_1","2_0.4",0.89105644408398,"X40-50",30,"X40",50
"X40.1-50...452","Dataset_1","2_0.4",0.858610289681172,"X40.1-50",24,"X40.1",50
"random_1-50...453","Dataset_1","2_0.4",0.300523550133192,"random_1-50",32,"random_1",50
"random_2-50...454","Dataset_1","2_0.4",0.339170086574035,"random_2-50",26,"random_2",50
"sc3-55...455","Dataset_1","2_0.4",0.959263380682416,"sc3-55",40,"sc3",55
"X40-55...456","Dataset_1","2_0.4",0.899992012054451,"X40-55",29,"X40",55
"X40.1-55...457","Dataset_1","2_0.4",0.880011601398313,"X40.1-55",21,"X40.1",55
"random_1-55...458","Dataset_1","2_0.4",0.300523550133192,"random_1-55",32,"random_1",55
"random_2-55...459","Dataset_1","2_0.4",0.339170086574035,"random_2-55",26,"random_2",55
"sc3-60...460","Dataset_1","2_0.4",0.959263380682416,"sc3-60",40,"sc3",60
"X40-60...461","Dataset_1","2_0.4",0.899992012054451,"X40-60",29,"X40",60
"X40.1-60...462","Dataset_1","2_0.4",0.897550859729799,"X40.1-60",19,"X40.1",60
"random_1-60...463","Dataset_1","2_0.4",0.303251347680309,"random_1-60",31,"random_1",60
"random_2-60...464","Dataset_1","2_0.4",0.339170086574035,"random_2-60",26,"random_2",60
"sc3-65...465","Dataset_1","2_0.4",0.959263380682416,"sc3-65",40,"sc3",65
"X40-65...466","Dataset_1","2_0.4",0.899992012054451,"X40-65",29,"X40",65
"X40.1-65...467","Dataset_1","2_0.4",0.897550859729799,"X40.1-65",19,"X40.1",65
"random_1-65...468","Dataset_1","2_0.4",0.319758956202904,"random_1-65",27,"random_1",65
"random_2-65...469","Dataset_1","2_0.4",0.339170086574035,"random_2-65",26,"random_2",65
"sc3-70...470","Dataset_1","2_0.4",0.959263380682416,"sc3-70",40,"sc3",70
"X40-70...471","Dataset_1","2_0.4",0.921577186475206,"X40-70",25,"X40",70
"X40.1-70...472","Dataset_1","2_0.4",0.897550859729799,"X40.1-70",19,"X40.1",70
"random_1-70...473","Dataset_1","2_0.4",0.319758956202904,"random_1-70",27,"random_1",70
"random_2-70...474","Dataset_1","2_0.4",0.339170086574035,"random_2-70",26,"random_2",70
"sc3-75...475","Dataset_1","2_0.4",0.959263380682416,"sc3-75",40,"sc3",75
"X40-75...476","Dataset_1","2_0.4",0.933600111203201,"X40-75",24,"X40",75
"X40.1-75...477","Dataset_1","2_0.4",0.909550688853555,"X40.1-75",18,"X40.1",75
"random_1-75...478","Dataset_1","2_0.4",0.319758956202904,"random_1-75",27,"random_1",75
"random_2-75...479","Dataset_1","2_0.4",0.34957369661235,"random_2-75",23,"random_2",75
"sc3-80...480","Dataset_1","2_0.4",0.959263380682416,"sc3-80",40,"sc3",80
"X40-80...481","Dataset_1","2_0.4",0.933600111203201,"X40-80",24,"X40",80
"X40.1-80...482","Dataset_1","2_0.4",0.909550688853555,"X40.1-80",18,"X40.1",80
"random_1-80...483","Dataset_1","2_0.4",0.327396493707496,"random_1-80",25,"random_1",80
"random_2-80...484","Dataset_1","2_0.4",0.356703791330559,"random_2-80",21,"random_2",80
"sc3-85...485","Dataset_1","2_0.4",0.959263380682416,"sc3-85",40,"sc3",85
"X40-85...486","Dataset_1","2_0.4",0.933600111203201,"X40-85",24,"X40",85
"X40.1-85...487","Dataset_1","2_0.4",0.909550688853555,"X40.1-85",18,"X40.1",85
"random_1-85...488","Dataset_1","2_0.4",0.336242229422459,"random_1-85",21,"random_1",85
"random_2-85...489","Dataset_1","2_0.4",0.360491300166844,"random_2-85",20,"random_2",85
"sc3-90...490","Dataset_1","2_0.4",0.962696804962708,"sc3-90",39,"sc3",90
"X40-90...491","Dataset_1","2_0.4",0.937084594835812,"X40-90",22,"X40",90
"X40.1-90...492","Dataset_1","2_0.4",0.909550688853555,"X40.1-90",18,"X40.1",90
"random_1-90...493","Dataset_1","2_0.4",0.342414745615148,"random_1-90",19,"random_1",90
"random_2-90...494","Dataset_1","2_0.4",0.360491300166844,"random_2-90",20,"random_2",90
"sc3-95...495","Dataset_1","2_0.4",0.968934971688462,"sc3-95",37,"sc3",95
"X40-95...496","Dataset_1","2_0.4",0.950761112521031,"X40-95",19,"X40",95
"X40.1-95...497","Dataset_1","2_0.4",0.909550688853555,"X40.1-95",18,"X40.1",95
"random_1-95...498","Dataset_1","2_0.4",0.342414745615148,"random_1-95",19,"random_1",95
"random_2-95...499","Dataset_1","2_0.4",0.360491300166844,"random_2-95",20,"random_2",95
"sc3-100...500","Dataset_1","2_0.4",0.98732750304366,"sc3-100",21,"sc3",100
"X40-100...501","Dataset_1","2_0.4",0.950761112521031,"X40-100",19,"X40",100
"X40.1-100...502","Dataset_1","2_0.4",0.909550688853555,"X40.1-100",18,"X40.1",100
"random_1-100...503","Dataset_1","2_0.4",0.342414745615148,"random_1-100",19,"random_1",100
"random_2-100...504","Dataset_1","2_0.4",0.360491300166844,"random_2-100",20,"random_2",100
"sc3-00...505","Dataset_1","3_0.4",0.959263380682416,"sc3-00",40,"sc3",0
"X40-00...506","Dataset_1","3_0.4",0.767658492742879,"X40-00",40,"X40",0
"X40.1-00...507","Dataset_1","3_0.4",0.683190221437966,"X40.1-00",40,"X40.1",0
"random_1-00...508","Dataset_1","3_0.4",0.284032832743658,"random_1-00",35,"random_1",0
"random_2-00...509","Dataset_1","3_0.4",0.288499146156453,"random_2-00",35,"random_2",0
"random_3-00...510","Dataset_1","3_0.4",0.245686721135255,"random_3-00",45,"random_3",0
"sc3-05...511","Dataset_1","3_0.4",0.959263380682416,"sc3-05",40,"sc3",5
"X40-05...512","Dataset_1","3_0.4",0.767658492742879,"X40-05",40,"X40",5
"X40.1-05...513","Dataset_1","3_0.4",0.683190221437966,"X40.1-05",40,"X40.1",5
"random_1-05...514","Dataset_1","3_0.4",0.291644270687719,"random_1-05",34,"random_1",5
"random_2-05...515","Dataset_1","3_0.4",0.305073422671348,"random_2-05",32,"random_2",5
"random_3-05...516","Dataset_1","3_0.4",0.245686721135255,"random_3-05",45,"random_3",5
"sc3-10...517","Dataset_1","3_0.4",0.959263380682416,"sc3-10",40,"sc3",10
"X40-10...518","Dataset_1","3_0.4",0.767658492742879,"X40-10",40,"X40",10
"X40.1-10...519","Dataset_1","3_0.4",0.701503815888235,"X40.1-10",39,"X40.1",10
"random_1-10...520","Dataset_1","3_0.4",0.29807566789331,"random_1-10",33,"random_1",10
"random_2-10...521","Dataset_1","3_0.4",0.312027510560554,"random_2-10",31,"random_2",10
"random_3-10...522","Dataset_1","3_0.4",0.253892046748999,"random_3-10",44,"random_3",10
"sc3-15...523","Dataset_1","3_0.4",0.959263380682416,"sc3-15",40,"sc3",15
"X40-15...524","Dataset_1","3_0.4",0.784076405718935,"X40-15",39,"X40",15
"X40.1-15...525","Dataset_1","3_0.4",0.716940487771988,"X40.1-15",38,"X40.1",15
"random_1-15...526","Dataset_1","3_0.4",0.29807566789331,"random_1-15",33,"random_1",15
"random_2-15...527","Dataset_1","3_0.4",0.320506548707295,"random_2-15",29,"random_2",15
"random_3-15...528","Dataset_1","3_0.4",0.258163693414805,"random_3-15",43,"random_3",15
"sc3-20...529","Dataset_1","3_0.4",0.959263380682416,"sc3-20",40,"sc3",20
"X40-20...530","Dataset_1","3_0.4",0.784076405718935,"X40-20",39,"X40",20
"X40.1-20...531","Dataset_1","3_0.4",0.716940487771988,"X40.1-20",38,"X40.1",20
"random_1-20...532","Dataset_1","3_0.4",0.307438224100159,"random_1-20",31,"random_1",20
"random_2-20...533","Dataset_1","3_0.4",0.327376315844318,"random_2-20",28,"random_2",20
"random_3-20...534","Dataset_1","3_0.4",0.268172547062116,"random_3-20",41,"random_3",20
"sc3-25...535","Dataset_1","3_0.4",0.959263380682416,"sc3-25",40,"sc3",25
"X40-25...536","Dataset_1","3_0.4",0.802843136789656,"X40-25",38,"X40",25
"X40.1-25...537","Dataset_1","3_0.4",0.716940487771988,"X40.1-25",38,"X40.1",25
"random_1-25...538","Dataset_1","3_0.4",0.307438224100159,"random_1-25",31,"random_1",25
"random_2-25...539","Dataset_1","3_0.4",0.327376315844318,"random_2-25",28,"random_2",25
"random_3-25...540","Dataset_1","3_0.4",0.28425098786599,"random_3-25",37,"random_3",25
"sc3-30...541","Dataset_1","3_0.4",0.959263380682416,"sc3-30",40,"sc3",30
"X40-30...542","Dataset_1","3_0.4",0.808386777943915,"X40-30",37,"X40",30
"X40.1-30...543","Dataset_1","3_0.4",0.742794457760674,"X40.1-30",36,"X40.1",30
"random_1-30...544","Dataset_1","3_0.4",0.307438224100159,"random_1-30",31,"random_1",30
"random_2-30...545","Dataset_1","3_0.4",0.338253851167424,"random_2-30",26,"random_2",30
"random_3-30...546","Dataset_1","3_0.4",0.28425098786599,"random_3-30",37,"random_3",30
"sc3-35...547","Dataset_1","3_0.4",0.959263380682416,"sc3-35",40,"sc3",35
"X40-35...548","Dataset_1","3_0.4",0.826301402385859,"X40-35",35,"X40",35
"X40.1-35...549","Dataset_1","3_0.4",0.742794457760674,"X40.1-35",36,"X40.1",35
"random_1-35...550","Dataset_1","3_0.4",0.307438224100159,"random_1-35",31,"random_1",35
"random_2-35...551","Dataset_1","3_0.4",0.345223817706777,"random_2-35",24,"random_2",35
"random_3-35...552","Dataset_1","3_0.4",0.287560096073606,"random_3-35",35,"random_3",35
"sc3-40...553","Dataset_1","3_0.4",0.959263380682416,"sc3-40",40,"sc3",40
"X40-40...554","Dataset_1","3_0.4",0.826301402385859,"X40-40",35,"X40",40
"X40.1-40...555","Dataset_1","3_0.4",0.769242216830748,"X40.1-40",33,"X40.1",40
"random_1-40...556","Dataset_1","3_0.4",0.307438224100159,"random_1-40",31,"random_1",40
"random_2-40...557","Dataset_1","3_0.4",0.345223817706777,"random_2-40",24,"random_2",40
