cells,SC3-00,UMAP_KMEANS-00,TSNE_KMEANS-00,SC3-05,UMAP_KMEANS-05,TSNE_KMEANS-05,SC3-10,UMAP_KMEANS-10,TSNE_KMEANS-10,SC3-15,UMAP_KMEANS-15,TSNE_KMEANS-15,SC3-20,UMAP_KMEANS-20,TSNE_KMEANS-20,SC3-25,UMAP_KMEANS-25,TSNE_KMEANS-25,SC3-30,UMAP_KMEANS-30,TSNE_KMEANS-30,SC3-35,UMAP_KMEANS-35,TSNE_KMEANS-35,SC3-40,UMAP_KMEANS-40,TSNE_KMEANS-40,SC3-45,UMAP_KMEANS-45,TSNE_KMEANS-45,SC3-50,UMAP_KMEANS-50,TSNE_KMEANS-50,SC3-55,UMAP_KMEANS-55,TSNE_KMEANS-55,SC3-60,UMAP_KMEANS-60,TSNE_KMEANS-60,SC3-65,UMAP_KMEANS-65,TSNE_KMEANS-65,SC3-70,UMAP_KMEANS-70,TSNE_KMEANS-70,SC3-75,UMAP_KMEANS-75,TSNE_KMEANS-75,SC3-80,UMAP_KMEANS-80,TSNE_KMEANS-80,SC3-85,UMAP_KMEANS-85,TSNE_KMEANS-85,SC3-90,UMAP_KMEANS-90,TSNE_KMEANS-90,SC3-95,UMAP_KMEANS-95,TSNE_KMEANS-95,SC3-100,UMAP_KMEANS-100,TSNE_KMEANS-100
Cell2392,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22,16,6,22
Cell2393,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13
Cell2394,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28
Cell2395,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7
Cell2396,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17
Cell2397,3,33,38,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16
Cell2398,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40
Cell2399,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30
Cell24,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,18,5,9,18,5,9
Cell240,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,28,16,18,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7
Cell2400,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14
Cell2401,20,10,5,20,10,5,20,10,5,20,10,5,20,10,5,20,10,5,20,10,5,20,10,5,20,10,5,20,10,5,20,10,5,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3
Cell2402,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,13,12,37
Cell2403,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25
Cell2404,11,26,24,11,26,24,11,26,24,9,26,24,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,8,26,4
Cell2405,26,35,14,26,35,14,26,35,14,26,35,14,26,35,14,26,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14
Cell2406,35,39,9,35,39,9,35,39,9,35,39,9,35,39,9,35,39,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,18,5,9,18,5,9
Cell2407,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34
Cell2408,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,33,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7
Cell2409,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9
Cell241,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8
Cell2410,32,27,30,32,27,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30
Cell2411,9,26,11,9,26,11,9,26,11,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,8,26,4
Cell2412,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3
Cell2413,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,12,3,25,12,3,25,12,3,25
Cell2414,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,28,16,18,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7
Cell2415,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,38,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23
Cell2416,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34
Cell2417,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10
Cell2418,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,12,3,25,12,3,25,12,3,25
Cell2419,9,26,11,9,26,11,9,26,11,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,8,26,4
Cell242,9,26,11,9,26,11,9,26,11,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,8,26,4
Cell2420,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23
Cell2421,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34
Cell2422,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,24,6,5,24,1,5,24,1,5,24,1,5,24,1,4,24,1
Cell2423,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,7,9,20,7,9,20,7,9,20,7,9,20,6,9,20
Cell2424,22,32,40,22,32,40,22,32,40,22,32,40,22,32,40,22,32,40,22,32,40,22,32,40,22,32,40,22,32,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40,22,21,40
Cell2425,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9
Cell2426,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21
Cell2427,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,7,9,20,7,9,20,7,9,20,7,9,20,6,9,20
Cell2428,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,31,5,24,6,5,24,1,5,24,1,5,24,1,5,24,1,4,24,1
Cell2429,3,33,38,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16
Cell243,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,34,6,5,24,6,5,24,1,5,24,1,5,24,1,5,24,1,4,24,1
Cell2430,7,36,20,7,36,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,9,20,7,9,20,7,9,20,7,9,20,7,9,20,7,9,20,6,9,20
Cell2431,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,30,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25
Cell2432,18,7,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9
Cell2433,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,18,5,9,18,5,9
Cell2434,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16
Cell2435,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10
Cell2436,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10
Cell2437,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13
Cell2438,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7
Cell2439,11,26,24,11,26,24,11,26,24,9,26,24,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,8,26,4
Cell244,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,7,9,20,7,9,20,7,9,20,7,9,20,6,9,20
Cell2440,7,36,20,7,36,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,19,20,7,9,20,7,9,20,7,9,20,7,9,20,7,9,20,7,9,20,6,9,20
Cell2441,11,26,4,11,26,4,11,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,8,26,4
Cell2442,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,34,12,5,24,6,5,24,1,5,24,1,5,24,1,5,24,1,4,24,1
Cell2443,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21,37,14,21
Cell2444,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13
Cell2445,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17
Cell2446,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15,17,40,15
Cell2447,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10
Cell2448,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34,21,15,34
Cell2449,11,26,24,11,26,24,11,26,24,9,26,24,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,8,26,4
Cell245,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30,32,17,30
Cell2450,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,15,28,20,7,9,20,7,9,20,7,9,20,7,9,20,6,9,20
Cell2451,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,32,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3
Cell2452,18,7,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9
Cell2453,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16
Cell2454,33,25,23,33,25,23,33,25,23,33,25,23,33,25,23,33,25,23,33,25,23,33,25,23,33,25,23,33,25,23,33,25,23,33,25,23,33,25,23,33,25,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23,33,18,23
Cell2455,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16
Cell2456,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16
Cell2457,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,13,12,37
Cell2458,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,18,5,9,18,5,9
Cell2459,3,33,38,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16
Cell246,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,12,3,25,12,3,25,12,3,25
Cell2460,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,38,35,27,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14
Cell2461,20,10,5,20,10,5,20,10,5,20,10,5,20,10,5,20,10,5,20,10,5,20,10,5,20,10,5,20,10,5,20,10,5,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3,20,10,3
Cell2462,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28,24,29,28
Cell2463,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17
Cell2464,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2
Cell2465,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10,1,2,10
Cell2466,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,18,5,9,18,5,9
Cell2467,26,35,14,26,35,14,26,35,14,26,35,14,26,35,14,26,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14,23,35,14
Cell2468,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9
Cell2469,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,19,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2
Cell247,27,11,35,27,11,35,27,11,35,27,11,35,27,11,35,27,11,35,27,11,35,27,11,35,27,11,35,27,11,35,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2
Cell2470,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,29,22,25,12,3,25,12,3,25,12,3,25
Cell2471,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,35,37,9,18,5,9,18,5,9
Cell2472,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17,30,1,17
Cell2473,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2,27,11,2
Cell2474,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,36,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7
Cell2475,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,8,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25,12,3,25
Cell2476,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13,10,20,13
Cell2477,11,26,26,11,26,26,11,26,26,9,26,26,9,26,26,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,9,26,4,8,26,4
Cell2478,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16,3,33,16
Cell2479,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,31,16,18,28,16,18,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7,28,16,7
Cell248,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,14,12,37,13,12,37
Cell2480,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9,23,35,9
Cell2481,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8,36,13,8
Cell2482,18,7,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9,18,5,9
