"19","24","29","34","39","44","49","cells"
7,5,15,19,10,11,15,"Cell1"
13,10,19,24,21,10,21,"Cell2"
20,2,2,1,1,1,1,"Cell3"
13,10,19,24,21,10,21,"Cell4"
3,19,26,34,30,32,31,"Cell5"
7,5,15,19,10,11,15,"Cell6"
13,10,19,24,21,10,21,"Cell7"
20,2,2,1,1,1,1,"Cell8"
5,11,23,25,24,29,25,"Cell9"
5,13,25,35,26,30,30,"Cell10"
1,1,1,7,28,20,29,"Cell11"
6,7,14,10,9,13,13,"Cell12"
6,21,13,11,15,9,17,"Cell13"
5,13,25,35,26,30,30,"Cell14"
9,9,10,20,12,26,20,"Cell15"
7,5,15,19,10,11,15,"Cell16"
8,3,8,14,11,22,22,"Cell17"
14,6,18,18,13,19,27,"Cell18"
4,20,5,4,8,4,3,"Cell19"
6,7,14,10,9,13,13,"Cell20"
3,4,7,5,6,5,5,"Cell21"
20,2,2,1,1,1,1,"Cell22"
1,1,1,7,28,20,29,"Cell23"
3,19,26,34,30,32,31,"Cell24"
8,3,8,14,11,22,22,"Cell25"
18,15,29,31,33,35,34,"Cell26"
1,1,12,29,35,39,41,"Cell27"
7,5,15,19,10,11,15,"Cell28"
15,22,22,23,17,14,16,"Cell29"
1,1,16,9,22,18,24,"Cell30"
5,11,23,25,24,29,25,"Cell31"
14,6,18,18,13,19,27,"Cell32"
15,22,22,23,17,14,16,"Cell33"
8,3,8,14,11,22,22,"Cell34"
17,14,21,22,14,24,12,"Cell35"
8,3,8,14,11,22,22,"Cell36"
18,16,27,33,34,36,32,"Cell37"
8,3,8,14,11,22,22,"Cell38"
6,21,13,11,15,9,17,"Cell39"
1,1,1,7,28,20,29,"Cell40"
1,1,16,9,22,18,24,"Cell41"
1,1,12,29,35,39,41,"Cell42"
4,20,5,4,8,4,3,"Cell43"
3,19,26,34,30,32,31,"Cell44"
1,1,16,9,22,18,24,"Cell45"
19,24,3,2,3,3,2,"Cell46"
15,22,22,23,17,14,16,"Cell47"
16,18,28,30,32,33,35,"Cell48"
10,8,9,8,16,21,19,"Cell49"
8,3,8,14,11,22,22,"Cell50"
11,12,24,26,25,25,26,"Cell51"
2,25,4,3,4,7,6,"Cell52"
1,1,11,27,31,34,37,"Cell53"
6,21,13,11,15,9,17,"Cell54"
19,24,3,2,3,3,2,"Cell55"
8,3,8,14,11,22,22,"Cell56"
1,1,16,9,22,18,23,"Cell57"
3,19,26,34,30,32,31,"Cell58"
10,8,9,8,16,21,19,"Cell59"
18,16,27,33,34,36,32,"Cell60"
13,10,19,24,21,10,21,"Cell61"
3,4,7,5,6,5,5,"Cell62"
2,25,4,3,4,7,6,"Cell63"
3,4,7,5,6,5,5,"Cell64"
15,22,22,23,17,14,16,"Cell65"
6,21,13,11,15,9,17,"Cell66"
17,14,21,22,14,24,12,"Cell67"
16,18,28,30,32,33,35,"Cell68"
8,3,8,14,11,22,22,"Cell69"
6,7,14,10,9,13,13,"Cell70"
8,3,8,14,11,22,22,"Cell71"
12,23,17,17,23,15,10,"Cell72"
17,14,21,22,14,24,12,"Cell73"
7,5,15,19,10,11,15,"Cell74"
18,15,29,31,33,35,34,"Cell75"
15,22,22,23,17,14,16,"Cell76"
6,17,30,32,36,37,38,"Cell77"
20,2,2,1,1,1,1,"Cell78"
15,22,22,23,17,14,16,"Cell79"
11,13,20,21,19,16,7,"Cell80"
9,9,10,20,12,26,20,"Cell81"
18,15,29,31,33,35,34,"Cell82"
15,22,22,23,17,14,16,"Cell83"
1,1,1,7,28,20,29,"Cell84"
1,1,6,12,27,28,39,"Cell85"
6,7,14,10,9,13,13,"Cell86"
11,13,20,21,19,16,7,"Cell87"
18,15,29,31,33,35,34,"Cell88"
18,16,27,33,34,36,32,"Cell89"
6,17,30,32,36,37,38,"Cell90"
5,13,25,35,26,30,30,"Cell91"
11,13,20,21,19,16,7,"Cell92"
6,21,13,11,15,9,17,"Cell93"
6,21,13,11,15,9,17,"Cell94"
3,19,26,34,30,32,31,"Cell95"
4,20,5,4,8,4,3,"Cell96"
12,23,17,17,23,15,10,"Cell97"
1,1,11,27,31,34,37,"Cell98"
20,2,2,1,1,1,1,"Cell99"
18,16,27,33,34,36,32,"Cell100"
18,15,29,31,33,35,34,"Cell101"
1,1,6,12,27,28,39,"Cell102"
7,5,15,19,10,11,15,"Cell103"
8,3,8,14,11,22,22,"Cell104"
4,20,5,4,7,45,4,"Cell105"
1,1,16,9,22,18,24,"Cell106"
5,13,25,35,26,30,30,"Cell107"
12,23,17,17,23,15,10,"Cell108"
12,23,17,17,23,15,10,"Cell109"
9,9,10,20,12,26,20,"Cell110"
11,12,24,26,25,25,26,"Cell111"
16,18,28,30,32,33,35,"Cell112"
5,13,25,35,26,30,30,"Cell113"
2,25,4,3,4,7,6,"Cell114"
