"","nCells","Value","Name","n_clus","clustering","level"
"359","5000",0.754082871353713,"UMAP_KMEANS-70",30,"UMAP_KMEANS",70
"360","5000",0.922225747237526,"tSNE_KMEANS-70",30,"tSNE_KMEANS",70
"361","5000",0.99382217035811,"sc3-75",40,"sc3",75
"362","5000",0.754082871353713,"UMAP_KMEANS-75",30,"UMAP_KMEANS",75
"363","5000",0.927095851727342,"tSNE_KMEANS-75",29,"tSNE_KMEANS",75
"364","5000",0.99382217035811,"sc3-80",40,"sc3",80
"365","5000",0.758699635153947,"UMAP_KMEANS-80",29,"UMAP_KMEANS",80
"366","5000",0.934586724477308,"tSNE_KMEANS-80",28,"tSNE_KMEANS",80
"367","5000",0.99382217035811,"sc3-85",40,"sc3",85
"368","5000",0.765972006917921,"UMAP_KMEANS-85",28,"UMAP_KMEANS",85
"369","5000",0.934586724477308,"tSNE_KMEANS-85",28,"tSNE_KMEANS",85
"370","5000",0.99382217035811,"sc3-90",40,"sc3",90
"371","5000",0.773292064393447,"UMAP_KMEANS-90",26,"UMAP_KMEANS",90
"372","5000",0.934586724477308,"tSNE_KMEANS-90",28,"tSNE_KMEANS",90
"373","5000",0.99382217035811,"sc3-95",40,"sc3",95
"374","5000",0.781112807535798,"UMAP_KMEANS-95",24,"UMAP_KMEANS",95
"375","5000",0.934586724477308,"tSNE_KMEANS-95",28,"tSNE_KMEANS",95
"376","5000",0.997591591630153,"sc3-100",31,"sc3",100
"377","5000",0.781112807535798,"UMAP_KMEANS-100",24,"UMAP_KMEANS",100
"378","5000",0.934586724477308,"tSNE_KMEANS-100",28,"tSNE_KMEANS",100
