cells,SC3-00,UMAP_KMEANS-00,TSNE_KMEANS-00,SC3-05,UMAP_KMEANS-05,TSNE_KMEANS-05,SC3-10,UMAP_KMEANS-10,TSNE_KMEANS-10,SC3-15,UMAP_KMEANS-15,TSNE_KMEANS-15,SC3-20,UMAP_KMEANS-20,TSNE_KMEANS-20,SC3-25,UMAP_KMEANS-25,TSNE_KMEANS-25,SC3-30,UMAP_KMEANS-30,TSNE_KMEANS-30,SC3-35,UMAP_KMEANS-35,TSNE_KMEANS-35,SC3-40,UMAP_KMEANS-40,TSNE_KMEANS-40,SC3-45,UMAP_KMEANS-45,TSNE_KMEANS-45,SC3-50,UMAP_KMEANS-50,TSNE_KMEANS-50,SC3-55,UMAP_KMEANS-55,TSNE_KMEANS-55,SC3-60,UMAP_KMEANS-60,TSNE_KMEANS-60,SC3-65,UMAP_KMEANS-65,TSNE_KMEANS-65,SC3-70,UMAP_KMEANS-70,TSNE_KMEANS-70,SC3-75,UMAP_KMEANS-75,TSNE_KMEANS-75,SC3-80,UMAP_KMEANS-80,TSNE_KMEANS-80,SC3-85,UMAP_KMEANS-85,TSNE_KMEANS-85,SC3-90,UMAP_KMEANS-90,TSNE_KMEANS-90,SC3-95,UMAP_KMEANS-95,TSNE_KMEANS-95,SC3-100,UMAP_KMEANS-100,TSNE_KMEANS-100
Cell3469,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36
Cell347,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12
Cell3470,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9
Cell3471,3,25,40,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2
Cell3472,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5
Cell3473,14,39,35,14,39,35,14,39,35,14,39,35,14,39,35,14,39,35,14,39,35,14,39,35,14,39,35,14,39,35,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,14,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3
Cell3474,3,25,40,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2
Cell3475,30,21,6,30,21,6,30,21,6,30,21,6,30,21,6,30,21,6,30,21,6,30,21,6,30,21,6,30,21,6,30,21,6,30,21,6,30,21,6,30,21,6,30,21,6,30,21,6,30,3,6,25,3,6,25,3,6,25,3,6,25,3,6
Cell3476,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12
Cell3477,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,3,10,25,3,10,25,3,10,25,3,10,25,3,10
Cell3478,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,3,10,25,3,10,25,3,10,25,3,10,25,3,10
Cell3479,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11
Cell348,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31
Cell3480,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36
Cell3481,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33,33,18,33
Cell3482,10,9,34,10,9,34,10,9,34,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12
Cell3483,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12
Cell3484,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36
Cell3485,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,25,34,10,25,3,10,25,3,10,25,3,10
Cell3486,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3
Cell3487,40,30,38,40,30,38,40,30,38,40,30,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38
Cell3488,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4
Cell3489,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24,20,13,24
Cell349,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31
Cell3490,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31
Cell3491,29,36,5,29,36,5,29,36,5,29,36,5,29,36,5,29,36,5,29,36,5,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5
Cell3492,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,25,3,10,25,3,10,25,3,10,25,3,10,25,3,10
Cell3493,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,25,3,10,25,3,10,25,3,10,25,3,10,25,3,10
Cell3494,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9,12,27,9
Cell3495,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11
Cell3496,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2
Cell3497,19,32,14,19,32,14,19,32,14,19,32,14,19,32,14,19,32,14,19,32,14,19,32,14,19,32,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14
Cell3498,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39
Cell3499,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,21,10,25,3,10,25,3,10,25,3,10,25,3,10,25,3,10
Cell35,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4
Cell350,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,15,1,1
Cell3500,40,30,38,40,30,38,40,30,38,40,30,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38
Cell3501,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11,34,10,11
Cell3502,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8
Cell3503,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16
Cell3504,10,9,34,10,9,34,10,9,34,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12
Cell3505,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4
Cell3506,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28
Cell3507,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,4,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,15,1,1
Cell3508,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36
Cell3509,5,38,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31
Cell351,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,25,3,10,25,3,10,25,3,10,25,3,10,25,3,10
Cell3510,19,15,14,19,15,14,19,15,14,19,15,14,19,15,14,19,15,14,19,15,14,19,15,14,19,15,14,19,15,14,19,15,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14
Cell3511,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6
Cell3512,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20
Cell3513,3,25,40,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2
Cell3514,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19
Cell3515,39,29,26,39,29,26,39,29,26,39,29,26,39,29,26,39,29,26,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16
Cell3516,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,30,34,10,25,34,10,25,3,10,25,3,10,25,3,10
Cell3517,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20
Cell3518,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29
Cell3519,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36
Cell352,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3
Cell3520,13,39,25,13,39,25,13,39,25,13,39,25,13,39,25,13,39,25,13,39,25,13,39,25,13,39,25,13,39,25,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3
Cell3521,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36
Cell3522,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28,11,26,28
Cell3523,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30,1,24,30
Cell3524,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19
Cell3525,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31
Cell3526,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16,39,7,16
Cell3527,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39
Cell3528,5,38,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31
Cell3529,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4
Cell353,2,22,23,2,22,23,2,22,23,2,22,23,2,22,23,2,22,23,2,22,23,2,22,23,2,22,23,2,22,23,2,22,23,2,22,23,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21
Cell3530,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8
Cell3531,28,11,13,28,11,13,28,11,13,28,11,13,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8
Cell3532,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4
Cell3533,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21
Cell3534,30,26,28,30,26,28,30,26,28,30,26,28,30,26,28,30,26,28,30,26,28,30,26,28,30,26,28,30,26,28,30,26,28,30,26,28,30,26,28,30,26,28,30,26,28,30,26,28,30,26,28,25,26,28,25,26,28,25,26,28,25,26,28
Cell3535,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,26,27,7
Cell3536,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,15,1,1
Cell3537,28,11,13,28,11,13,28,11,13,28,11,13,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8,28,11,8
Cell3538,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29,31,16,29
Cell3539,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39,9,31,39
Cell354,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,15,1,1
Cell3540,13,39,25,13,39,25,13,39,25,13,39,25,13,39,25,13,39,25,13,39,25,13,39,25,13,39,25,13,39,25,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3
Cell3541,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14,19,14,14
Cell3542,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20,6,19,20
Cell3543,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15,7,11,15
Cell3544,5,38,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31,5,37,31
Cell3545,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4,18,40,4
Cell3546,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,17,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5,29,20,5
Cell3547,5,38,36,5,37,36,5,37,36,5,37,36,5,37,36,5,37,36,5,37,36,5,37,36,5,37,36,5,37,36,5,37,36,5,37,36,5,37,36,5,37,36,5,37,36,5,37,36,5,37,36,5,37,36,5,37,36,5,37,36,5,37,36
Cell3548,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,2,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,16,1,1,15,1,1
Cell3549,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31,22,33,31
Cell355,3,25,40,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2,3,25,2
Cell3550,40,30,38,40,30,38,40,30,38,40,30,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38,40,12,38
Cell3551,2,22,32,2,22,32,2,22,32,2,22,32,2,22,32,2,22,32,2,22,32,2,22,32,2,22,32,2,22,32,2,22,32,2,22,23,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21
Cell3552,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,26,27,7
Cell3553,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6,17,23,6
Cell3554,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12,10,9,12
Cell3555,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36,21,5,36
Cell3556,2,22,23,2,22,23,2,22,23,2,22,23,2,22,23,2,22,23,2,22,23,2,22,23,2,22,23,2,22,23,2,22,23,2,22,23,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21,2,22,21
Cell3557,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19,8,8,19
Cell3558,13,39,35,13,39,35,13,39,35,13,39,35,13,39,35,13,39,35,13,39,35,13,39,35,13,39,35,13,39,35,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3,13,39,3
Cell3559,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,27,27,7,26,27,7
