"","0.3,30","0.3,50","0.3,100","0.4,30","0.4,50","0.4,100","0.5,30","0.5,50","0.5,100","0.6,30","0.6,50","0.6,100","0.7,30","0.7,50","0.7,100","0.8,30","0.8,50","0.8,100","0.9,30","0.9,50","0.9,100","1,30","1,50","1,100","1.1,30","1.1,50","1.1,100","1.2,30","1.2,50","1.2,100","1.3,30","1.3,50","1.3,100","1.4,30","1.4,50","1.4,100","1.5,30","1.5,50","1.5,100","1.6,30","1.6,50","1.6,100","1.7,30","1.7,50","1.7,100","1.8,30","1.8,50","1.8,100","1.9,30","1.9,50","1.9,100","2,30","2,50","2,100","2.1,30","2.1,50","2.1,100","2.2,30","2.2,50","2.2,100","2.3,30","2.3,50","2.3,100","2.4,30","2.4,50","2.4,100","2.5,30","2.5,50","2.5,100","cells"
"Cell2076",14,16,16,12,16,13,15,16,14,15,16,15,15,16,15,15,16,13,15,16,11,15,16,11,15,16,11,15,16,12,15,16,12,13,16,12,13,16,12,15,16,11,15,16,11,14,16,11,14,16,11,14,16,12,14,17,12,14,17,12,14,17,12,14,17,12,14,17,12,"Cell2076"
"Cell2077",13,13,14,14,13,15,14,13,15,14,13,14,14,13,13,14,13,12,14,13,13,14,13,13,14,13,13,14,13,14,14,13,14,15,13,14,15,13,14,14,13,13,14,13,13,13,13,13,13,13,13,13,13,14,13,13,14,13,13,14,13,13,14,13,13,14,13,13,14,"Cell2077"
"Cell2078",27,30,27,29,31,27,29,31,29,29,31,29,29,31,29,29,31,29,29,31,27,29,31,27,29,32,27,29,32,27,29,32,27,30,32,27,30,32,27,29,32,27,29,32,27,30,32,27,30,32,27,30,32,27,30,32,27,30,32,27,30,32,27,30,32,27,30,32,27,"Cell2078"
"Cell2079",30,32,30,31,33,31,32,33,32,32,33,32,32,33,33,32,33,33,32,33,34,32,33,34,32,34,34,32,34,34,32,34,34,32,34,34,33,34,34,33,34,34,33,34,34,34,34,34,35,34,34,35,34,34,35,34,34,35,34,34,35,34,34,35,34,34,35,34,34,"Cell2079"
"Cell2080",37,43,38,39,44,39,40,44,41,40,45,42,41,45,43,42,45,44,42,45,45,42,45,45,42,46,45,42,46,45,43,46,45,43,46,45,44,46,45,44,46,46,44,46,46,45,46,46,45,46,46,45,46,46,45,46,46,45,46,46,45,46,46,45,47,46,45,47,46,"Cell2080"
"Cell2081",23,25,24,23,26,24,24,26,25,24,26,25,24,26,26,24,26,26,24,26,28,24,26,28,24,27,28,25,27,28,25,27,28,25,27,28,24,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,"Cell2081"
"Cell2082",33,35,31,34,36,32,35,37,33,35,37,33,35,37,34,36,36,35,36,36,35,36,36,36,36,37,37,36,37,37,36,37,37,36,37,38,37,37,38,37,37,37,37,37,37,38,37,37,38,37,37,38,37,37,38,37,37,38,37,37,38,37,37,38,38,37,38,38,37,"Cell2082"
"Cell2083",14,16,16,12,16,13,15,16,14,15,16,15,15,16,15,15,16,13,15,16,11,15,16,11,15,16,11,15,16,12,15,16,12,13,16,12,13,16,12,15,16,11,15,16,11,14,16,11,14,16,11,14,16,12,14,17,12,14,17,12,14,17,12,14,17,12,14,17,12,"Cell2083"
"Cell2084",11,9,11,10,9,11,12,9,10,12,9,12,12,9,10,12,9,11,12,9,10,12,9,10,12,9,10,12,9,10,12,9,10,10,9,10,10,9,10,12,9,10,12,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,"Cell2084"
"Cell2085",1,1,1,25,1,1,26,1,1,26,1,1,26,1,1,26,1,1,25,1,22,26,1,24,26,22,22,26,22,22,26,22,22,26,22,23,26,22,23,26,22,23,26,22,23,26,22,23,26,22,23,26,22,23,26,22,23,26,22,23,26,22,23,26,20,23,26,20,23,"Cell2085"
"Cell2086",36,41,37,37,42,38,38,42,40,38,43,41,38,43,42,39,44,43,39,44,43,39,44,44,39,45,43,39,45,43,39,45,43,38,45,44,39,45,44,40,45,44,40,45,44,41,45,44,41,45,43,41,45,43,41,45,43,41,45,43,41,45,43,41,46,43,41,46,44,"Cell2086"
"Cell2087",33,35,31,34,36,32,35,37,33,35,37,33,35,37,34,36,36,35,36,36,35,36,36,36,36,37,37,36,37,37,36,37,37,36,37,38,37,37,38,37,37,37,37,37,37,38,37,37,38,37,37,38,37,37,38,37,37,38,37,37,38,37,37,38,38,37,38,38,37,"Cell2087"
"Cell2088",5,4,4,5,4,5,6,4,5,6,4,5,6,4,4,6,4,3,6,4,4,6,4,4,6,4,4,6,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Cell2088"
"Cell2089",21,23,21,21,23,21,22,23,21,22,23,21,22,23,23,22,23,22,22,23,23,22,23,22,22,24,23,22,24,23,22,24,23,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,"Cell2089"
"Cell2090",14,16,16,12,16,13,15,16,14,15,16,15,15,16,15,15,16,13,15,16,11,15,16,11,15,16,11,15,16,12,15,16,12,13,16,12,13,16,12,15,16,11,15,16,11,14,16,11,14,16,11,14,16,12,14,17,12,14,17,12,14,17,12,14,17,12,14,17,12,"Cell2090"
"Cell2091",5,4,4,5,4,5,6,4,5,6,4,5,6,4,4,6,4,3,6,4,4,6,4,4,6,4,4,6,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Cell2091"
"Cell2092",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell2092"
"Cell2093",1,42,1,38,43,1,39,43,1,39,44,40,39,44,41,40,43,42,40,43,44,40,43,43,40,44,44,40,44,44,41,44,44,41,44,43,42,44,43,42,44,43,42,44,43,43,44,43,43,44,44,43,44,44,44,44,44,44,44,44,44,44,44,44,45,44,44,45,43,"Cell2093"
"Cell2094",18,18,17,18,18,17,19,18,16,19,18,16,19,18,16,19,18,16,19,18,17,19,18,17,19,18,17,19,18,18,19,18,18,19,18,18,19,18,18,19,18,17,19,18,17,19,18,18,19,18,18,19,18,18,19,19,18,19,19,18,19,19,18,19,16,18,20,16,18,"Cell2094"
"Cell2095",17,17,18,17,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,20,18,17,20,18,17,20,18,17,20,18,17,20,17,17,20,17,17,20,18,17,20,18,17,20,18,17,20,18,17,20,18,17,20,18,18,20,18,18,20,18,18,20,18,18,20,18,18,20,"Cell2095"
"Cell2096",23,25,24,23,26,24,24,26,25,24,26,25,24,26,26,24,26,26,24,26,28,24,26,28,24,27,28,25,27,28,25,27,28,25,27,28,24,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,"Cell2096"
"Cell2097",5,4,4,5,4,5,6,4,5,6,4,5,6,4,4,6,4,3,6,4,4,6,4,4,6,4,4,6,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Cell2097"
"Cell2098",15,14,12,15,14,12,16,14,12,16,14,10,16,14,14,16,14,10,16,14,14,16,14,14,16,14,14,16,14,11,16,14,11,16,14,11,16,14,11,16,14,14,16,14,14,15,14,14,15,14,14,15,14,11,15,14,11,15,14,11,15,14,11,15,14,11,15,14,11,"Cell2098"
"Cell2099",8,6,7,8,6,7,9,6,8,9,6,8,9,6,8,9,6,7,9,6,6,9,6,6,9,6,6,9,6,6,8,6,6,7,6,6,7,6,6,8,6,6,8,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,"Cell2099"
"Cell2100",26,26,26,27,27,26,28,27,26,28,27,27,28,27,28,28,27,27,28,27,30,28,27,30,28,28,29,28,28,29,28,28,29,27,28,29,27,28,29,28,28,29,28,28,29,29,28,29,29,28,29,29,28,29,29,28,29,29,28,29,29,28,29,29,28,29,29,28,29,"Cell2100"
"Cell2101",21,23,21,21,23,21,22,23,21,22,23,21,22,23,23,22,23,22,22,23,23,22,23,22,22,24,23,22,24,23,22,24,23,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,"Cell2101"
"Cell2102",1,40,36,1,41,37,1,41,39,1,42,39,40,42,40,41,42,41,41,42,42,41,42,42,41,43,42,41,43,42,42,43,42,42,43,42,43,43,42,43,43,42,43,43,42,44,43,42,44,43,42,44,43,42,43,43,42,43,43,42,43,43,42,43,43,42,43,43,42,"Cell2102"
"Cell2103",1,42,1,38,43,1,39,43,1,39,44,40,39,44,41,40,43,42,40,43,44,40,43,43,40,44,44,40,44,44,41,44,44,41,44,43,42,44,43,42,44,43,42,44,43,43,44,43,43,44,44,43,44,44,44,44,44,44,44,44,44,44,44,44,45,44,44,45,43,"Cell2103"
"Cell2104",16,12,15,16,12,16,17,12,17,17,12,17,17,12,17,17,12,17,17,12,16,17,12,16,17,12,16,17,12,16,17,12,16,18,12,16,18,12,16,17,12,16,17,12,16,16,12,16,16,12,16,16,12,16,16,12,16,16,12,16,16,12,16,17,12,16,17,12,16,"Cell2104"
"Cell2105",38,44,39,40,45,40,41,45,42,41,46,43,42,46,44,43,46,45,43,46,46,43,46,46,43,47,46,43,47,46,44,47,46,44,47,46,45,47,46,45,47,47,45,47,47,46,47,47,46,47,47,46,47,47,46,47,47,46,47,47,46,47,47,46,48,47,46,48,47,"Cell2105"
"Cell2106",2,11,2,2,11,2,3,11,2,3,11,2,3,11,2,3,11,15,3,11,15,3,11,15,3,11,15,3,11,15,11,11,15,12,11,15,12,11,15,11,11,15,11,11,15,10,11,15,10,11,15,10,11,15,10,11,15,10,11,15,10,11,15,10,11,15,10,11,15,"Cell2106"
"Cell2107",34,37,34,35,38,35,36,38,37,36,38,37,36,38,38,37,38,39,37,38,40,37,38,40,37,39,40,37,39,40,37,39,40,37,39,40,38,39,40,38,39,40,38,39,40,39,39,40,39,39,40,39,39,40,39,39,40,39,39,40,39,39,40,39,39,40,39,39,40,"Cell2107"
"Cell2108",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell2108"
"Cell2109",9,8,9,9,8,9,10,8,9,10,8,9,10,8,9,10,8,8,10,8,8,10,8,8,10,8,8,10,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,"Cell2109"
"Cell2110",7,7,8,7,7,8,8,7,7,8,7,7,8,7,7,8,7,6,8,7,7,8,7,7,8,7,7,8,7,7,7,7,7,8,7,7,8,7,7,7,7,7,7,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,"Cell2110"
"Cell2111",1,20,1,1,20,1,1,21,24,1,21,24,1,21,25,1,20,25,1,21,26,1,20,26,1,20,26,1,20,26,1,20,26,1,20,26,32,20,26,31,20,26,31,20,26,32,20,26,32,20,26,32,20,26,32,20,26,32,20,26,32,20,26,32,21,26,32,21,26,"Cell2111"
"Cell2112",1,42,1,38,43,1,39,43,1,39,44,40,39,44,41,40,43,42,40,43,44,40,43,43,40,44,44,40,44,44,41,44,44,41,44,43,42,44,43,42,44,43,42,44,43,43,44,43,43,44,44,43,44,44,44,44,44,44,44,44,44,44,44,44,45,44,44,45,43,"Cell2112"
"Cell2113",30,32,30,31,33,31,32,33,32,32,33,32,32,33,33,32,33,33,32,33,34,32,33,34,32,34,34,32,34,34,32,34,34,32,34,34,33,34,34,33,34,34,33,34,34,34,34,34,35,34,34,35,34,34,35,34,34,35,34,34,35,34,34,35,34,34,35,34,34,"Cell2113"
"Cell2114",19,22,22,19,22,22,20,22,22,20,22,22,20,22,22,20,22,23,20,22,24,20,22,23,20,23,24,20,23,24,20,23,24,20,23,24,20,23,24,20,23,24,20,23,24,20,23,24,20,23,24,20,23,24,20,23,24,20,23,24,20,23,24,20,23,24,19,23,24,"Cell2114"
"Cell2115",10,10,10,11,10,10,11,10,11,11,10,11,11,10,11,11,10,9,11,10,9,11,10,9,11,10,9,11,10,9,10,10,9,11,10,9,11,10,9,10,10,9,10,10,9,9,10,9,9,10,9,9,10,9,9,10,9,9,10,9,9,10,9,9,10,9,9,10,9,"Cell2115"
"Cell2116",16,12,15,16,12,16,17,12,17,17,12,17,17,12,17,17,12,17,17,12,16,17,12,16,17,12,16,17,12,16,17,12,16,18,12,16,18,12,16,17,12,16,17,12,16,16,12,16,16,12,16,16,12,16,16,12,16,16,12,16,16,12,16,17,12,16,17,12,16,"Cell2116"
"Cell2117",5,4,4,5,4,5,6,4,5,6,4,5,6,4,4,6,4,3,6,4,4,6,4,4,6,4,4,6,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Cell2117"
"Cell2118",7,7,8,7,7,8,8,7,7,8,7,7,8,7,7,8,7,6,8,7,7,8,7,7,8,7,7,8,7,7,7,7,7,8,7,7,8,7,7,7,7,7,7,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,"Cell2118"
"Cell2119",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44,1,1,44,1,"Cell2119"
"Cell2120",29,31,29,30,32,30,31,32,31,31,32,30,31,32,31,31,32,32,31,32,33,31,32,33,31,33,33,31,33,33,31,33,33,31,33,33,31,33,33,32,33,33,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,"Cell2120"
"Cell2121",1,19,1,1,19,1,2,19,1,2,19,1,2,19,20,2,19,19,2,19,18,2,19,18,2,19,18,2,19,19,2,19,19,2,19,19,2,19,19,2,19,18,2,19,18,17,19,19,17,19,19,17,19,19,17,16,19,17,16,19,17,16,19,16,19,19,16,19,19,"Cell2121"
"Cell2122",2,38,1,2,39,2,3,36,2,3,36,2,3,36,2,3,37,36,3,37,38,3,37,39,3,38,39,3,38,39,40,38,39,39,38,35,40,38,35,41,38,35,41,38,35,42,38,35,42,38,35,42,38,35,42,38,35,42,38,35,42,38,35,42,37,35,42,37,35,"Cell2122"
"Cell2123",1,20,1,1,20,1,1,21,24,1,21,24,1,21,25,1,20,25,1,21,26,1,20,26,1,20,26,1,20,26,1,20,26,1,20,26,32,20,26,31,20,26,31,20,26,32,20,26,32,20,26,32,20,26,32,20,26,32,20,26,32,20,26,32,21,26,32,21,26,"Cell2123"
"Cell2124",16,12,15,16,12,16,17,12,17,17,12,17,17,12,17,17,12,17,17,12,16,17,12,16,17,12,16,17,12,16,17,12,16,18,12,16,18,12,16,17,12,16,17,12,16,16,12,16,16,12,16,16,12,16,16,12,16,16,12,16,16,12,16,17,12,16,17,12,16,"Cell2124"
"Cell2125",8,6,7,8,6,7,9,6,8,9,6,8,9,6,8,9,6,7,9,6,6,9,6,6,9,6,6,9,6,6,8,6,6,7,6,6,7,6,6,8,6,6,8,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,"Cell2125"
"Cell2126",1,36,1,1,37,1,2,39,36,2,39,36,2,39,37,2,39,38,2,39,39,2,39,37,2,40,35,2,40,35,2,40,35,2,40,36,2,40,36,2,40,38,2,40,38,27,40,38,27,40,38,27,40,38,27,40,38,27,40,38,27,40,38,27,40,38,27,40,38,"Cell2126"
"Cell2127",17,17,18,17,17,18,18,17,18,18,17,18,18,17,18,18,17,18,18,17,20,18,17,20,18,17,20,18,17,20,18,17,20,17,17,20,17,17,20,18,17,20,18,17,20,18,17,20,18,17,20,18,17,20,18,18,20,18,18,20,18,18,20,18,18,20,18,18,20,"Cell2127"
"Cell2128",28,27,25,28,28,25,30,28,27,30,28,26,30,28,27,30,28,28,30,28,29,30,28,29,30,29,30,30,29,30,30,29,30,29,29,30,29,29,30,30,29,30,30,29,30,31,29,30,31,29,30,31,29,30,31,29,30,31,29,30,31,29,30,31,29,30,31,29,30,"Cell2128"
"Cell2129",1,36,1,1,37,1,2,39,36,2,39,36,2,39,37,2,39,38,2,39,39,2,39,37,2,40,35,2,40,35,2,40,35,2,40,36,2,40,36,2,40,38,2,40,38,27,40,38,27,40,38,27,40,38,27,40,38,27,40,38,27,40,38,27,40,38,27,40,38,"Cell2129"
"Cell2130",6,5,6,6,5,6,7,5,6,7,5,6,7,5,6,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Cell2130"
"Cell2131",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Cell2131"
"Cell2132",15,14,12,15,14,12,16,14,12,16,14,10,16,14,14,16,14,10,16,14,14,16,14,14,16,14,14,16,14,11,16,14,11,16,14,11,16,14,11,16,14,14,16,14,14,15,14,14,15,14,14,15,14,11,15,14,11,15,14,11,15,14,11,15,14,11,15,14,11,"Cell2132"
"Cell2133",1,36,1,1,37,1,2,39,36,2,39,36,2,39,37,2,39,38,2,39,39,2,39,37,2,40,35,2,40,35,2,40,35,2,40,36,2,40,36,2,40,38,2,40,38,27,40,38,27,40,38,27,40,38,27,40,38,27,40,38,27,40,38,27,40,38,27,40,38,"Cell2133"
"Cell2134",7,7,8,7,7,8,8,7,7,8,7,7,8,7,7,8,7,6,8,7,7,8,7,7,8,7,7,8,7,7,7,7,7,8,7,7,8,7,7,7,7,7,7,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,"Cell2134"
"Cell2135",1,36,1,1,37,1,2,39,36,2,39,36,2,39,37,2,39,38,2,39,39,2,39,37,2,40,35,2,40,35,2,40,35,2,40,36,2,40,36,2,40,38,2,40,38,27,40,38,27,40,38,27,40,38,27,40,38,27,40,38,27,40,38,27,40,38,27,40,38,"Cell2135"
"Cell2136",13,13,14,14,13,15,14,13,15,14,13,14,14,13,13,14,13,12,14,13,13,14,13,13,14,13,13,14,13,14,14,13,14,15,13,14,15,13,14,14,13,13,14,13,13,13,13,13,13,13,13,13,13,14,13,13,14,13,13,14,13,13,14,13,13,14,13,13,14,"Cell2136"
"Cell2137",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44,1,1,44,1,"Cell2137"
"Cell2138",12,15,13,13,15,14,13,15,13,13,15,13,13,15,12,13,15,14,13,15,12,13,15,12,13,15,12,13,15,13,13,15,13,14,15,13,14,15,13,13,15,12,13,15,12,12,15,12,12,15,12,12,15,13,12,15,13,12,15,13,12,15,13,12,15,13,12,15,13,"Cell2138"
"Cell2139",1,19,1,1,19,1,2,19,1,2,19,1,2,19,20,2,19,19,2,19,18,2,19,18,2,19,18,2,19,19,2,19,19,2,19,19,2,19,19,2,19,18,2,19,18,17,19,19,17,19,19,17,19,19,17,16,19,17,16,19,17,16,19,16,19,19,16,19,19,"Cell2139"
"Cell2140",5,4,4,5,4,5,6,4,5,6,4,5,6,4,4,6,4,3,6,4,4,6,4,4,6,4,4,6,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Cell2140"
"Cell2141",35,39,35,36,40,36,37,40,38,37,41,38,37,41,39,38,41,40,38,41,41,38,41,41,38,42,41,38,42,41,38,42,41,40,42,41,41,42,41,39,42,41,39,42,41,40,42,41,40,42,41,40,42,41,40,42,41,40,42,41,40,42,41,40,42,41,40,42,41,"Cell2141"
"Cell2142",13,13,14,14,13,15,14,13,15,14,13,14,14,13,13,14,13,12,14,13,13,14,13,13,14,13,13,14,13,14,14,13,14,15,13,14,15,13,14,14,13,13,14,13,13,13,13,13,13,13,13,13,13,14,13,13,14,13,13,14,13,13,14,13,13,14,13,13,14,"Cell2142"
"Cell2143",11,9,11,10,9,11,12,9,10,12,9,12,12,9,10,12,9,11,12,9,10,12,9,10,12,9,10,12,9,10,12,9,10,10,9,10,10,9,10,12,9,10,12,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,"Cell2143"
"Cell2144",21,23,21,21,23,21,22,23,21,22,23,21,22,23,23,22,23,22,22,23,23,22,23,22,22,24,23,22,24,23,22,24,23,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,"Cell2144"
"Cell2145",1,20,1,1,20,1,1,21,24,1,21,24,1,21,25,1,20,25,1,21,26,1,20,26,1,20,26,1,20,26,1,20,26,1,20,26,32,20,26,31,20,26,31,20,26,32,20,26,32,20,26,32,20,26,32,20,26,32,20,26,32,20,26,32,21,26,32,21,26,"Cell2145"
"Cell2146",13,13,14,14,13,15,14,13,15,14,13,14,14,13,13,14,13,12,14,13,13,14,13,13,14,13,13,14,13,14,14,13,14,15,13,14,15,13,14,14,13,13,14,13,13,13,13,13,13,13,13,13,13,14,13,13,14,13,13,14,13,13,14,13,13,14,13,13,14,"Cell2146"
"Cell2147",36,41,37,37,42,38,38,42,40,38,43,41,38,43,42,39,44,43,39,44,43,39,44,44,39,45,43,39,45,43,39,45,43,38,45,44,39,45,44,40,45,44,40,45,44,41,45,44,41,45,43,41,45,43,41,45,43,41,45,43,41,45,43,41,46,43,41,46,44,"Cell2147"
"Cell2148",6,5,6,6,5,6,7,5,6,7,5,6,7,5,6,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Cell2148"
"Cell2149",23,25,24,23,26,24,24,26,25,24,26,25,24,26,26,24,26,26,24,26,28,24,26,28,24,27,28,25,27,28,25,27,28,25,27,28,24,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,25,27,28,"Cell2149"
"Cell2150",8,6,7,8,6,7,9,6,8,9,6,8,9,6,8,9,6,7,9,6,6,9,6,6,9,6,6,9,6,6,8,6,6,7,6,6,7,6,6,8,6,6,8,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,"Cell2150"
"Cell2151",9,8,9,9,8,9,10,8,9,10,8,9,10,8,9,10,8,8,10,8,8,10,8,8,10,8,8,10,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,"Cell2151"
"Cell2152",7,7,8,7,7,8,8,7,7,8,7,7,8,7,7,8,7,6,8,7,7,8,7,7,8,7,7,8,7,7,7,7,7,8,7,7,8,7,7,7,7,7,7,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,"Cell2152"
"Cell2153",21,23,21,21,23,21,22,23,21,22,23,21,22,23,23,22,23,22,22,23,23,22,23,22,22,24,23,22,24,23,22,24,23,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,22,24,22,"Cell2153"
"Cell2154",28,27,25,28,28,25,30,28,27,30,28,26,30,28,27,30,28,28,30,28,29,30,28,29,30,29,30,30,29,30,30,29,30,29,29,30,29,29,30,30,29,30,30,29,30,31,29,30,31,29,30,31,29,30,31,29,30,31,29,30,31,29,30,31,29,30,31,29,30,"Cell2154"
"Cell2155",2,11,2,2,11,2,3,11,2,3,11,2,3,11,2,3,11,15,3,11,15,3,11,15,3,11,15,3,11,15,11,11,15,12,11,15,12,11,15,11,11,15,11,11,15,10,11,15,10,11,15,10,11,15,10,11,15,10,11,15,10,11,15,10,11,15,10,11,15,"Cell2155"
"Cell2156",22,24,23,22,24,23,23,24,23,23,24,23,23,24,24,23,24,24,23,24,25,23,24,25,23,25,25,23,25,25,24,25,25,24,25,25,23,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,"Cell2156"
"Cell2157",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44,1,1,44,1,"Cell2157"
"Cell2158",12,15,13,13,15,14,13,15,13,13,15,13,13,15,12,13,15,14,13,15,12,13,15,12,13,15,12,13,15,13,13,15,13,14,15,13,14,15,13,13,15,12,13,15,12,12,15,12,12,15,12,12,15,13,12,15,13,12,15,13,12,15,13,12,15,13,12,15,13,"Cell2158"
"Cell2159",1,1,1,25,1,1,26,1,1,26,1,1,26,1,1,26,1,1,25,1,22,26,1,24,26,22,22,26,22,22,26,22,22,26,22,23,26,22,23,26,22,23,26,22,23,26,22,23,26,22,23,26,22,23,26,22,23,26,22,23,26,22,23,26,20,23,26,20,23,"Cell2159"
"Cell2160",38,44,39,40,45,40,41,45,42,41,46,43,42,46,44,43,46,45,43,46,46,43,46,46,43,47,46,43,47,46,44,47,46,44,47,46,45,47,46,45,47,47,45,47,47,46,47,47,46,47,47,46,47,47,46,47,47,46,47,47,46,47,47,46,48,47,46,48,47,"Cell2160"
"Cell2161",22,24,23,22,24,23,23,24,23,23,24,23,23,24,24,23,24,24,23,24,25,23,24,25,23,25,25,23,25,25,24,25,25,24,25,25,23,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,24,25,25,"Cell2161"
"Cell2162",28,27,25,28,28,25,30,28,27,30,28,26,30,28,27,30,28,28,30,28,29,30,28,29,30,29,30,30,29,30,30,29,30,29,29,30,29,29,30,30,29,30,30,29,30,31,29,30,31,29,30,31,29,30,31,29,30,31,29,30,31,29,30,31,29,30,31,29,30,"Cell2162"
"Cell2163",38,44,39,40,45,40,41,45,42,41,46,43,42,46,44,43,46,45,43,46,46,43,46,46,43,47,46,43,47,46,44,47,46,44,47,46,45,47,46,45,47,47,45,47,47,46,47,47,46,47,47,46,47,47,46,47,47,46,47,47,46,47,47,46,48,47,46,48,47,"Cell2163"
