"dataset" "nb_garb" "ARI" "x"
"104" "segerstolpe" "3" 0.632815173325522 0.333333333333333
"105" "segerstolpe" "3" 0.632815173325522 0.350877192982456
"106" "segerstolpe" "3" 0.632815173325522 0.368421052631579
"107" "segerstolpe" "3" 0.632815173325522 0.385964912280702
"108" "segerstolpe" "3" 0.632815173325522 0.403508771929825
"109" "segerstolpe" "3" 0.632815173325522 0.421052631578947
"110" "segerstolpe" "3" 0.632815173325522 0.43859649122807
"111" "segerstolpe" "3" 0.632815173325522 0.456140350877193
"112" "segerstolpe" "3" 0.632815173325522 0.473684210526316
"113" "segerstolpe" "3" 0.632815173325522 0.491228070175439
"114" "segerstolpe" "3" 0.632815173325522 0.508771929824561
"115" "segerstolpe" "3" 0.632815173325522 0.526315789473684
"116" "segerstolpe" "3" 0.632815173325522 0.543859649122807
"117" "segerstolpe" "3" 0.632815173325522 0.56140350877193
"118" "segerstolpe" "3" 0.632815173325522 0.578947368421053
"119" "segerstolpe" "3" 0.632815173325522 0.596491228070175
"120" "segerstolpe" "3" 0.632815173325522 0.614035087719298
"121" "segerstolpe" "3" 0.632815173325522 0.631578947368421
"122" "segerstolpe" "3" 0.632815173325522 0.649122807017544
"123" "segerstolpe" "3" 0.632815173325522 0.666666666666667
"124" "segerstolpe" "3" 0.632815173325522 0.684210526315789
"125" "segerstolpe" "3" 0.632815173325522 0.701754385964912
"126" "segerstolpe" "3" 0.632815173325522 0.719298245614035
"127" "segerstolpe" "3" 0.632815173325522 0.736842105263158
"128" "segerstolpe" "3" 0.632815173325522 0.754385964912281
"129" "segerstolpe" "3" 0.632815173325522 0.771929824561403
"130" "segerstolpe" "3" 0.632815173325522 0.789473684210526
"131" "segerstolpe" "3" 0.633459311934015 0.807017543859649
"132" "segerstolpe" "3" 0.633459311934015 0.824561403508772
"133" "segerstolpe" "3" 0.634032551102032 0.842105263157895
"134" "segerstolpe" "3" 0.634032551102032 0.859649122807018
"135" "segerstolpe" "3" 0.634032551102032 0.87719298245614
"136" "segerstolpe" "3" 0.634032551102032 0.894736842105263
"137" "segerstolpe" "3" 0.634032551102032 0.912280701754386
"138" "segerstolpe" "3" 0.634032551102032 0.929824561403509
"139" "segerstolpe" "3" 0.634032551102032 0.947368421052632
"140" "segerstolpe" "3" 0.634032551102032 0.964912280701754
"141" "segerstolpe" "3" 0.634032551102032 0.982456140350877
"142" "segerstolpe" "3" 0.634032551102032 1
"143" "baron" "0" 0.58378358173445 0.0588235294117647
"144" "baron" "0" 0.618469656114744 0.117647058823529
"145" "baron" "0" 0.643155063768884 0.176470588235294
"146" "baron" "0" 0.658619465085573 0.235294117647059
"147" "baron" "0" 0.672823886097947 0.294117647058824
"148" "baron" "0" 0.679701800794646 0.352941176470588
"149" "baron" "0" 0.684434319081163 0.411764705882353
"150" "baron" "0" 0.688031785844242 0.470588235294118
"151" "baron" "0" 0.689134968411236 0.529411764705882
"152" "baron" "0" 0.689561126405608 0.588235294117647
"153" "baron" "0" 0.689830844612359 0.647058823529412
"154" "baron" "0" 0.691548447924963 0.705882352941177
"155" "baron" "0" 0.692408587590373 0.764705882352941
"156" "baron" "0" 0.692655192496007 0.823529411764706
"157" "baron" "0" 0.692758731793135 0.882352941176471
"158" "baron" "0" 0.696023397850811 0.941176470588235
"159" "baron" "0" 0.716184524523705 1
"160" "baron" "1" 0.509661102597046 0.0384615384615385
"161" "baron" "1" 0.558763179937683 0.0769230769230769
"162" "baron" "1" 0.594758074450746 0.115384615384615
"163" "baron" "1" 0.632418114203433 0.153846153846154
"164" "baron" "1" 0.632418114203433 0.192307692307692
"165" "baron" "1" 0.665451309159989 0.230769230769231
"166" "baron" "1" 0.687267678980041 0.269230769230769
"167" "baron" "1" 0.688351361544482 0.307692307692308
"168" "baron" "1" 0.682615479094141 0.346153846153846
"169" "baron" "1" 0.683582790071297 0.384615384615385
"170" "baron" "1" 0.688789063527121 0.423076923076923
"171" "baron" "1" 0.688789063527121 0.461538461538462
"172" "baron" "1" 0.688789063527121 0.5
"173" "baron" "1" 0.688789063527121 0.538461538461538
"174" "baron" "1" 0.688789063527121 0.576923076923077
"175" "baron" "1" 0.688789063527121 0.615384615384615
"176" "baron" "1" 0.688789063527121 0.653846153846154
"177" "baron" "1" 0.688789063527121 0.692307692307692
"178" "baron" "1" 0.688789063527121 0.730769230769231
"179" "baron" "1" 0.688789063527121 0.769230769230769
"180" "baron" "1" 0.692116128623576 0.807692307692308
"181" "baron" "1" 0.692116128623576 0.846153846153846
"182" "baron" "1" 0.692116128623576 0.884615384615385
"183" "baron" "1" 0.692312538482633 0.923076923076923
"184" "baron" "1" 0.692312538482633 0.961538461538462
"185" "baron" "1" 0.692312538482633 1
"186" "baron" "2" 0.509661102597046 0.0222222222222222
"187" "baron" "2" 0.558763179937683 0.0444444444444444
"188" "baron" "2" 0.594758074450746 0.0666666666666667
"189" "baron" "2" 0.632418114203433 0.0888888888888889
"190" "baron" "2" 0.632418114203433 0.111111111111111
"191" "baron" "2" 0.665451309159989 0.133333333333333
"192" "baron" "2" 0.687267678980041 0.155555555555556
"193" "baron" "2" 0.688351361544482 0.177777777777778
"194" "baron" "2" 0.682615479094141 0.2
"195" "baron" "2" 0.683582790071297 0.222222222222222
"196" "baron" "2" 0.688789063527121 0.244444444444444
"197" "baron" "2" 0.688789063527121 0.266666666666667
"198" "baron" "2" 0.688789063527121 0.288888888888889
"199" "baron" "2" 0.688789063527121 0.311111111111111
"200" "baron" "2" 0.688789063527121 0.333333333333333
"201" "baron" "2" 0.688789063527121 0.355555555555556
"202" "baron" "2" 0.688789063527121 0.377777777777778
"203" "baron" "2" 0.688789063527121 0.4
"204" "baron" "2" 0.688789063527121 0.422222222222222
"205" "baron" "2" 0.688789063527121 0.444444444444444
"206" "baron" "2" 0.688789063527121 0.466666666666667
"207" "baron" "2" 0.688789063527121 0.488888888888889
"208" "baron" "2" 0.688789063527121 0.511111111111111
"209" "baron" "2" 0.688789063527121 0.533333333333333
"210" "baron" "2" 0.688789063527121 0.555555555555556
"211" "baron" "2" 0.688789063527121 0.577777777777778
"212" "baron" "2" 0.688789063527121 0.6
"213" "baron" "2" 0.688789063527121 0.622222222222222
"214" "baron" "2" 0.688789063527121 0.644444444444444
"215" "baron" "2" 0.688789063527121 0.666666666666667
"216" "baron" "2" 0.688789063527121 0.688888888888889
"217" "baron" "2" 0.688789063527121 0.711111111111111
"218" "baron" "2" 0.688789063527121 0.733333333333333
"219" "baron" "2" 0.688789063527121 0.755555555555556
"220" "baron" "2" 0.688789063527121 0.777777777777778
"221" "baron" "2" 0.688789063527121 0.8
"222" "baron" "2" 0.692116128623576 0.822222222222222
"223" "baron" "2" 0.692116128623576 0.844444444444444
"224" "baron" "2" 0.692116128623576 0.866666666666667
"225" "baron" "2" 0.692312538482633 0.888888888888889
"226" "baron" "2" 0.692312538482633 0.911111111111111
"227" "baron" "2" 0.693286174658739 0.933333333333333
"228" "baron" "2" 0.720398589884825 0.955555555555556
"229" "baron" "2" 0.720398589884825 0.977777777777778
"230" "baron" "2" 0.720272281336316 1
"231" "baron" "3" 0.509661102597046 0.0138888888888889
"232" "baron" "3" 0.558763179937683 0.0277777777777778
"233" "baron" "3" 0.594758074450746 0.0416666666666667
"234" "baron" "3" 0.632418114203433 0.0555555555555556
"235" "baron" "3" 0.632418114203433 0.0694444444444444
"236" "baron" "3" 0.665451309159989 0.0833333333333333
"237" "baron" "3" 0.687267678980041 0.0972222222222222
"238" "baron" "3" 0.688351361544482 0.111111111111111
"239" "baron" "3" 0.682615479094141 0.125
"240" "baron" "3" 0.683582790071297 0.138888888888889
"241" "baron" "3" 0.688789063527121 0.152777777777778
"242" "baron" "3" 0.688789063527121 0.166666666666667
"243" "baron" "3" 0.688789063527121 0.180555555555556
"244" "baron" "3" 0.688789063527121 0.194444444444444
"245" "baron" "3" 0.688789063527121 0.208333333333333
"246" "baron" "3" 0.688789063527121 0.222222222222222
"247" "baron" "3" 0.688789063527121 0.236111111111111
"248" "baron" "3" 0.688789063527121 0.25
"249" "baron" "3" 0.688789063527121 0.263888888888889
"250" "baron" "3" 0.688789063527121 0.277777777777778
"251" "baron" "3" 0.688789063527121 0.291666666666667
"252" "baron" "3" 0.688789063527121 0.305555555555556
"253" "baron" "3" 0.688789063527121 0.319444444444444
"254" "baron" "3" 0.688789063527121 0.333333333333333
"255" "baron" "3" 0.688789063527121 0.347222222222222
"256" "baron" "3" 0.688789063527121 0.361111111111111
"257" "baron" "3" 0.688789063527121 0.375
"258" "baron" "3" 0.688789063527121 0.388888888888889
"259" "baron" "3" 0.688789063527121 0.402777777777778
"260" "baron" "3" 0.688789063527121 0.416666666666667
"261" "baron" "3" 0.688789063527121 0.430555555555556
"262" "baron" "3" 0.688789063527121 0.444444444444444
"263" "baron" "3" 0.688789063527121 0.458333333333333
"264" "baron" "3" 0.688789063527121 0.472222222222222
"265" "baron" "3" 0.688789063527121 0.486111111111111
"266" "baron" "3" 0.688789063527121 0.5
"267" "baron" "3" 0.688789063527121 0.513888888888889
"268" "baron" "3" 0.688789063527121 0.527777777777778
"269" "baron" "3" 0.688789063527121 0.541666666666667
"270" "baron" "3" 0.688789063527121 0.555555555555556
"271" "baron" "3" 0.688789063527121 0.569444444444444
"272" "baron" "3" 0.688789063527121 0.583333333333333
"273" "baron" "3" 0.688789063527121 0.597222222222222
"274" "baron" "3" 0.688789063527121 0.611111111111111
"275" "baron" "3" 0.688789063527121 0.625
"276" "baron" "3" 0.688789063527121 0.638888888888889
"277" "baron" "3" 0.688789063527121 0.652777777777778
"278" "baron" "3" 0.688789063527121 0.666666666666667
"279" "baron" "3" 0.688789063527121 0.680555555555556
"280" "baron" "3" 0.688789063527121 0.694444444444444
"281" "baron" "3" 0.688789063527121 0.708333333333333
"282" "baron" "3" 0.688789063527121 0.722222222222222
"283" "baron" "3" 0.688789063527121 0.736111111111111
"284" "baron" "3" 0.688789063527121 0.75
"285" "baron" "3" 0.688789063527121 0.763888888888889
"286" "baron" "3" 0.688789063527121 0.777777777777778
"287" "baron" "3" 0.688789063527121 0.791666666666667
"288" "baron" "3" 0.688789063527121 0.805555555555556
"289" "baron" "3" 0.692116128623576 0.819444444444444
"290" "baron" "3" 0.692116128623576 0.833333333333333
"291" "baron" "3" 0.692312538482633 0.847222222222222
"292" "baron" "3" 0.693286174658739 0.861111111111111
"293" "baron" "3" 0.720398589884825 0.875
"294" "baron" "3" 0.720398589884825 0.888888888888889
"295" "baron" "3" 0.720398589884825 0.902777777777778
"296" "baron" "3" 0.720398589884825 0.916666666666667
"297" "baron" "3" 0.720398589884825 0.930555555555556
"298" "baron" "3" 0.720398589884825 0.944444444444444
"299" "baron" "3" 0.720398589884825 0.958333333333333
"300" "baron" "3" 0.720398589884825 0.972222222222222
"301" "baron" "3" 0.720398589884825 0.986111111111111
"302" "baron" "3" 0.720398589884825 1
