"Comp" "fraction" "clustering_method" "replicable_clusters" "non_replicable_clusters" "replicable_cells" "non_replicable_cells" "fraction_replicable_clusters" "fraction_replicable_cells" "clustering_name" "level"
"127" "1" 10 "Monocle.00" 6 28 1776 8929 0.176470588235294 0.165903783278842 "Monocle" 0
"128" "1" 10 "Monocle.05" 8 25 2147 8558 0.242424242424242 0.20056048575432 "Monocle" 5
"129" "1" 10 "Monocle.10" 8 25 2147 8558 0.242424242424242 0.20056048575432 "Monocle" 10
"130" "1" 10 "Monocle.100" 8 18 3289 7416 0.307692307692308 0.307239607659972 "Monocle" 100
"131" "1" 10 "Monocle.15" 8 25 2147 8558 0.242424242424242 0.20056048575432 "Monocle" 15
"132" "1" 10 "Monocle.20" 8 25 2147 8558 0.242424242424242 0.20056048575432 "Monocle" 20
"133" "1" 10 "Monocle.25" 8 25 2147 8558 0.242424242424242 0.20056048575432 "Monocle" 25
"134" "1" 10 "Monocle.30" 8 24 2147 8558 0.25 0.20056048575432 "Monocle" 30
"135" "1" 10 "Monocle.35" 8 24 2147 8558 0.25 0.20056048575432 "Monocle" 35
"136" "1" 10 "Monocle.40" 8 24 2147 8558 0.25 0.20056048575432 "Monocle" 40
"137" "1" 10 "Monocle.45" 8 22 2743 7962 0.266666666666667 0.256235404016815 "Monocle" 45
"138" "1" 10 "Monocle.50" 8 22 2743 7962 0.266666666666667 0.256235404016815 "Monocle" 50
"139" "1" 10 "Monocle.55" 8 22 2743 7962 0.266666666666667 0.256235404016815 "Monocle" 55
"140" "1" 10 "Monocle.60" 8 22 2743 7962 0.266666666666667 0.256235404016815 "Monocle" 60
"141" "1" 10 "Monocle.65" 8 22 2743 7962 0.266666666666667 0.256235404016815 "Monocle" 65
"142" "1" 10 "Monocle.70" 8 22 2743 7962 0.266666666666667 0.256235404016815 "Monocle" 70
"143" "1" 10 "Monocle.75" 8 22 2743 7962 0.266666666666667 0.256235404016815 "Monocle" 75
"144" "1" 10 "Monocle.80" 6 22 2384 8321 0.214285714285714 0.222699673049977 "Monocle" 80
"145" "1" 10 "Monocle.85" 6 22 2384 8321 0.214285714285714 0.222699673049977 "Monocle" 85
"146" "1" 10 "Monocle.90" 8 18 3289 7416 0.307692307692308 0.307239607659972 "Monocle" 90
"147" "1" 10 "Monocle.95" 8 18 3289 7416 0.307692307692308 0.307239607659972 "Monocle" 95
"148" "1" 10 "sc3.00" 6 47 1153 9552 0.113207547169811 0.107706679121906 "sc3" 0
"149" "1" 10 "sc3.05" 6 46 1153 9552 0.115384615384615 0.107706679121906 "sc3" 5
"150" "1" 10 "sc3.10" 6 46 1153 9552 0.115384615384615 0.107706679121906 "sc3" 10
"151" "1" 10 "sc3.100" 6 31 1983 8722 0.162162162162162 0.185240541802896 "sc3" 100
"152" "1" 10 "sc3.15" 8 43 1520 9185 0.156862745098039 0.141989724427837 "sc3" 15
"153" "1" 10 "sc3.20" 8 43 1520 9185 0.156862745098039 0.141989724427837 "sc3" 20
"154" "1" 10 "sc3.25" 8 43 1520 9185 0.156862745098039 0.141989724427837 "sc3" 25
"155" "1" 10 "sc3.30" 8 43 1520 9185 0.156862745098039 0.141989724427837 "sc3" 30
"156" "1" 10 "sc3.35" 8 43 1520 9185 0.156862745098039 0.141989724427837 "sc3" 35
"157" "1" 10 "sc3.40" 8 43 1520 9185 0.156862745098039 0.141989724427837 "sc3" 40
"158" "1" 10 "sc3.45" 8 43 1520 9185 0.156862745098039 0.141989724427837 "sc3" 45
"159" "1" 10 "sc3.50" 8 42 1520 9185 0.16 0.141989724427837 "sc3" 50
"160" "1" 10 "sc3.55" 8 41 1520 9185 0.163265306122449 0.141989724427837 "sc3" 55
"161" "1" 10 "sc3.60" 8 40 1520 9185 0.166666666666667 0.141989724427837 "sc3" 60
"162" "1" 10 "sc3.65" 8 39 1520 9185 0.170212765957447 0.141989724427837 "sc3" 65
"163" "1" 10 "sc3.70" 8 38 1520 9185 0.173913043478261 0.141989724427837 "sc3" 70
"164" "1" 10 "sc3.75" 8 35 2272 8433 0.186046511627907 0.212237272302662 "sc3" 75
"165" "1" 10 "sc3.80" 8 35 2272 8433 0.186046511627907 0.212237272302662 "sc3" 80
"166" "1" 10 "sc3.85" 6 36 1922 8783 0.142857142857143 0.179542269967305 "sc3" 85
"167" "1" 10 "sc3.90" 6 36 1922 8783 0.142857142857143 0.179542269967305 "sc3" 90
"168" "1" 10 "sc3.95" 6 36 1922 8783 0.142857142857143 0.179542269967305 "sc3" 95
"169" "1" 10 "Seurat.00" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 0
"170" "1" 10 "Seurat.05" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 5
"171" "1" 10 "Seurat.10" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 10
"172" "1" 10 "Seurat.100" 8 21 3322 7383 0.275862068965517 0.310322279308734 "Seurat" 100
"173" "1" 10 "Seurat.15" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 15
"174" "1" 10 "Seurat.20" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 20
"175" "1" 10 "Seurat.25" 6 31 1682 9023 0.162162162162162 0.157122839794489 "Seurat" 25
"176" "1" 10 "Seurat.30" 6 31 1682 9023 0.162162162162162 0.157122839794489 "Seurat" 30
"177" "1" 10 "Seurat.35" 6 31 1682 9023 0.162162162162162 0.157122839794489 "Seurat" 35
"178" "1" 10 "Seurat.40" 6 31 1682 9023 0.162162162162162 0.157122839794489 "Seurat" 40
"179" "1" 10 "Seurat.45" 6 31 1682 9023 0.162162162162162 0.157122839794489 "Seurat" 45
"180" "1" 10 "Seurat.50" 6 30 1682 9023 0.166666666666667 0.157122839794489 "Seurat" 50
"181" "1" 10 "Seurat.55" 6 30 1682 9023 0.166666666666667 0.157122839794489 "Seurat" 55
"182" "1" 10 "Seurat.60" 8 27 2994 7711 0.228571428571429 0.279682391405885 "Seurat" 60
"183" "1" 10 "Seurat.65" 8 26 2994 7711 0.235294117647059 0.279682391405885 "Seurat" 65
"184" "1" 10 "Seurat.70" 8 26 2994 7711 0.235294117647059 0.279682391405885 "Seurat" 70
"185" "1" 10 "Seurat.75" 8 25 3229 7476 0.242424242424242 0.301634750116768 "Seurat" 75
"186" "1" 10 "Seurat.80" 8 24 3229 7476 0.25 0.301634750116768 "Seurat" 80
"187" "1" 10 "Seurat.85" 8 24 3229 7476 0.25 0.301634750116768 "Seurat" 85
"188" "1" 10 "Seurat.90" 8 23 3283 7422 0.258064516129032 0.306679121905652 "Seurat" 90
"189" "1" 10 "Seurat.95" 8 22 3322 7383 0.266666666666667 0.310322279308734 "Seurat" 95
"190" "1" 20 "Monocle.00" 6 28 1776 8929 0.176470588235294 0.165903783278842 "Monocle" 0
"191" "1" 20 "Monocle.05" 8 25 2147 8558 0.242424242424242 0.20056048575432 "Monocle" 5
"192" "1" 20 "Monocle.10" 8 24 2147 8558 0.25 0.20056048575432 "Monocle" 10
"193" "1" 20 "Monocle.100" 10 16 3981 6724 0.384615384615385 0.371882297991593 "Monocle" 100
"194" "1" 20 "Monocle.15" 10 21 3074 7631 0.32258064516129 0.287155534796824 "Monocle" 15
"195" "1" 20 "Monocle.20" 10 21 3074 7631 0.32258064516129 0.287155534796824 "Monocle" 20
"196" "1" 20 "Monocle.25" 10 20 3074 7631 0.333333333333333 0.287155534796824 "Monocle" 25
"197" "1" 20 "Monocle.30" 10 20 3074 7631 0.333333333333333 0.287155534796824 "Monocle" 30
"198" "1" 20 "Monocle.35" 10 20 3074 7631 0.333333333333333 0.287155534796824 "Monocle" 35
"199" "1" 20 "Monocle.40" 10 20 3074 7631 0.333333333333333 0.287155534796824 "Monocle" 40
"200" "1" 20 "Monocle.45" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 45
"201" "1" 20 "Monocle.50" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 50
"202" "1" 20 "Monocle.55" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 55
"203" "1" 20 "Monocle.60" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 60
"204" "1" 20 "Monocle.65" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 65
"205" "1" 20 "Monocle.70" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 70
"206" "1" 20 "Monocle.75" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 75
"207" "1" 20 "Monocle.80" 10 18 3670 7035 0.357142857142857 0.342830453059318 "Monocle" 80
"208" "1" 20 "Monocle.85" 10 17 3893 6812 0.37037037037037 0.36366184026156 "Monocle" 85
"209" "1" 20 "Monocle.90" 10 17 3893 6812 0.37037037037037 0.36366184026156 "Monocle" 90
"210" "1" 20 "Monocle.95" 10 16 3981 6724 0.384615384615385 0.371882297991593 "Monocle" 95
"211" "1" 20 "sc3.00" 6 47 1153 9552 0.113207547169811 0.107706679121906 "sc3" 0
"212" "1" 20 "sc3.05" 6 46 1153 9552 0.115384615384615 0.107706679121906 "sc3" 5
"213" "1" 20 "sc3.10" 6 46 1153 9552 0.115384615384615 0.107706679121906 "sc3" 10
"214" "1" 20 "sc3.100" 10 22 3753 6952 0.3125 0.350583839327417 "sc3" 100
"215" "1" 20 "sc3.15" 6 46 1153 9552 0.115384615384615 0.107706679121906 "sc3" 15
"216" "1" 20 "sc3.20" 6 46 1153 9552 0.115384615384615 0.107706679121906 "sc3" 20
"217" "1" 20 "sc3.25" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 25
"218" "1" 20 "sc3.30" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 30
"219" "1" 20 "sc3.35" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 35
"220" "1" 20 "sc3.40" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 40
"221" "1" 20 "sc3.45" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 45
"222" "1" 20 "sc3.50" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 50
"223" "1" 20 "sc3.55" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 55
"224" "1" 20 "sc3.60" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 60
"225" "1" 20 "sc3.65" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 65
"226" "1" 20 "sc3.70" 6 43 1360 9345 0.122448979591837 0.12704343764596 "sc3" 70
"227" "1" 20 "sc3.75" 8 38 2572 8133 0.173913043478261 0.240261560018683 "sc3" 75
"228" "1" 20 "sc3.80" 10 33 3691 7014 0.232558139534884 0.34479215319944 "sc3" 80
"229" "1" 20 "sc3.85" 10 33 3691 7014 0.232558139534884 0.34479215319944 "sc3" 85
"230" "1" 20 "sc3.90" 10 31 3692 7013 0.24390243902439 0.344885567491826 "sc3" 90
"231" "1" 20 "sc3.95" 10 30 3692 7013 0.25 0.344885567491826 "sc3" 95
"232" "1" 20 "Seurat.00" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 0
"233" "1" 20 "Seurat.05" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 5
"234" "1" 20 "Seurat.10" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 10
"235" "1" 20 "Seurat.100" 8 21 3523 7182 0.275862068965517 0.329098552078468 "Seurat" 100
"236" "1" 20 "Seurat.15" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 15
"237" "1" 20 "Seurat.20" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 20
"238" "1" 20 "Seurat.25" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 25
"239" "1" 20 "Seurat.30" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 30
"240" "1" 20 "Seurat.35" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 35
"241" "1" 20 "Seurat.40" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 40
"242" "1" 20 "Seurat.45" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 45
"243" "1" 20 "Seurat.50" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 50
"244" "1" 20 "Seurat.55" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 55
"245" "1" 20 "Seurat.60" 6 30 2705 8000 0.166666666666667 0.252685660906119 "Seurat" 60
"246" "1" 20 "Seurat.65" 6 30 2705 8000 0.166666666666667 0.252685660906119 "Seurat" 65
"247" "1" 20 "Seurat.70" 6 30 2705 8000 0.166666666666667 0.252685660906119 "Seurat" 70
"248" "1" 20 "Seurat.75" 6 30 2705 8000 0.166666666666667 0.252685660906119 "Seurat" 75
"249" "1" 20 "Seurat.80" 8 26 3430 7275 0.235294117647059 0.320411022886502 "Seurat" 80
"250" "1" 20 "Seurat.85" 8 26 3430 7275 0.235294117647059 0.320411022886502 "Seurat" 85
"251" "1" 20 "Seurat.90" 8 25 3430 7275 0.242424242424242 0.320411022886502 "Seurat" 90
"252" "1" 20 "Seurat.95" 8 23 3484 7221 0.258064516129032 0.325455394675385 "Seurat" 95
"253" "1" 30 "Monocle.00" 6 28 1776 8929 0.176470588235294 0.165903783278842 "Monocle" 0
"254" "1" 30 "Monocle.05" 6 27 1776 8929 0.181818181818182 0.165903783278842 "Monocle" 5
"255" "1" 30 "Monocle.10" 6 27 1776 8929 0.181818181818182 0.165903783278842 "Monocle" 10
"256" "1" 30 "Monocle.100" 10 18 3670 7035 0.357142857142857 0.342830453059318 "Monocle" 100
"257" "1" 30 "Monocle.15" 6 27 1776 8929 0.181818181818182 0.165903783278842 "Monocle" 15
"258" "1" 30 "Monocle.20" 6 27 1776 8929 0.181818181818182 0.165903783278842 "Monocle" 20
"259" "1" 30 "Monocle.25" 6 27 1776 8929 0.181818181818182 0.165903783278842 "Monocle" 25
"260" "1" 30 "Monocle.30" 6 27 1776 8929 0.181818181818182 0.165903783278842 "Monocle" 30
"261" "1" 30 "Monocle.35" 8 23 2147 8558 0.258064516129032 0.20056048575432 "Monocle" 35
"262" "1" 30 "Monocle.40" 10 20 3074 7631 0.333333333333333 0.287155534796824 "Monocle" 40
"263" "1" 30 "Monocle.45" 10 20 3074 7631 0.333333333333333 0.287155534796824 "Monocle" 45
"264" "1" 30 "Monocle.50" 10 20 3074 7631 0.333333333333333 0.287155534796824 "Monocle" 50
